event_id,chosen_action,action,recovery_success,revenue_recovered,event_type,failure_type,amount,retry_count,oracle_action,oracle_success,oracle_revenue,correct_action,regret
EVT_00007501,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,1111.6,PAYMENT_FAILURE,PAYMENT_LIMIT,1111.6,0,RETRY_LATER,1,1111.6,False,0.0
EVT_00005458,RECOVERY_REMINDER,RECOVERY_REMINDER,1,3982.34,CHECKOUT_ABANDONMENT,,3982.34,0,RETRY_LATER,1,3982.34,False,0.0
EVT_00008818,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,2099.34,PAYMENT_FAILURE,ISSUER_DECLINE,2099.34,0,ALTERNATIVE_PAYMENT,1,2099.34,True,0.0
EVT_00008932,RECOVERY_REMINDER,RECOVERY_REMINDER,0,0.0,SUBSCRIPTION_FAILURE,,148107.55,0,RETRY_LATER,1,148107.55,False,148107.55
EVT_00004132,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,1387.11,PAYMENT_FAILURE,ISSUER_DECLINE,1387.11,1,ALTERNATIVE_PAYMENT,1,1387.11,True,0.0
EVT_00001349,RECOVERY_REMINDER,RECOVERY_REMINDER,1,5549.59,CHECKOUT_ABANDONMENT,,5549.59,0,ALTERNATIVE_PAYMENT,1,5549.59,False,0.0
EVT_00008727,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,792.83,PAYMENT_FAILURE,TIMEOUT,792.83,1,ALTERNATIVE_PAYMENT,1,792.83,True,0.0
EVT_00008557,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,TIMEOUT,1197.78,3,HUMAN_ESCALATION,1,1197.78,False,1197.78
EVT_00009105,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,TIMEOUT,885.45,1,RETRY_LATER,0,0.0,False,0.0
EVT_00000547,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,1431.32,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,1431.32,3,ALTERNATIVE_PAYMENT,1,1431.32,True,0.0
EVT_00001078,RECOVERY_REMINDER,RECOVERY_REMINDER,0,0.0,CHECKOUT_ABANDONMENT,,5116.45,0,ALTERNATIVE_PAYMENT,1,5116.45,False,5116.45
EVT_00004694,RECOVERY_REMINDER,RECOVERY_REMINDER,1,1906.18,CHECKOUT_ABANDONMENT,,1906.18,0,RETRY_LATER,1,1906.18,False,0.0
EVT_00000278,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,4748.86,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,4748.86,0,RETRY_LATER,1,4748.86,False,0.0
EVT_00006732,RECOVERY_REMINDER,RECOVERY_REMINDER,1,7711.52,CHECKOUT_ABANDONMENT,,7711.52,0,RETRY_LATER,1,7711.52,False,0.0
EVT_00006991,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,4199.97,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,4199.97,1,RETRY_LATER,1,4199.97,False,0.0
EVT_00004574,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,6231.39,PAYMENT_FAILURE,TIMEOUT,6231.39,3,ALTERNATIVE_PAYMENT,1,6231.39,True,0.0
EVT_00002634,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,1351.61,PAYMENT_FAILURE,TIMEOUT,1351.61,3,ALTERNATIVE_PAYMENT,1,1351.61,True,0.0
EVT_00002632,RECOVERY_REMINDER,RECOVERY_REMINDER,0,0.0,SUBSCRIPTION_FAILURE,,8083.2,0,ALTERNATIVE_PAYMENT,1,8083.2,False,8083.2
EVT_00002211,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,TIMEOUT,1288.71,3,RETRY_LATER,0,0.0,False,0.0
EVT_00008427,RECOVERY_REMINDER,RECOVERY_REMINDER,0,0.0,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,16721.12,0,ALTERNATIVE_PAYMENT,1,16721.12,False,16721.12
EVT_00001418,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,4570.65,PAYMENT_FAILURE,ISSUER_DECLINE,4570.65,1,ALTERNATIVE_PAYMENT,1,4570.65,True,0.0
EVT_00004878,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,1119.02,2,RETRY_LATER,0,0.0,False,0.0
EVT_00002784,RECOVERY_REMINDER,RECOVERY_REMINDER,1,1325.04,CHECKOUT_ABANDONMENT,,1325.04,0,RETRY_LATER,1,1325.04,False,0.0
EVT_00004758,RECOVERY_REMINDER,RECOVERY_REMINDER,1,9423.32,CHECKOUT_ABANDONMENT,,9423.32,0,RETRY_LATER,1,9423.32,False,0.0
EVT_00003628,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,ISSUER_DECLINE,2732.77,3,RETRY_LATER,0,0.0,False,0.0
EVT_00005972,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,4189.69,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,4189.69,1,RETRY_LATER,1,4189.69,False,0.0
EVT_00009424,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,3937.78,PAYMENT_FAILURE,TIMEOUT,3937.78,3,ALTERNATIVE_PAYMENT,1,3937.78,True,0.0
EVT_00004074,RECOVERY_REMINDER,RECOVERY_REMINDER,0,0.0,SUBSCRIPTION_FAILURE,,598.53,0,RETRY_LATER,0,0.0,False,0.0
EVT_00002114,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,5681.36,PAYMENT_FAILURE,ISSUER_DECLINE,5681.36,3,ALTERNATIVE_PAYMENT,1,5681.36,True,0.0
EVT_00009387,RECOVERY_REMINDER,RECOVERY_REMINDER,1,6070.52,CHECKOUT_ABANDONMENT,,6070.52,0,RETRY_LATER,1,6070.52,False,0.0
EVT_00006393,RECOVERY_REMINDER,RECOVERY_REMINDER,1,33617.13,CHECKOUT_ABANDONMENT,,33617.13,0,RETRY_LATER,1,33617.13,False,0.0
EVT_00005947,RECOVERY_REMINDER,RECOVERY_REMINDER,0,0.0,SUBSCRIPTION_FAILURE,,8928.75,0,RETRY_LATER,0,0.0,False,0.0
EVT_00006744,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,1178.8,PAYMENT_FAILURE,ISSUER_DECLINE,1178.8,0,RETRY_LATER,1,1178.8,False,0.0
EVT_00000370,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,3208.09,PAYMENT_FAILURE,ISSUER_DECLINE,3208.09,0,RETRY_LATER,1,3208.09,False,0.0
EVT_00007340,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,2218.36,PAYMENT_FAILURE,TIMEOUT,2218.36,2,ALTERNATIVE_PAYMENT,1,2218.36,True,0.0
EVT_00004661,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,ISSUER_DECLINE,4525.91,1,RETRY_LATER,0,0.0,False,0.0
EVT_00000815,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,ISSUER_DECLINE,8907.68,2,RETRY_LATER,0,0.0,False,0.0
EVT_00004986,RECOVERY_REMINDER,RECOVERY_REMINDER,1,4833.55,SUBSCRIPTION_FAILURE,,4833.55,0,ALTERNATIVE_PAYMENT,1,4833.55,False,0.0
EVT_00002775,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,ISSUER_DECLINE,4934.87,2,HUMAN_ESCALATION,1,4934.87,False,4934.87
EVT_00005481,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,15267.58,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,15267.58,1,ALTERNATIVE_PAYMENT,1,15267.58,True,0.0
EVT_00002979,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,TIMEOUT,750.14,3,RETRY_LATER,0,0.0,False,0.0
EVT_00000886,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,SUBSCRIPTION_FAILURE,,4866.78,0,RETRY_LATER,1,4866.78,False,4866.78
EVT_00008417,RECOVERY_REMINDER,RECOVERY_REMINDER,0,0.0,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,9502.73,2,RETRY_LATER,0,0.0,False,0.0
EVT_00009597,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,5353.23,PAYMENT_FAILURE,PAYMENT_LIMIT,5353.23,2,ALTERNATIVE_PAYMENT,1,5353.23,True,0.0
EVT_00006165,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,4539.21,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,4539.21,1,ALTERNATIVE_PAYMENT,1,4539.21,True,0.0
EVT_00001970,RECOVERY_REMINDER,RECOVERY_REMINDER,1,2412.53,CHECKOUT_ABANDONMENT,,2412.53,0,ALTERNATIVE_PAYMENT,1,2412.53,False,0.0
EVT_00008634,RECOVERY_REMINDER,RECOVERY_REMINDER,0,0.0,CHECKOUT_ABANDONMENT,,3549.75,0,RETRY_LATER,1,3549.75,False,3549.75
EVT_00009730,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,5017.74,0,RETRY_LATER,1,5017.74,False,5017.74
EVT_00000094,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,1075.61,2,RECOVERY_REMINDER,1,1075.61,False,1075.61
EVT_00009876,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,10708.33,0,RETRY_LATER,1,10708.33,False,10708.33
EVT_00006945,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,2658.32,2,RETRY_LATER,0,0.0,False,0.0
EVT_00005321,RECOVERY_REMINDER,RECOVERY_REMINDER,1,133156.89,PAYMENT_FAILURE,TIMEOUT,133156.89,2,RECOVERY_REMINDER,1,133156.89,True,0.0
EVT_00002746,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,2670.2,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,2670.2,2,ALTERNATIVE_PAYMENT,1,2670.2,True,0.0
EVT_00009871,RECOVERY_REMINDER,RECOVERY_REMINDER,1,5275.32,CHECKOUT_ABANDONMENT,,5275.32,0,RETRY_LATER,1,5275.32,False,0.0
EVT_00002519,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,11526.8,PAYMENT_FAILURE,ISSUER_DECLINE,11526.8,3,ALTERNATIVE_PAYMENT,1,11526.8,True,0.0
EVT_00008363,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,2660.57,3,RETRY_LATER,0,0.0,False,0.0
EVT_00004038,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,TIMEOUT,10944.81,3,RETRY_LATER,0,0.0,False,0.0
EVT_00002309,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,1024.52,PAYMENT_FAILURE,TIMEOUT,1024.52,0,ALTERNATIVE_PAYMENT,1,1024.52,True,0.0
EVT_00002901,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,10886.67,3,RETRY_LATER,0,0.0,False,0.0
EVT_00003646,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,NETWORK_ERROR,16396.53,1,RETRY_LATER,1,16396.53,False,16396.53
EVT_00006802,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,2601.34,PAYMENT_FAILURE,TIMEOUT,2601.34,2,ALTERNATIVE_PAYMENT,1,2601.34,True,0.0
EVT_00005389,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,11008.27,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,11008.27,3,ALTERNATIVE_PAYMENT,1,11008.27,True,0.0
EVT_00002534,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,ISSUER_DECLINE,3769.86,3,RETRY_LATER,0,0.0,False,0.0
EVT_00001059,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,7677.56,PAYMENT_FAILURE,ISSUER_DECLINE,7677.56,3,ALTERNATIVE_PAYMENT,1,7677.56,True,0.0
EVT_00000627,RECOVERY_REMINDER,RECOVERY_REMINDER,1,987.9,CHECKOUT_ABANDONMENT,,987.9,0,RETRY_LATER,1,987.9,False,0.0
EVT_00009296,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,SUBSCRIPTION_FAILURE,,1637.26,0,RECOVERY_REMINDER,1,1637.26,False,1637.26
EVT_00003453,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,6575.94,SUBSCRIPTION_FAILURE,,6575.94,0,RETRY_LATER,1,6575.94,False,0.0
EVT_00003243,RECOVERY_REMINDER,RECOVERY_REMINDER,0,0.0,SUBSCRIPTION_FAILURE,,10147.03,0,HUMAN_ESCALATION,1,10147.03,False,10147.03
EVT_00006131,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,ISSUER_DECLINE,3308.59,1,RECOVERY_REMINDER,1,3308.59,False,3308.59
EVT_00003296,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,SUBSCRIPTION_FAILURE,,3249.17,0,RECOVERY_REMINDER,1,3249.17,False,3249.17
EVT_00001572,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,3310.05,SUBSCRIPTION_FAILURE,,3310.05,0,RETRY_LATER,1,3310.05,False,0.0
EVT_00002538,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,2469.97,PAYMENT_FAILURE,TIMEOUT,2469.97,3,ALTERNATIVE_PAYMENT,1,2469.97,True,0.0
EVT_00003799,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,7996.89,SUBSCRIPTION_FAILURE,,7996.89,0,RETRY_LATER,1,7996.89,False,0.0
EVT_00004515,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,ISSUER_DECLINE,16332.96,3,RETRY_LATER,0,0.0,False,0.0
EVT_00007240,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,3194.54,3,RETRY_LATER,0,0.0,False,0.0
EVT_00005733,RECOVERY_REMINDER,RECOVERY_REMINDER,0,0.0,SUBSCRIPTION_FAILURE,,33069.78,0,HUMAN_ESCALATION,1,33069.78,False,33069.78
EVT_00000497,RECOVERY_REMINDER,RECOVERY_REMINDER,0,0.0,SUBSCRIPTION_FAILURE,,3533.28,0,RETRY_LATER,0,0.0,False,0.0
EVT_00006434,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,SUBSCRIPTION_FAILURE,,3498.08,0,RETRY_LATER,1,3498.08,False,3498.08
EVT_00008538,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,2988.06,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,2988.06,1,ALTERNATIVE_PAYMENT,1,2988.06,True,0.0
EVT_00003914,RECOVERY_REMINDER,RECOVERY_REMINDER,1,1432.19,CHECKOUT_ABANDONMENT,,1432.19,0,RETRY_LATER,1,1432.19,False,0.0
EVT_00001343,RECOVERY_REMINDER,RECOVERY_REMINDER,0,0.0,CHECKOUT_ABANDONMENT,,2049.94,0,RETRY_LATER,1,2049.94,False,2049.94
EVT_00005199,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,1816.57,PAYMENT_FAILURE,TIMEOUT,1816.57,0,RETRY_LATER,1,1816.57,False,0.0
EVT_00003018,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,2705.85,SUBSCRIPTION_FAILURE,,2705.85,0,RETRY_LATER,1,2705.85,False,0.0
EVT_00008919,RECOVERY_REMINDER,RECOVERY_REMINDER,0,0.0,CHECKOUT_ABANDONMENT,,9873.72,0,RETRY_LATER,1,9873.72,False,9873.72
EVT_00009097,RECOVERY_REMINDER,RECOVERY_REMINDER,1,5942.49,CHECKOUT_ABANDONMENT,,5942.49,0,ALTERNATIVE_PAYMENT,1,5942.49,False,0.0
EVT_00006478,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,629.43,1,RETRY_LATER,0,0.0,False,0.0
EVT_00007647,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,NETWORK_ERROR,7544.99,3,HUMAN_ESCALATION,1,7544.99,False,7544.99
EVT_00002315,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,2750.15,3,RETRY_LATER,0,0.0,False,0.0
EVT_00001262,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,2145.28,0,RETRY_LATER,1,2145.28,False,2145.28
EVT_00009179,RECOVERY_REMINDER,RECOVERY_REMINDER,1,15152.26,CHECKOUT_ABANDONMENT,,15152.26,0,ALTERNATIVE_PAYMENT,1,15152.26,False,0.0
EVT_00008987,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,4815.62,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,4815.62,0,RETRY_LATER,1,4815.62,False,0.0
EVT_00000299,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,TIMEOUT,4674.0,0,RECOVERY_REMINDER,1,4674.0,False,4674.0
EVT_00001222,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,2277.25,3,RETRY_LATER,0,0.0,False,0.0
EVT_00006759,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,TIMEOUT,7226.17,2,RETRY_LATER,1,7226.17,False,7226.17
EVT_00007004,RECOVERY_REMINDER,RECOVERY_REMINDER,1,5829.75,SUBSCRIPTION_FAILURE,,5829.75,0,RETRY_LATER,1,5829.75,False,0.0
EVT_00002844,RECOVERY_REMINDER,RECOVERY_REMINDER,1,11102.7,CHECKOUT_ABANDONMENT,,11102.7,0,RETRY_LATER,1,11102.7,False,0.0
EVT_00007467,RECOVERY_REMINDER,RECOVERY_REMINDER,0,0.0,SUBSCRIPTION_FAILURE,,22557.41,0,RETRY_LATER,0,0.0,False,0.0
EVT_00009853,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,1224.52,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,1224.52,3,ALTERNATIVE_PAYMENT,1,1224.52,True,0.0
EVT_00000527,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,6567.81,PAYMENT_FAILURE,TIMEOUT,6567.81,1,ALTERNATIVE_PAYMENT,1,6567.81,True,0.0
EVT_00008150,RECOVERY_REMINDER,RECOVERY_REMINDER,1,6971.67,CHECKOUT_ABANDONMENT,,6971.67,0,RETRY_LATER,1,6971.67,False,0.0
EVT_00006804,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,1845.5,0,RETRY_LATER,1,1845.5,False,1845.5
EVT_00003149,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,NETWORK_ERROR,6531.85,1,RETRY_LATER,1,6531.85,False,6531.85
EVT_00002434,RECOVERY_REMINDER,RECOVERY_REMINDER,1,11244.21,CHECKOUT_ABANDONMENT,,11244.21,0,RETRY_LATER,1,11244.21,False,0.0
EVT_00003219,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,2596.16,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,2596.16,0,ALTERNATIVE_PAYMENT,1,2596.16,True,0.0
EVT_00003414,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,1940.63,2,HUMAN_ESCALATION,1,1940.63,False,1940.63
EVT_00009769,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,2499.91,PAYMENT_FAILURE,TIMEOUT,2499.91,3,ALTERNATIVE_PAYMENT,1,2499.91,True,0.0
EVT_00002875,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,2067.2,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,2067.2,0,RETRY_LATER,1,2067.2,False,0.0
EVT_00000036,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,1038.63,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,1038.63,3,ALTERNATIVE_PAYMENT,1,1038.63,True,0.0
EVT_00004471,RECOVERY_REMINDER,RECOVERY_REMINDER,0,0.0,SUBSCRIPTION_FAILURE,,9067.23,0,RETRY_LATER,0,0.0,False,0.0
EVT_00008769,RECOVERY_REMINDER,RECOVERY_REMINDER,0,0.0,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,14058.28,0,ALTERNATIVE_PAYMENT,1,14058.28,False,14058.28
EVT_00005170,RECOVERY_REMINDER,RECOVERY_REMINDER,0,0.0,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,3042.39,2,HUMAN_ESCALATION,1,3042.39,False,3042.39
EVT_00005329,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,ISSUER_DECLINE,2949.58,3,RETRY_LATER,0,0.0,False,0.0
EVT_00003381,RETRY_LATER,RETRY_LATER,1,4490.77,PAYMENT_FAILURE,TIMEOUT,4490.77,0,RETRY_LATER,1,4490.77,True,0.0
EVT_00002052,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,2008.68,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,2008.68,0,RETRY_LATER,1,2008.68,False,0.0
EVT_00007064,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,13108.85,PAYMENT_FAILURE,TIMEOUT,13108.85,0,RETRY_LATER,1,13108.85,False,0.0
EVT_00002071,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,ISSUER_DECLINE,2413.11,2,RECOVERY_REMINDER,1,2413.11,False,2413.11
EVT_00004053,RECOVERY_REMINDER,RECOVERY_REMINDER,1,1388.47,PAYMENT_FAILURE,TIMEOUT,1388.47,0,RECOVERY_REMINDER,1,1388.47,True,0.0
EVT_00002313,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,4906.83,PAYMENT_FAILURE,PAYMENT_LIMIT,4906.83,2,ALTERNATIVE_PAYMENT,1,4906.83,True,0.0
EVT_00003278,RECOVERY_REMINDER,RECOVERY_REMINDER,1,3929.66,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,3929.66,2,RECOVERY_REMINDER,1,3929.66,True,0.0
EVT_00002507,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,SUBSCRIPTION_FAILURE,,4834.08,0,RETRY_LATER,1,4834.08,False,4834.08
EVT_00009701,RECOVERY_REMINDER,RECOVERY_REMINDER,1,3116.07,CHECKOUT_ABANDONMENT,,3116.07,0,RETRY_LATER,1,3116.07,False,0.0
EVT_00000928,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,6433.57,PAYMENT_FAILURE,TIMEOUT,6433.57,0,RETRY_LATER,1,6433.57,False,0.0
EVT_00005780,RECOVERY_REMINDER,RECOVERY_REMINDER,1,4344.81,CHECKOUT_ABANDONMENT,,4344.81,0,RETRY_LATER,1,4344.81,False,0.0
EVT_00002102,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,NETWORK_ERROR,9247.69,3,RETRY_LATER,0,0.0,False,0.0
EVT_00000935,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,SUBSCRIPTION_FAILURE,,7850.41,0,RETRY_LATER,1,7850.41,False,7850.41
EVT_00008912,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,4817.32,PAYMENT_FAILURE,TIMEOUT,4817.32,1,RETRY_LATER,1,4817.32,False,0.0
EVT_00000091,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,9947.8,PAYMENT_FAILURE,PAYMENT_LIMIT,9947.8,1,ALTERNATIVE_PAYMENT,1,9947.8,True,0.0
EVT_00006747,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,4919.68,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,4919.68,2,ALTERNATIVE_PAYMENT,1,4919.68,True,0.0
EVT_00003210,RECOVERY_REMINDER,RECOVERY_REMINDER,0,0.0,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,17573.93,1,ALTERNATIVE_PAYMENT,1,17573.93,False,17573.93
EVT_00008110,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,1404.15,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,1404.15,3,ALTERNATIVE_PAYMENT,1,1404.15,True,0.0
EVT_00002710,RECOVERY_REMINDER,RECOVERY_REMINDER,1,2909.83,CHECKOUT_ABANDONMENT,,2909.83,0,RETRY_LATER,1,2909.83,False,0.0
EVT_00005228,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,4005.92,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,4005.92,3,ALTERNATIVE_PAYMENT,1,4005.92,True,0.0
EVT_00000192,RECOVERY_REMINDER,RECOVERY_REMINDER,0,0.0,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,9264.34,2,ALTERNATIVE_PAYMENT,1,9264.34,False,9264.34
EVT_00007616,RECOVERY_REMINDER,RECOVERY_REMINDER,1,1859.84,CHECKOUT_ABANDONMENT,,1859.84,0,RECOVERY_REMINDER,1,1859.84,True,0.0
EVT_00001482,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0,0.0,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,7283.71,1,RECOVERY_REMINDER,1,7283.71,False,7283.71
EVT_00002772,HUMAN_ESCALATION,HUMAN_ESCALATION,1,26009.0,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,26009.0,3,ALTERNATIVE_PAYMENT,1,26009.0,False,0.0
EVT_00005429,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1,3257.34,SUBSCRIPTION_FAILURE,,3257.34,0,ALTERNATIVE_PAYMENT,1,3257.34,True,0.0
