event_id,event_type,failure_type,payment_method,retry_count,customer_id,merchant_id,amount,v2_action,oracle_action,oracle_recovered,v2_recovered,regret,correct_action,value_band
EVT_00087985,CHECKOUT_ABANDONMENT,,CARD,0,CUS_001487,MER_00123,34605.1,,ALTERNATIVE_PAYMENT,34605.1,0.0,34605.1,False,>₹25K
EVT_00028864,PAYMENT_FAILURE,PAYMENT_LIMIT,NETBANKING,0,CUS_001335,MER_00045,838.86,,ALTERNATIVE_PAYMENT,838.86,0.0,838.86,False,<=₹2K
EVT_00014625,CHECKOUT_ABANDONMENT,,UPI,0,CUS_000457,MER_00089,9629.63,,ALTERNATIVE_PAYMENT,9629.63,0.0,9629.63,False,₹5K–₹10K
EVT_00009338,PAYMENT_FAILURE,NETWORK_ERROR,UPI,2,CUS_001236,MER_00193,2799.81,RECOVERY_REMINDER,ALTERNATIVE_PAYMENT,2799.81,15037.01,-12237.2,False,₹2K–₹5K
EVT_00067260,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,CARD,3,CUS_000699,MER_00094,21242.75,,ALTERNATIVE_PAYMENT,21242.75,0.0,21242.75,False,₹10K–₹25K
EVT_00028966,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,CARD,0,CUS_001907,MER_00136,8912.94,,RECOVERY_REMINDER,8912.94,0.0,8912.94,False,₹5K–₹10K
EVT_00011092,CHECKOUT_ABANDONMENT,,CARD,0,CUS_001803,MER_00019,4536.83,,ALTERNATIVE_PAYMENT,4536.83,0.0,4536.83,False,₹2K–₹5K
EVT_00024418,SUBSCRIPTION_FAILURE,,UPI,0,CUS_001350,MER_00112,13988.15,,HUMAN_ESCALATION,13988.15,0.0,13988.15,False,₹10K–₹25K
EVT_00086768,PAYMENT_FAILURE,ISSUER_DECLINE,NETBANKING,3,CUS_000695,MER_00014,14457.86,,ALTERNATIVE_PAYMENT,14457.86,0.0,14457.86,False,₹10K–₹25K
EVT_00067246,PAYMENT_FAILURE,NETWORK_ERROR,UPI,1,CUS_001202,MER_00042,4189.01,,ALTERNATIVE_PAYMENT,4189.01,0.0,4189.01,False,₹2K–₹5K
EVT_00044869,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,WALLET,1,CUS_000957,MER_00161,8404.15,,ALTERNATIVE_PAYMENT,8404.15,0.0,8404.15,False,₹5K–₹10K
EVT_00041020,SUBSCRIPTION_FAILURE,,CARD,0,CUS_000413,MER_00049,4803.24,,ALTERNATIVE_PAYMENT,4803.24,0.0,4803.24,False,₹2K–₹5K
EVT_00072566,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,CARD,2,CUS_000251,MER_00176,4241.21,,ALTERNATIVE_PAYMENT,4241.21,0.0,4241.21,False,₹2K–₹5K
EVT_00001297,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,UPI,3,CUS_001796,MER_00120,11465.01,ALTERNATIVE_PAYMENT,HUMAN_ESCALATION,11465.01,9399.55,2065.460000000001,False,₹10K–₹25K
EVT_00014246,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,CARD,3,CUS_001439,MER_00070,7085.16,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹5K–₹10K
EVT_00001456,PAYMENT_FAILURE,ISSUER_DECLINE,UPI,2,CUS_000442,MER_00021,5724.75,ALTERNATIVE_PAYMENT,HUMAN_ESCALATION,5724.75,0.0,5724.75,False,₹5K–₹10K
EVT_00022612,CHECKOUT_ABANDONMENT,,UPI,0,CUS_001707,MER_00162,1154.55,,ALTERNATIVE_PAYMENT,1154.55,0.0,1154.55,False,<=₹2K
EVT_00032631,PAYMENT_FAILURE,TIMEOUT,CARD,1,CUS_000718,MER_00178,15590.84,,RECOVERY_REMINDER,15590.84,0.0,15590.84,False,₹10K–₹25K
EVT_00021216,CHECKOUT_ABANDONMENT,,UPI,0,CUS_001301,MER_00113,4942.4,,ALTERNATIVE_PAYMENT,4942.4,0.0,4942.4,False,₹2K–₹5K
EVT_00072723,SUBSCRIPTION_FAILURE,,UPI,0,CUS_001596,MER_00086,2391.03,,RETRY_LATER,2391.03,0.0,2391.03,False,₹2K–₹5K
EVT_00014170,PAYMENT_FAILURE,ISSUER_DECLINE,NETBANKING,3,CUS_000358,MER_00116,1830.28,,ALTERNATIVE_PAYMENT,1830.28,0.0,1830.28,False,<=₹2K
EVT_00004441,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,WALLET,0,CUS_000272,MER_00053,2056.14,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,2056.14,0.0,2056.14,True,₹2K–₹5K
EVT_00047317,PAYMENT_FAILURE,ISSUER_DECLINE,UPI,1,CUS_001662,MER_00055,2057.94,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹2K–₹5K
EVT_00049047,SUBSCRIPTION_FAILURE,,UPI,0,CUS_001546,MER_00017,10970.33,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹10K–₹25K
EVT_00035738,PAYMENT_FAILURE,TIMEOUT,NETBANKING,0,CUS_000199,MER_00168,2038.36,,ALTERNATIVE_PAYMENT,2038.36,0.0,2038.36,False,₹2K–₹5K
EVT_00063467,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,CARD,1,CUS_000702,MER_00010,5143.65,,RECOVERY_REMINDER,5143.65,0.0,5143.65,False,₹5K–₹10K
EVT_00004655,PAYMENT_FAILURE,ISSUER_DECLINE,WALLET,3,CUS_000515,MER_00005,4362.25,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0.0,17525.41,-17525.41,True,₹2K–₹5K
EVT_00049751,CHECKOUT_ABANDONMENT,,NETBANKING,0,CUS_000840,MER_00155,3386.44,,RECOVERY_REMINDER,3386.44,0.0,3386.44,False,₹2K–₹5K
EVT_00087912,CHECKOUT_ABANDONMENT,,UPI,0,CUS_000890,MER_00040,8136.44,,ALTERNATIVE_PAYMENT,8136.44,0.0,8136.44,False,₹5K–₹10K
EVT_00056353,PAYMENT_FAILURE,NETWORK_ERROR,CARD,0,CUS_001710,MER_00019,10158.99,,ALTERNATIVE_PAYMENT,10158.99,0.0,10158.99,False,₹10K–₹25K
EVT_00061325,PAYMENT_FAILURE,TIMEOUT,CARD,1,CUS_001803,MER_00188,4031.61,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹2K–₹5K
EVT_00023694,CHECKOUT_ABANDONMENT,,CARD,0,CUS_000143,MER_00198,1921.21,,ALTERNATIVE_PAYMENT,1921.21,0.0,1921.21,False,<=₹2K
EVT_00012849,CHECKOUT_ABANDONMENT,,UPI,0,CUS_001873,MER_00146,2998.36,,ALTERNATIVE_PAYMENT,2998.36,0.0,2998.36,False,₹2K–₹5K
EVT_00013029,CHECKOUT_ABANDONMENT,,CARD,0,CUS_000228,MER_00200,31541.71,,ALTERNATIVE_PAYMENT,31541.71,0.0,31541.71,False,>₹25K
EVT_00007804,CHECKOUT_ABANDONMENT,,UPI,0,CUS_001320,MER_00168,1147.74,RECOVERY_REMINDER,ALTERNATIVE_PAYMENT,1147.74,4531.41,-3383.67,False,<=₹2K
EVT_00054756,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,WALLET,0,CUS_000279,MER_00143,4026.58,,RECOVERY_REMINDER,4026.58,0.0,4026.58,False,₹2K–₹5K
EVT_00075384,PAYMENT_FAILURE,TIMEOUT,CARD,0,CUS_000926,MER_00070,17492.95,,RECOVERY_REMINDER,17492.95,0.0,17492.95,False,₹10K–₹25K
EVT_00042695,PAYMENT_FAILURE,TIMEOUT,CARD,2,CUS_001032,MER_00192,8303.72,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹5K–₹10K
EVT_00028171,CHECKOUT_ABANDONMENT,,CARD,0,CUS_001424,MER_00134,9197.86,,ALTERNATIVE_PAYMENT,9197.86,0.0,9197.86,False,₹5K–₹10K
EVT_00026013,PAYMENT_FAILURE,NETWORK_ERROR,UPI,3,CUS_000944,MER_00180,4264.02,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹2K–₹5K
EVT_00041013,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,UPI,1,CUS_000615,MER_00094,2145.96,,RECOVERY_REMINDER,2145.96,0.0,2145.96,False,₹2K–₹5K
EVT_00046922,SUBSCRIPTION_FAILURE,,UPI,0,CUS_000170,MER_00065,1962.26,,RECOVERY_REMINDER,1962.26,0.0,1962.26,False,<=₹2K
EVT_00070248,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,UPI,3,CUS_000661,MER_00134,641.04,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,<=₹2K
EVT_00065611,CHECKOUT_ABANDONMENT,,UPI,0,CUS_001593,MER_00154,7771.4,,ALTERNATIVE_PAYMENT,7771.4,0.0,7771.4,False,₹5K–₹10K
EVT_00029007,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,CARD,0,CUS_001217,MER_00040,2297.73,,ALTERNATIVE_PAYMENT,2297.73,0.0,2297.73,False,₹2K–₹5K
EVT_00098251,CHECKOUT_ABANDONMENT,,CARD,0,CUS_001900,MER_00134,13776.11,,ALTERNATIVE_PAYMENT,13776.11,0.0,13776.11,False,₹10K–₹25K
EVT_00096258,CHECKOUT_ABANDONMENT,,UPI,0,CUS_001463,MER_00054,2236.74,,ALTERNATIVE_PAYMENT,2236.74,0.0,2236.74,False,₹2K–₹5K
EVT_00066101,PAYMENT_FAILURE,NETWORK_ERROR,WALLET,2,CUS_000945,MER_00153,5179.66,,ALTERNATIVE_PAYMENT,5179.66,0.0,5179.66,False,₹5K–₹10K
EVT_00083175,SUBSCRIPTION_FAILURE,,UPI,0,CUS_001270,MER_00168,2235.17,,ALTERNATIVE_PAYMENT,2235.17,0.0,2235.17,False,₹2K–₹5K
EVT_00045552,PAYMENT_FAILURE,PAYMENT_LIMIT,UPI,0,CUS_001728,MER_00034,6853.59,,ALTERNATIVE_PAYMENT,6853.59,0.0,6853.59,False,₹5K–₹10K
EVT_00053772,PAYMENT_FAILURE,PAYMENT_LIMIT,CARD,1,CUS_001636,MER_00128,8832.3,,ALTERNATIVE_PAYMENT,8832.3,0.0,8832.3,False,₹5K–₹10K
EVT_00033556,CHECKOUT_ABANDONMENT,,CARD,0,CUS_001536,MER_00021,3498.95,,ALTERNATIVE_PAYMENT,3498.95,0.0,3498.95,False,₹2K–₹5K
EVT_00088817,CHECKOUT_ABANDONMENT,,NETBANKING,0,CUS_001223,MER_00055,5123.85,,ALTERNATIVE_PAYMENT,5123.85,0.0,5123.85,False,₹5K–₹10K
EVT_00070189,PAYMENT_FAILURE,ISSUER_DECLINE,UPI,3,CUS_000057,MER_00132,2346.72,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹2K–₹5K
EVT_00099269,PAYMENT_FAILURE,PAYMENT_LIMIT,UPI,3,CUS_000696,MER_00104,8252.81,,ALTERNATIVE_PAYMENT,8252.81,0.0,8252.81,False,₹5K–₹10K
EVT_00068812,CHECKOUT_ABANDONMENT,,NETBANKING,0,CUS_000944,MER_00011,3341.53,,ALTERNATIVE_PAYMENT,3341.53,0.0,3341.53,False,₹2K–₹5K
EVT_00024769,PAYMENT_FAILURE,TIMEOUT,UPI,1,CUS_001336,MER_00094,9873.68,,ALTERNATIVE_PAYMENT,9873.68,0.0,9873.68,False,₹5K–₹10K
EVT_00027829,PAYMENT_FAILURE,TIMEOUT,UPI,0,CUS_001191,MER_00192,1081.16,,ALTERNATIVE_PAYMENT,1081.16,0.0,1081.16,False,<=₹2K
EVT_00039891,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,UPI,2,CUS_000472,MER_00189,1032.35,,ALTERNATIVE_PAYMENT,1032.35,0.0,1032.35,False,<=₹2K
EVT_00006659,PAYMENT_FAILURE,PAYMENT_LIMIT,UPI,0,CUS_000901,MER_00153,8070.77,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,8070.77,0.0,8070.77,True,₹5K–₹10K
EVT_00074883,PAYMENT_FAILURE,ISSUER_DECLINE,NETBANKING,1,CUS_001311,MER_00187,5289.76,,ALTERNATIVE_PAYMENT,5289.76,0.0,5289.76,False,₹5K–₹10K
EVT_00014746,CHECKOUT_ABANDONMENT,,NETBANKING,0,CUS_001881,MER_00083,12553.29,,ALTERNATIVE_PAYMENT,12553.29,0.0,12553.29,False,₹10K–₹25K
EVT_00053547,SUBSCRIPTION_FAILURE,,CARD,0,CUS_001220,MER_00184,4144.13,,ALTERNATIVE_PAYMENT,4144.13,0.0,4144.13,False,₹2K–₹5K
EVT_00023630,PAYMENT_FAILURE,TIMEOUT,CARD,0,CUS_000961,MER_00119,19440.69,,RECOVERY_REMINDER,19440.69,0.0,19440.69,False,₹10K–₹25K
EVT_00064894,CHECKOUT_ABANDONMENT,,UPI,0,CUS_000342,MER_00084,7333.79,,ALTERNATIVE_PAYMENT,7333.79,0.0,7333.79,False,₹5K–₹10K
EVT_00070068,CHECKOUT_ABANDONMENT,,UPI,0,CUS_001343,MER_00105,5657.83,,RECOVERY_REMINDER,5657.83,0.0,5657.83,False,₹5K–₹10K
EVT_00000847,CHECKOUT_ABANDONMENT,,NETBANKING,0,CUS_000188,MER_00015,13557.22,RECOVERY_REMINDER,ALTERNATIVE_PAYMENT,13557.22,24952.23,-11395.01,False,₹10K–₹25K
EVT_00042895,SUBSCRIPTION_FAILURE,,CARD,0,CUS_001039,MER_00005,5204.05,,ALTERNATIVE_PAYMENT,5204.05,0.0,5204.05,False,₹5K–₹10K
EVT_00099080,CHECKOUT_ABANDONMENT,,UPI,0,CUS_000946,MER_00125,2428.39,,ALTERNATIVE_PAYMENT,2428.39,0.0,2428.39,False,₹2K–₹5K
EVT_00085869,PAYMENT_FAILURE,ISSUER_DECLINE,UPI,1,CUS_001230,MER_00044,9685.37,,ALTERNATIVE_PAYMENT,9685.37,0.0,9685.37,False,₹5K–₹10K
EVT_00012412,CHECKOUT_ABANDONMENT,,WALLET,0,CUS_000153,MER_00061,26266.45,,ALTERNATIVE_PAYMENT,26266.45,0.0,26266.45,False,>₹25K
EVT_00005897,PAYMENT_FAILURE,ISSUER_DECLINE,UPI,1,CUS_000552,MER_00017,696.61,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,696.61,0.0,696.61,True,<=₹2K
EVT_00035341,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,CARD,2,CUS_001514,MER_00198,5135.25,,RETRY_LATER,5135.25,0.0,5135.25,False,₹5K–₹10K
EVT_00077359,PAYMENT_FAILURE,ISSUER_DECLINE,NETBANKING,0,CUS_001977,MER_00078,6996.77,,RECOVERY_REMINDER,6996.77,0.0,6996.77,False,₹5K–₹10K
EVT_00091663,SUBSCRIPTION_FAILURE,,NETBANKING,0,CUS_000469,MER_00161,8321.84,,ALTERNATIVE_PAYMENT,8321.84,0.0,8321.84,False,₹5K–₹10K
EVT_00006351,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,WALLET,1,CUS_000935,MER_00137,2594.0,ALTERNATIVE_PAYMENT,RECOVERY_REMINDER,2594.0,6924.8,-4330.8,False,₹2K–₹5K
EVT_00054575,PAYMENT_FAILURE,NETWORK_ERROR,NETBANKING,3,CUS_000755,MER_00047,7556.06,,HUMAN_ESCALATION,7556.06,0.0,7556.06,False,₹5K–₹10K
EVT_00088063,SUBSCRIPTION_FAILURE,,CARD,0,CUS_001355,MER_00081,2685.76,,RECOVERY_REMINDER,2685.76,0.0,2685.76,False,₹2K–₹5K
EVT_00063352,PAYMENT_FAILURE,TIMEOUT,CARD,3,CUS_001663,MER_00103,5886.26,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹5K–₹10K
EVT_00032421,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,WALLET,1,CUS_001603,MER_00057,4444.98,,RECOVERY_REMINDER,4444.98,0.0,4444.98,False,₹2K–₹5K
EVT_00046657,CHECKOUT_ABANDONMENT,,CARD,0,CUS_000569,MER_00116,25908.11,,ALTERNATIVE_PAYMENT,25908.11,0.0,25908.11,False,>₹25K
EVT_00051585,CHECKOUT_ABANDONMENT,,UPI,0,CUS_000110,MER_00030,861.99,,RECOVERY_REMINDER,861.99,0.0,861.99,False,<=₹2K
EVT_00083210,CHECKOUT_ABANDONMENT,,CARD,0,CUS_000338,MER_00030,6608.0,,ALTERNATIVE_PAYMENT,6608.0,0.0,6608.0,False,₹5K–₹10K
EVT_00021347,CHECKOUT_ABANDONMENT,,NETBANKING,0,CUS_000083,MER_00010,2473.31,,RECOVERY_REMINDER,2473.31,0.0,2473.31,False,₹2K–₹5K
EVT_00005896,CHECKOUT_ABANDONMENT,,UPI,0,CUS_001635,MER_00179,5427.72,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,5427.72,5135.34,292.3800000000001,True,₹5K–₹10K
EVT_00092581,PAYMENT_FAILURE,ISSUER_DECLINE,NETBANKING,2,CUS_001132,MER_00170,1494.5,,ALTERNATIVE_PAYMENT,1494.5,0.0,1494.5,False,<=₹2K
EVT_00032928,PAYMENT_FAILURE,ISSUER_DECLINE,CARD,2,CUS_001450,MER_00195,2536.01,,ALTERNATIVE_PAYMENT,2536.01,0.0,2536.01,False,₹2K–₹5K
EVT_00097724,CHECKOUT_ABANDONMENT,,UPI,0,CUS_000356,MER_00138,4692.05,,ALTERNATIVE_PAYMENT,4692.05,0.0,4692.05,False,₹2K–₹5K
EVT_00061285,SUBSCRIPTION_FAILURE,,UPI,0,CUS_000688,MER_00196,1996.05,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,<=₹2K
EVT_00080833,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,UPI,0,CUS_000299,MER_00134,2986.87,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹2K–₹5K
EVT_00002398,PAYMENT_FAILURE,ISSUER_DECLINE,UPI,0,CUS_001758,MER_00167,6727.16,RETRY_LATER,ALTERNATIVE_PAYMENT,0.0,5596.72,-5596.72,False,₹5K–₹10K
EVT_00040665,CHECKOUT_ABANDONMENT,,UPI,0,CUS_001552,MER_00098,7443.51,,ALTERNATIVE_PAYMENT,7443.51,0.0,7443.51,False,₹5K–₹10K
EVT_00078584,PAYMENT_FAILURE,NETWORK_ERROR,UPI,1,CUS_001595,MER_00115,5577.04,,RETRY_LATER,5577.04,0.0,5577.04,False,₹5K–₹10K
EVT_00079286,PAYMENT_FAILURE,TIMEOUT,NETBANKING,1,CUS_001783,MER_00146,1850.11,,RECOVERY_REMINDER,1850.11,0.0,1850.11,False,<=₹2K
EVT_00034361,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,UPI,3,CUS_000301,MER_00175,3554.36,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹2K–₹5K
EVT_00069269,CHECKOUT_ABANDONMENT,,CARD,0,CUS_000867,MER_00091,2960.16,,ALTERNATIVE_PAYMENT,2960.16,0.0,2960.16,False,₹2K–₹5K
EVT_00043475,PAYMENT_FAILURE,ISSUER_DECLINE,WALLET,3,CUS_001903,MER_00003,13712.17,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹10K–₹25K
EVT_00005264,PAYMENT_FAILURE,ISSUER_DECLINE,CARD,3,CUS_000142,MER_00009,890.54,RECOVERY_REMINDER,ALTERNATIVE_PAYMENT,0.0,8537.8,-8537.8,False,<=₹2K
EVT_00007546,CHECKOUT_ABANDONMENT,,CARD,0,CUS_001321,MER_00139,4853.6,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,4853.6,16878.7,-12025.1,True,₹2K–₹5K
EVT_00031713,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,WALLET,0,CUS_001758,MER_00139,3598.33,,RETRY_LATER,3598.33,0.0,3598.33,False,₹2K–₹5K
EVT_00095888,CHECKOUT_ABANDONMENT,,UPI,0,CUS_000287,MER_00136,3161.4,,ALTERNATIVE_PAYMENT,3161.4,0.0,3161.4,False,₹2K–₹5K
EVT_00014525,CHECKOUT_ABANDONMENT,,UPI,0,CUS_001913,MER_00139,1363.3,,RECOVERY_REMINDER,1363.3,0.0,1363.3,False,<=₹2K
EVT_00013933,CHECKOUT_ABANDONMENT,,CARD,0,CUS_001896,MER_00146,4285.76,,ALTERNATIVE_PAYMENT,4285.76,0.0,4285.76,False,₹2K–₹5K
EVT_00067109,CHECKOUT_ABANDONMENT,,UPI,0,CUS_000688,MER_00116,7468.05,,RECOVERY_REMINDER,7468.05,0.0,7468.05,False,₹5K–₹10K
EVT_00081419,CHECKOUT_ABANDONMENT,,CARD,0,CUS_001599,MER_00157,9094.59,,RECOVERY_REMINDER,9094.59,0.0,9094.59,False,₹5K–₹10K
EVT_00080151,CHECKOUT_ABANDONMENT,,CARD,0,CUS_000978,MER_00066,22039.19,,ALTERNATIVE_PAYMENT,22039.19,0.0,22039.19,False,₹10K–₹25K
EVT_00049802,PAYMENT_FAILURE,TIMEOUT,CARD,3,CUS_001771,MER_00113,18528.85,,ALTERNATIVE_PAYMENT,18528.85,0.0,18528.85,False,₹10K–₹25K
EVT_00073749,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,NETBANKING,3,CUS_000180,MER_00168,4967.72,,ALTERNATIVE_PAYMENT,4967.72,0.0,4967.72,False,₹2K–₹5K
EVT_00038205,PAYMENT_FAILURE,NETWORK_ERROR,CARD,2,CUS_000395,MER_00089,9725.67,,ALTERNATIVE_PAYMENT,9725.67,0.0,9725.67,False,₹5K–₹10K
EVT_00043146,PAYMENT_FAILURE,PAYMENT_LIMIT,CARD,0,CUS_001516,MER_00011,76346.96,,ALTERNATIVE_PAYMENT,76346.96,0.0,76346.96,False,>₹25K
EVT_00025716,SUBSCRIPTION_FAILURE,,CARD,0,CUS_000760,MER_00082,2757.39,,RECOVERY_REMINDER,2757.39,0.0,2757.39,False,₹2K–₹5K
EVT_00070401,PAYMENT_FAILURE,PAYMENT_LIMIT,CARD,3,CUS_001728,MER_00157,25398.54,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,>₹25K
EVT_00046275,CHECKOUT_ABANDONMENT,,UPI,0,CUS_000420,MER_00034,23620.37,,ALTERNATIVE_PAYMENT,23620.37,0.0,23620.37,False,₹10K–₹25K
EVT_00008594,PAYMENT_FAILURE,PAYMENT_LIMIT,UPI,2,CUS_001144,MER_00010,2540.79,RECOVERY_REMINDER,ALTERNATIVE_PAYMENT,2540.79,0.0,2540.79,False,₹2K–₹5K
EVT_00018946,PAYMENT_FAILURE,ISSUER_DECLINE,CARD,2,CUS_000127,MER_00118,1171.73,,RECOVERY_REMINDER,1171.73,0.0,1171.73,False,<=₹2K
EVT_00005846,PAYMENT_FAILURE,ISSUER_DECLINE,UPI,0,CUS_001949,MER_00008,1817.28,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,1817.28,1508.81,308.47,True,<=₹2K
EVT_00024962,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,CARD,1,CUS_001605,MER_00107,3821.66,,ALTERNATIVE_PAYMENT,3821.66,0.0,3821.66,False,₹2K–₹5K
EVT_00054943,PAYMENT_FAILURE,ISSUER_DECLINE,UPI,2,CUS_001196,MER_00012,6102.57,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹5K–₹10K
EVT_00034433,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,CARD,0,CUS_001005,MER_00013,2656.91,,RETRY_LATER,2656.91,0.0,2656.91,False,₹2K–₹5K
EVT_00077386,PAYMENT_FAILURE,ISSUER_DECLINE,CARD,1,CUS_000401,MER_00014,1139.45,,ALTERNATIVE_PAYMENT,1139.45,0.0,1139.45,False,<=₹2K
EVT_00000917,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,UPI,3,CUS_001589,MER_00191,3000.0,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,0.0,632.31,-632.31,True,₹2K–₹5K
EVT_00015230,CHECKOUT_ABANDONMENT,,CARD,0,CUS_001817,MER_00114,11743.59,,ALTERNATIVE_PAYMENT,11743.59,0.0,11743.59,False,₹10K–₹25K
EVT_00038085,CHECKOUT_ABANDONMENT,,CARD,0,CUS_001445,MER_00166,14387.29,,RECOVERY_REMINDER,14387.29,0.0,14387.29,False,₹10K–₹25K
EVT_00057242,PAYMENT_FAILURE,NETWORK_ERROR,UPI,2,CUS_000959,MER_00182,3289.87,,ALTERNATIVE_PAYMENT,3289.87,0.0,3289.87,False,₹2K–₹5K
EVT_00062369,PAYMENT_FAILURE,ISSUER_DECLINE,CARD,3,CUS_000717,MER_00067,2175.93,,ALTERNATIVE_PAYMENT,0.0,0.0,0.0,False,₹2K–₹5K
EVT_00004125,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,CARD,2,CUS_001133,MER_00102,2641.78,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,2641.78,0.0,2641.78,True,₹2K–₹5K
EVT_00081963,SUBSCRIPTION_FAILURE,,UPI,0,CUS_001503,MER_00099,378.92,,ALTERNATIVE_PAYMENT,378.92,0.0,378.92,False,<=₹2K
EVT_00000983,CHECKOUT_ABANDONMENT,,UPI,0,CUS_001355,MER_00096,3930.4,ALTERNATIVE_PAYMENT,ALTERNATIVE_PAYMENT,3930.4,0.0,3930.4,True,₹2K–₹5K
EVT_00093362,PAYMENT_FAILURE,NETWORK_ERROR,UPI,3,CUS_000830,MER_00032,4445.21,,ALTERNATIVE_PAYMENT,4445.21,0.0,4445.21,False,₹2K–₹5K
EVT_00061235,PAYMENT_FAILURE,TIMEOUT,WALLET,2,CUS_001734,MER_00186,6672.77,,ALTERNATIVE_PAYMENT,6672.77,0.0,6672.77,False,₹5K–₹10K
EVT_00098786,CHECKOUT_ABANDONMENT,,NETBANKING,0,CUS_001593,MER_00110,11251.46,,ALTERNATIVE_PAYMENT,11251.46,0.0,11251.46,False,₹10K–₹25K
EVT_00024148,CHECKOUT_ABANDONMENT,,CARD,0,CUS_000575,MER_00185,3502.7,,ALTERNATIVE_PAYMENT,3502.7,0.0,3502.7,False,₹2K–₹5K
EVT_00096592,CHECKOUT_ABANDONMENT,,NETBANKING,0,CUS_001899,MER_00157,4087.12,,ALTERNATIVE_PAYMENT,4087.12,0.0,4087.12,False,₹2K–₹5K
EVT_00055389,PAYMENT_FAILURE,TIMEOUT,UPI,3,CUS_000273,MER_00057,16460.56,,ALTERNATIVE_PAYMENT,16460.56,0.0,16460.56,False,₹10K–₹25K
EVT_00014698,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,UPI,1,CUS_000240,MER_00006,748.89,,ALTERNATIVE_PAYMENT,748.89,0.0,748.89,False,<=₹2K
EVT_00029471,CHECKOUT_ABANDONMENT,,UPI,0,CUS_000446,MER_00095,4407.04,,ALTERNATIVE_PAYMENT,4407.04,0.0,4407.04,False,₹2K–₹5K
EVT_00075680,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,CARD,0,CUS_001059,MER_00086,927.08,,ALTERNATIVE_PAYMENT,927.08,0.0,927.08,False,<=₹2K
EVT_00013758,CHECKOUT_ABANDONMENT,,CARD,0,CUS_000339,MER_00068,1692.78,,ALTERNATIVE_PAYMENT,1692.78,0.0,1692.78,False,<=₹2K
EVT_00051014,CHECKOUT_ABANDONMENT,,NETBANKING,0,CUS_001757,MER_00037,2311.86,,ALTERNATIVE_PAYMENT,2311.86,0.0,2311.86,False,₹2K–₹5K
EVT_00054588,CHECKOUT_ABANDONMENT,,UPI,0,CUS_001750,MER_00106,6326.15,,ALTERNATIVE_PAYMENT,6326.15,0.0,6326.15,False,₹5K–₹10K
