event_id,timestamp,event_type,amount,chosen_action,policy_revenue,oracle_action,oracle_revenue,regret,action_match
EVT_00003628,2026-08-04 21:46:55,PAYMENT_FAILURE,2732.77,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00005972,2026-08-04 21:58:30,PAYMENT_FAILURE,4189.69,RETRY_LATER,4189.69,ALTERNATIVE_PAYMENT,4189.69,0.0,False
EVT_00009424,2026-08-04 22:16:13,PAYMENT_FAILURE,3937.78,ALTERNATIVE_PAYMENT,3937.78,ALTERNATIVE_PAYMENT,3937.78,0.0,True
EVT_00004074,2026-08-04 22:27:54,SUBSCRIPTION_FAILURE,598.53,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,False
EVT_00002114,2026-08-04 23:00:34,PAYMENT_FAILURE,5681.36,ALTERNATIVE_PAYMENT,5681.36,ALTERNATIVE_PAYMENT,5681.36,0.0,True
EVT_00009387,2026-08-04 23:23:28,CHECKOUT_ABANDONMENT,6070.52,RECOVERY_REMINDER,6070.52,ALTERNATIVE_PAYMENT,6070.52,0.0,False
EVT_00006393,2026-08-05 00:52:04,CHECKOUT_ABANDONMENT,33617.13,RECOVERY_REMINDER,33617.13,ALTERNATIVE_PAYMENT,33617.13,0.0,False
EVT_00005947,2026-08-05 02:23:39,SUBSCRIPTION_FAILURE,8928.75,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,False
EVT_00006744,2026-08-05 03:15:07,PAYMENT_FAILURE,1178.8,ALTERNATIVE_PAYMENT,1178.8,ALTERNATIVE_PAYMENT,1178.8,0.0,True
EVT_00000370,2026-08-05 03:33:39,PAYMENT_FAILURE,3208.09,ALTERNATIVE_PAYMENT,3208.09,ALTERNATIVE_PAYMENT,3208.09,0.0,True
EVT_00007340,2026-08-05 03:58:03,PAYMENT_FAILURE,2218.36,ALTERNATIVE_PAYMENT,2218.36,ALTERNATIVE_PAYMENT,2218.36,0.0,True
EVT_00004661,2026-08-05 04:22:43,PAYMENT_FAILURE,4525.91,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00000815,2026-08-05 04:30:29,PAYMENT_FAILURE,8907.68,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00004986,2026-08-05 04:46:32,SUBSCRIPTION_FAILURE,4833.55,RECOVERY_REMINDER,4833.55,ALTERNATIVE_PAYMENT,4833.55,0.0,False
EVT_00002775,2026-08-05 05:34:38,PAYMENT_FAILURE,4934.87,ALTERNATIVE_PAYMENT,0.0,HUMAN_ESCALATION,4934.87,4934.87,False
EVT_00005481,2026-08-05 05:54:33,PAYMENT_FAILURE,15267.58,RETRY_LATER,0.0,ALTERNATIVE_PAYMENT,15267.58,15267.58,False
EVT_00002979,2026-08-05 05:55:04,PAYMENT_FAILURE,750.14,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00000886,2026-08-05 06:08:53,SUBSCRIPTION_FAILURE,4866.78,RECOVERY_REMINDER,0.0,RETRY_LATER,4866.78,4866.78,False
EVT_00008417,2026-08-05 07:30:10,PAYMENT_FAILURE,9502.73,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00009597,2026-08-05 07:35:38,PAYMENT_FAILURE,5353.23,ALTERNATIVE_PAYMENT,5353.23,ALTERNATIVE_PAYMENT,5353.23,0.0,True
EVT_00006165,2026-08-05 07:52:02,PAYMENT_FAILURE,4539.21,RETRY_LATER,0.0,ALTERNATIVE_PAYMENT,4539.21,4539.21,False
EVT_00001970,2026-08-05 08:37:34,CHECKOUT_ABANDONMENT,2412.53,RECOVERY_REMINDER,2412.53,ALTERNATIVE_PAYMENT,2412.53,0.0,False
EVT_00008634,2026-08-05 08:51:48,CHECKOUT_ABANDONMENT,3549.75,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT,3549.75,3549.75,False
EVT_00009730,2026-08-05 09:15:45,PAYMENT_FAILURE,5017.74,ALTERNATIVE_PAYMENT,0.0,RETRY_LATER,5017.74,5017.74,False
EVT_00000094,2026-08-05 09:30:04,PAYMENT_FAILURE,1075.61,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER,1075.61,1075.61,False
EVT_00009876,2026-08-05 10:53:06,PAYMENT_FAILURE,10708.33,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER,10708.33,10708.33,False
EVT_00006945,2026-08-05 11:01:12,PAYMENT_FAILURE,2658.32,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00005321,2026-08-05 12:03:58,PAYMENT_FAILURE,133156.89,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER,133156.89,133156.89,False
EVT_00002746,2026-08-05 12:04:31,PAYMENT_FAILURE,2670.2,ALTERNATIVE_PAYMENT,2670.2,ALTERNATIVE_PAYMENT,2670.2,0.0,True
EVT_00009871,2026-08-05 13:04:07,CHECKOUT_ABANDONMENT,5275.32,RECOVERY_REMINDER,5275.32,ALTERNATIVE_PAYMENT,5275.32,0.0,False
EVT_00002519,2026-08-05 13:04:25,PAYMENT_FAILURE,11526.8,ALTERNATIVE_PAYMENT,11526.8,ALTERNATIVE_PAYMENT,11526.8,0.0,True
EVT_00008363,2026-08-05 13:20:39,PAYMENT_FAILURE,2660.57,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00004038,2026-08-05 13:48:17,PAYMENT_FAILURE,10944.81,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00002309,2026-08-05 14:16:33,PAYMENT_FAILURE,1024.52,RETRY_LATER,0.0,ALTERNATIVE_PAYMENT,1024.52,1024.52,False
EVT_00002901,2026-08-05 15:07:07,PAYMENT_FAILURE,10886.67,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00003646,2026-08-05 16:05:57,PAYMENT_FAILURE,16396.53,RETRY_LATER,16396.53,RETRY_LATER,16396.53,0.0,True
EVT_00006802,2026-08-05 16:24:39,PAYMENT_FAILURE,2601.34,ALTERNATIVE_PAYMENT,2601.34,ALTERNATIVE_PAYMENT,2601.34,0.0,True
EVT_00005389,2026-08-05 17:10:23,PAYMENT_FAILURE,11008.27,ALTERNATIVE_PAYMENT,11008.27,ALTERNATIVE_PAYMENT,11008.27,0.0,True
EVT_00002534,2026-08-05 17:24:00,PAYMENT_FAILURE,3769.86,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00001059,2026-08-05 17:29:03,PAYMENT_FAILURE,7677.56,ALTERNATIVE_PAYMENT,7677.56,ALTERNATIVE_PAYMENT,7677.56,0.0,True
EVT_00000627,2026-08-05 17:32:09,CHECKOUT_ABANDONMENT,987.9,RECOVERY_REMINDER,987.9,ALTERNATIVE_PAYMENT,987.9,0.0,False
EVT_00009296,2026-08-05 18:03:44,SUBSCRIPTION_FAILURE,1637.26,RECOVERY_REMINDER,1637.26,RECOVERY_REMINDER,1637.26,0.0,True
EVT_00003453,2026-08-05 18:28:01,SUBSCRIPTION_FAILURE,6575.94,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT,6575.94,6575.94,False
EVT_00003243,2026-08-05 19:01:52,SUBSCRIPTION_FAILURE,10147.03,RECOVERY_REMINDER,0.0,HUMAN_ESCALATION,10147.03,10147.03,False
EVT_00006131,2026-08-05 19:11:18,PAYMENT_FAILURE,3308.59,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER,3308.59,3308.59,False
EVT_00003296,2026-08-05 19:31:51,SUBSCRIPTION_FAILURE,3249.17,RECOVERY_REMINDER,3249.17,RECOVERY_REMINDER,3249.17,0.0,True
EVT_00001572,2026-08-05 19:38:53,SUBSCRIPTION_FAILURE,3310.05,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT,3310.05,3310.05,False
EVT_00002538,2026-08-05 20:56:11,PAYMENT_FAILURE,2469.97,ALTERNATIVE_PAYMENT,2469.97,ALTERNATIVE_PAYMENT,2469.97,0.0,True
EVT_00003799,2026-08-05 23:40:03,SUBSCRIPTION_FAILURE,7996.89,RECOVERY_REMINDER,7996.89,ALTERNATIVE_PAYMENT,7996.89,0.0,False
EVT_00004515,2026-08-06 01:08:16,PAYMENT_FAILURE,16332.96,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00007240,2026-08-06 01:10:09,PAYMENT_FAILURE,3194.54,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00005733,2026-08-06 02:15:05,SUBSCRIPTION_FAILURE,33069.78,RECOVERY_REMINDER,0.0,HUMAN_ESCALATION,33069.78,33069.78,False
EVT_00000497,2026-08-06 02:19:04,SUBSCRIPTION_FAILURE,3533.28,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,False
EVT_00006434,2026-08-06 03:31:10,SUBSCRIPTION_FAILURE,3498.08,RECOVERY_REMINDER,0.0,RETRY_LATER,3498.08,3498.08,False
EVT_00008538,2026-08-06 04:05:03,PAYMENT_FAILURE,2988.06,RETRY_LATER,0.0,ALTERNATIVE_PAYMENT,2988.06,2988.06,False
EVT_00003914,2026-08-06 04:11:34,CHECKOUT_ABANDONMENT,1432.19,RECOVERY_REMINDER,1432.19,ALTERNATIVE_PAYMENT,1432.19,0.0,False
EVT_00001343,2026-08-06 05:59:48,CHECKOUT_ABANDONMENT,2049.94,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT,2049.94,2049.94,False
EVT_00005199,2026-08-06 06:06:06,PAYMENT_FAILURE,1816.57,RETRY_LATER,1816.57,ALTERNATIVE_PAYMENT,1816.57,0.0,False
EVT_00003018,2026-08-06 06:31:39,SUBSCRIPTION_FAILURE,2705.85,RECOVERY_REMINDER,2705.85,ALTERNATIVE_PAYMENT,2705.85,0.0,False
EVT_00008919,2026-08-06 06:42:23,CHECKOUT_ABANDONMENT,9873.72,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT,9873.72,9873.72,False
EVT_00009097,2026-08-06 07:27:57,CHECKOUT_ABANDONMENT,5942.49,RECOVERY_REMINDER,5942.49,ALTERNATIVE_PAYMENT,5942.49,0.0,False
EVT_00006478,2026-08-06 08:04:13,PAYMENT_FAILURE,629.43,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00007647,2026-08-06 08:11:06,PAYMENT_FAILURE,7544.99,ALTERNATIVE_PAYMENT,0.0,HUMAN_ESCALATION,7544.99,7544.99,False
EVT_00002315,2026-08-06 08:49:38,PAYMENT_FAILURE,2750.15,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00001262,2026-08-06 08:54:31,PAYMENT_FAILURE,2145.28,ALTERNATIVE_PAYMENT,0.0,RETRY_LATER,2145.28,2145.28,False
EVT_00009179,2026-08-06 08:55:12,CHECKOUT_ABANDONMENT,15152.26,RECOVERY_REMINDER,15152.26,ALTERNATIVE_PAYMENT,15152.26,0.0,False
EVT_00008987,2026-08-06 09:26:42,PAYMENT_FAILURE,4815.62,RETRY_LATER,4815.62,ALTERNATIVE_PAYMENT,4815.62,0.0,False
EVT_00000299,2026-08-06 09:28:45,PAYMENT_FAILURE,4674.0,RETRY_LATER,0.0,RECOVERY_REMINDER,4674.0,4674.0,False
EVT_00001222,2026-08-06 09:53:21,PAYMENT_FAILURE,2277.25,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00006759,2026-08-06 10:34:22,PAYMENT_FAILURE,7226.17,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER,7226.17,7226.17,False
EVT_00007004,2026-08-06 11:39:16,SUBSCRIPTION_FAILURE,5829.75,RECOVERY_REMINDER,5829.75,ALTERNATIVE_PAYMENT,5829.75,0.0,False
EVT_00002844,2026-08-06 12:16:52,CHECKOUT_ABANDONMENT,11102.7,RECOVERY_REMINDER,11102.7,ALTERNATIVE_PAYMENT,11102.7,0.0,False
EVT_00007467,2026-08-06 13:12:21,SUBSCRIPTION_FAILURE,22557.41,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,False
EVT_00009853,2026-08-06 13:13:41,PAYMENT_FAILURE,1224.52,ALTERNATIVE_PAYMENT,1224.52,ALTERNATIVE_PAYMENT,1224.52,0.0,True
EVT_00000527,2026-08-06 14:01:44,PAYMENT_FAILURE,6567.81,RETRY_LATER,0.0,ALTERNATIVE_PAYMENT,6567.81,6567.81,False
EVT_00008150,2026-08-06 15:05:38,CHECKOUT_ABANDONMENT,6971.67,RECOVERY_REMINDER,6971.67,ALTERNATIVE_PAYMENT,6971.67,0.0,False
EVT_00006804,2026-08-06 20:18:14,PAYMENT_FAILURE,1845.5,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER,1845.5,1845.5,False
EVT_00003149,2026-08-06 20:21:44,PAYMENT_FAILURE,6531.85,RETRY_LATER,6531.85,RETRY_LATER,6531.85,0.0,True
EVT_00002434,2026-08-06 21:14:48,CHECKOUT_ABANDONMENT,11244.21,RECOVERY_REMINDER,11244.21,ALTERNATIVE_PAYMENT,11244.21,0.0,False
EVT_00003219,2026-08-06 22:21:59,PAYMENT_FAILURE,2596.16,ALTERNATIVE_PAYMENT,2596.16,ALTERNATIVE_PAYMENT,2596.16,0.0,True
EVT_00003414,2026-08-06 22:40:01,PAYMENT_FAILURE,1940.63,ALTERNATIVE_PAYMENT,0.0,HUMAN_ESCALATION,1940.63,1940.63,False
EVT_00009769,2026-08-06 23:10:19,PAYMENT_FAILURE,2499.91,ALTERNATIVE_PAYMENT,2499.91,ALTERNATIVE_PAYMENT,2499.91,0.0,True
EVT_00002875,2026-08-06 23:33:35,PAYMENT_FAILURE,2067.2,ALTERNATIVE_PAYMENT,2067.2,ALTERNATIVE_PAYMENT,2067.2,0.0,True
EVT_00000036,2026-08-06 23:35:10,PAYMENT_FAILURE,1038.63,ALTERNATIVE_PAYMENT,1038.63,ALTERNATIVE_PAYMENT,1038.63,0.0,True
EVT_00004471,2026-08-07 00:47:51,SUBSCRIPTION_FAILURE,9067.23,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,False
EVT_00008769,2026-08-07 01:10:38,PAYMENT_FAILURE,14058.28,ALTERNATIVE_PAYMENT,14058.28,ALTERNATIVE_PAYMENT,14058.28,0.0,True
EVT_00005170,2026-08-07 01:12:22,PAYMENT_FAILURE,3042.39,ALTERNATIVE_PAYMENT,0.0,HUMAN_ESCALATION,3042.39,3042.39,False
EVT_00005329,2026-08-07 01:39:35,PAYMENT_FAILURE,2949.58,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00003381,2026-08-07 02:44:07,PAYMENT_FAILURE,4490.77,RETRY_LATER,4490.77,ALTERNATIVE_PAYMENT,4490.77,0.0,False
EVT_00002052,2026-08-07 02:46:07,PAYMENT_FAILURE,2008.68,RETRY_LATER,2008.68,ALTERNATIVE_PAYMENT,2008.68,0.0,False
EVT_00007064,2026-08-07 02:53:35,PAYMENT_FAILURE,13108.85,RETRY_LATER,13108.85,ALTERNATIVE_PAYMENT,13108.85,0.0,False
EVT_00002071,2026-08-07 03:21:26,PAYMENT_FAILURE,2413.11,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER,2413.11,2413.11,False
EVT_00004053,2026-08-07 03:29:16,PAYMENT_FAILURE,1388.47,RETRY_LATER,0.0,RECOVERY_REMINDER,1388.47,1388.47,False
EVT_00002313,2026-08-07 03:51:38,PAYMENT_FAILURE,4906.83,ALTERNATIVE_PAYMENT,4906.83,ALTERNATIVE_PAYMENT,4906.83,0.0,True
EVT_00003278,2026-08-07 04:20:49,PAYMENT_FAILURE,3929.66,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER,3929.66,3929.66,False
EVT_00002507,2026-08-07 05:06:20,SUBSCRIPTION_FAILURE,4834.08,RECOVERY_REMINDER,0.0,RETRY_LATER,4834.08,4834.08,False
EVT_00009701,2026-08-07 05:34:10,CHECKOUT_ABANDONMENT,3116.07,RECOVERY_REMINDER,3116.07,ALTERNATIVE_PAYMENT,3116.07,0.0,False
EVT_00000928,2026-08-07 06:32:58,PAYMENT_FAILURE,6433.57,RETRY_LATER,6433.57,ALTERNATIVE_PAYMENT,6433.57,0.0,False
EVT_00005780,2026-08-07 06:36:40,CHECKOUT_ABANDONMENT,4344.81,RECOVERY_REMINDER,4344.81,ALTERNATIVE_PAYMENT,4344.81,0.0,False
EVT_00002102,2026-08-07 06:43:14,PAYMENT_FAILURE,9247.69,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00000935,2026-08-07 07:18:08,SUBSCRIPTION_FAILURE,7850.41,RECOVERY_REMINDER,0.0,RETRY_LATER,7850.41,7850.41,False
EVT_00008912,2026-08-07 08:05:52,PAYMENT_FAILURE,4817.32,RETRY_LATER,4817.32,ALTERNATIVE_PAYMENT,4817.32,0.0,False
EVT_00000091,2026-08-07 09:31:38,PAYMENT_FAILURE,9947.8,ALTERNATIVE_PAYMENT,9947.8,ALTERNATIVE_PAYMENT,9947.8,0.0,True
EVT_00006747,2026-08-07 09:37:49,PAYMENT_FAILURE,4919.68,ALTERNATIVE_PAYMENT,4919.68,ALTERNATIVE_PAYMENT,4919.68,0.0,True
EVT_00003210,2026-08-07 10:06:58,PAYMENT_FAILURE,17573.93,RETRY_LATER,0.0,ALTERNATIVE_PAYMENT,17573.93,17573.93,False
EVT_00008110,2026-08-07 10:25:07,PAYMENT_FAILURE,1404.15,ALTERNATIVE_PAYMENT,1404.15,ALTERNATIVE_PAYMENT,1404.15,0.0,True
EVT_00002710,2026-08-07 11:33:59,CHECKOUT_ABANDONMENT,2909.83,RECOVERY_REMINDER,2909.83,ALTERNATIVE_PAYMENT,2909.83,0.0,False
EVT_00005228,2026-08-07 12:55:59,PAYMENT_FAILURE,4005.92,ALTERNATIVE_PAYMENT,4005.92,ALTERNATIVE_PAYMENT,4005.92,0.0,True
EVT_00000192,2026-08-07 13:37:01,PAYMENT_FAILURE,9264.34,ALTERNATIVE_PAYMENT,9264.34,ALTERNATIVE_PAYMENT,9264.34,0.0,True
EVT_00007616,2026-08-07 14:45:25,CHECKOUT_ABANDONMENT,1859.84,RECOVERY_REMINDER,1859.84,RECOVERY_REMINDER,1859.84,0.0,True
EVT_00001482,2026-08-07 15:37:08,PAYMENT_FAILURE,7283.71,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER,7283.71,7283.71,False
EVT_00002772,2026-08-07 16:08:00,PAYMENT_FAILURE,26009.0,ALTERNATIVE_PAYMENT,26009.0,ALTERNATIVE_PAYMENT,26009.0,0.0,True
EVT_00005429,2026-08-07 16:15:00,SUBSCRIPTION_FAILURE,3257.34,RECOVERY_REMINDER,3257.34,ALTERNATIVE_PAYMENT,3257.34,0.0,False
EVT_00006783,2026-08-07 16:45:27,PAYMENT_FAILURE,2199.6,ALTERNATIVE_PAYMENT,0.0,HUMAN_ESCALATION,2199.6,2199.6,False
EVT_00004808,2026-08-07 16:53:33,CHECKOUT_ABANDONMENT,3973.23,RECOVERY_REMINDER,3973.23,ALTERNATIVE_PAYMENT,3973.23,0.0,False
EVT_00004294,2026-08-07 16:55:32,PAYMENT_FAILURE,4154.01,ALTERNATIVE_PAYMENT,0.0,HUMAN_ESCALATION,4154.01,4154.01,False
EVT_00008541,2026-08-07 17:00:43,CHECKOUT_ABANDONMENT,924.56,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,False
EVT_00000975,2026-08-07 17:45:59,PAYMENT_FAILURE,1395.97,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00004133,2026-08-07 18:12:22,PAYMENT_FAILURE,12256.85,RETRY_LATER,12256.85,ALTERNATIVE_PAYMENT,12256.85,0.0,False
EVT_00008166,2026-08-07 18:56:48,PAYMENT_FAILURE,1989.61,ALTERNATIVE_PAYMENT,1989.61,ALTERNATIVE_PAYMENT,1989.61,0.0,True
EVT_00002766,2026-08-07 19:11:32,PAYMENT_FAILURE,1799.06,RETRY_LATER,0.0,ALTERNATIVE_PAYMENT,1799.06,1799.06,False
EVT_00001264,2026-08-07 19:34:36,SUBSCRIPTION_FAILURE,1917.03,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT,1917.03,1917.03,False
EVT_00003633,2026-08-07 19:38:04,PAYMENT_FAILURE,1915.97,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00000869,2026-08-07 20:16:01,CHECKOUT_ABANDONMENT,1737.04,RECOVERY_REMINDER,0.0,RETRY_LATER,1737.04,1737.04,False
EVT_00003957,2026-08-07 21:51:22,PAYMENT_FAILURE,2807.5,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER,2807.5,2807.5,False
EVT_00003133,2026-08-07 22:40:59,PAYMENT_FAILURE,7286.38,ALTERNATIVE_PAYMENT,7286.38,ALTERNATIVE_PAYMENT,7286.38,0.0,True
EVT_00005020,2026-08-07 22:54:09,PAYMENT_FAILURE,28963.06,ALTERNATIVE_PAYMENT,28963.06,ALTERNATIVE_PAYMENT,28963.06,0.0,True
EVT_00006709,2026-08-07 23:59:11,CHECKOUT_ABANDONMENT,1544.75,RECOVERY_REMINDER,1544.75,RECOVERY_REMINDER,1544.75,0.0,True
EVT_00007820,2026-08-08 01:58:45,PAYMENT_FAILURE,16001.73,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00006779,2026-08-08 02:10:58,PAYMENT_FAILURE,36795.59,HUMAN_ESCALATION,0.0,ALTERNATIVE_PAYMENT,36795.59,36795.59,False
EVT_00000088,2026-08-08 02:11:45,PAYMENT_FAILURE,1591.4,RETRY_LATER,1591.4,ALTERNATIVE_PAYMENT,1591.4,0.0,False
EVT_00008413,2026-08-08 02:44:55,PAYMENT_FAILURE,5472.3,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00004498,2026-08-08 03:17:45,PAYMENT_FAILURE,5289.51,RETRY_LATER,5289.51,ALTERNATIVE_PAYMENT,5289.51,0.0,False
EVT_00002849,2026-08-08 04:03:21,PAYMENT_FAILURE,9005.19,ALTERNATIVE_PAYMENT,9005.19,ALTERNATIVE_PAYMENT,9005.19,0.0,True
EVT_00001300,2026-08-08 04:19:57,PAYMENT_FAILURE,2808.28,ALTERNATIVE_PAYMENT,2808.28,ALTERNATIVE_PAYMENT,2808.28,0.0,True
EVT_00004902,2026-08-08 06:25:12,PAYMENT_FAILURE,3227.09,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00002456,2026-08-08 06:30:39,PAYMENT_FAILURE,1794.51,RETRY_LATER,1794.51,ALTERNATIVE_PAYMENT,1794.51,0.0,False
EVT_00000854,2026-08-08 06:36:39,CHECKOUT_ABANDONMENT,9062.97,RECOVERY_REMINDER,9062.97,ALTERNATIVE_PAYMENT,9062.97,0.0,False
EVT_00001464,2026-08-08 07:36:13,CHECKOUT_ABANDONMENT,1607.6,RECOVERY_REMINDER,1607.6,ALTERNATIVE_PAYMENT,1607.6,0.0,False
EVT_00006035,2026-08-08 07:44:54,PAYMENT_FAILURE,12000.02,ALTERNATIVE_PAYMENT,12000.02,ALTERNATIVE_PAYMENT,12000.02,0.0,True
EVT_00007372,2026-08-08 08:23:33,PAYMENT_FAILURE,3375.64,ALTERNATIVE_PAYMENT,3375.64,ALTERNATIVE_PAYMENT,3375.64,0.0,True
EVT_00001035,2026-08-08 08:43:51,CHECKOUT_ABANDONMENT,529.43,RECOVERY_REMINDER,529.43,RECOVERY_REMINDER,529.43,0.0,True
EVT_00009429,2026-08-08 08:49:22,PAYMENT_FAILURE,6391.17,ALTERNATIVE_PAYMENT,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00007845,2026-08-08 09:07:25,CHECKOUT_ABANDONMENT,4743.14,RECOVERY_REMINDER,4743.14,ALTERNATIVE_PAYMENT,4743.14,0.0,False
EVT_00005267,2026-08-08 09:13:44,CHECKOUT_ABANDONMENT,3716.67,RECOVERY_REMINDER,3716.67,ALTERNATIVE_PAYMENT,3716.67,0.0,False
EVT_00000399,2026-08-08 09:48:39,CHECKOUT_ABANDONMENT,3885.6,RECOVERY_REMINDER,3885.6,ALTERNATIVE_PAYMENT,3885.6,0.0,False
EVT_00009928,2026-08-08 10:06:49,PAYMENT_FAILURE,7947.0,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER,7947.0,7947.0,False
EVT_00009962,2026-08-08 10:53:29,SUBSCRIPTION_FAILURE,3661.72,RECOVERY_REMINDER,3661.72,RECOVERY_REMINDER,3661.72,0.0,True
EVT_00003388,2026-08-08 11:06:12,CHECKOUT_ABANDONMENT,9290.19,RECOVERY_REMINDER,0.0,RETRY_LATER,9290.19,9290.19,False
EVT_00003136,2026-08-08 11:09:28,PAYMENT_FAILURE,3932.33,RETRY_LATER,0.0,HUMAN_ESCALATION,3932.33,3932.33,False
EVT_00005412,2026-08-08 11:09:30,CHECKOUT_ABANDONMENT,1875.16,RECOVERY_REMINDER,1875.16,ALTERNATIVE_PAYMENT,1875.16,0.0,False
EVT_00007473,2026-08-08 11:09:54,CHECKOUT_ABANDONMENT,1148.19,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT,1148.19,1148.19,False
EVT_00005391,2026-08-08 11:14:50,SUBSCRIPTION_FAILURE,842.41,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,False
EVT_00000254,2026-08-08 11:26:44,PAYMENT_FAILURE,1302.17,ALTERNATIVE_PAYMENT,1302.17,ALTERNATIVE_PAYMENT,1302.17,0.0,True
EVT_00009450,2026-08-08 12:11:48,PAYMENT_FAILURE,4103.08,RETRY_LATER,0.0,RECOVERY_REMINDER,4103.08,4103.08,False
EVT_00004539,2026-08-08 12:42:58,CHECKOUT_ABANDONMENT,10613.54,RECOVERY_REMINDER,10613.54,ALTERNATIVE_PAYMENT,10613.54,0.0,False
EVT_00004634,2026-08-08 12:50:20,SUBSCRIPTION_FAILURE,1727.11,RECOVERY_REMINDER,0.0,ALTERNATIVE_PAYMENT,1727.11,1727.11,False
EVT_00001910,2026-08-08 13:27:57,CHECKOUT_ABANDONMENT,18307.96,RECOVERY_REMINDER,18307.96,ALTERNATIVE_PAYMENT,18307.96,0.0,False
EVT_00001529,2026-08-08 13:56:23,CHECKOUT_ABANDONMENT,14700.02,RECOVERY_REMINDER,14700.02,ALTERNATIVE_PAYMENT,14700.02,0.0,False
EVT_00007752,2026-08-08 14:51:43,PAYMENT_FAILURE,18152.8,HUMAN_ESCALATION,0.0,ALTERNATIVE_PAYMENT,18152.8,18152.8,False
EVT_00002150,2026-08-08 15:28:49,PAYMENT_FAILURE,52028.64,ALTERNATIVE_PAYMENT,52028.64,ALTERNATIVE_PAYMENT,52028.64,0.0,True
EVT_00000698,2026-08-08 15:32:50,PAYMENT_FAILURE,36193.4,ALTERNATIVE_PAYMENT,0.0,RECOVERY_REMINDER,36193.4,36193.4,False
