event_id,action,allowed,policy_reason,simulated_success_probability,recovery_success,revenue_recovered,event_type,timestamp,customer_id,merchant_id,amount,currency,payment_method,device_type,payment_status,failure_type,retry_count,previous_attempt_hours,checkout_duration_seconds,payment_page_reached,payment_attempted,subscription_age_days,successful_cycles,failed_cycles,true_recovery_probability,customer_tenure_days,total_transactions,successful_transactions,failed_transactions,historical_success_rate_x,avg_transaction_amount_x,previous_recovery_success_rate,days_since_last_success,preferred_payment_method,merchant_category,merchant_size,avg_transaction_amount_y,historical_success_rate_y,historical_failure_rate,event_hour,day_of_week,month
EVT_00002315,RETRY_LATER,False,RETRY_LIMIT_REACHED,0.0,0,0.0,PAYMENT_FAILURE,2026-08-06 08:49:38,CUS_001339,MER_00021,2750.15,INR,CARD,MOBILE,FAILED,EXPIRED_PAYMENT_METHOD,3,62.21,0,False,False,0,0,0,0.221983,1169,68,63,5,0.9265,6181.32,0.54,69,CARD,E_COMMERCE,LARGE,19944.74,0.8545,0.1455,8,3,8
EVT_00002320,RETRY_LATER,True,ALLOWED,0.296266,0,0.0,PAYMENT_FAILURE,2026-08-14 20:48:28,CUS_001641,MER_00127,4604.61,INR,UPI,MOBILE,FAILED,INSUFFICIENT_BALANCE,0,67.05,0,False,False,0,0,0,0.346266,1090,57,46,11,0.807,2739.39,0.6994,30,CARD,SAAS,MEDIUM,11305.04,0.8287,0.1713,20,4,8
EVT_00002333,HUMAN_ESCALATION,True,ALLOWED,0.308337,1,1575.38,PAYMENT_FAILURE,2026-08-10 21:13:03,CUS_001652,MER_00156,1575.38,INR,UPI,MOBILE,FAILED,TIMEOUT,3,11.31,0,False,False,0,0,0,0.408337,56,6,6,0,1.0,4896.37,0.9532,75,CARD,FOOD_DELIVERY,MEDIUM,16696.36,0.898,0.102,21,0,8
EVT_00002339,RECOVERY_REMINDER,True,ALLOWED,0.586492,1,663.09,PAYMENT_FAILURE,2026-08-17 22:29:32,CUS_001408,MER_00123,663.09,INR,CARD,DESKTOP,FAILED,BANK_TECHNICAL_ERROR,1,62.73,0,False,False,0,0,0,0.566492,1315,51,45,6,0.8824,2131.34,0.8473,20,NETBANKING,EDUCATION,SMALL,1684.78,0.9279,0.0721,22,0,8
EVT_00002341,RETRY_LATER,False,RETRY_LIMIT_REACHED,0.0,0,0.0,PAYMENT_FAILURE,2026-08-22 15:34:49,CUS_000061,MER_00117,9921.94,INR,CARD,DESKTOP,FAILED,ISSUER_DECLINE,3,49.94,0,False,False,0,0,0,0.150013,1386,71,66,5,0.9296,12218.24,0.309,75,WALLET,TRAVEL,SMALL,11500.96,0.8461,0.1539,15,5,8
EVT_00002367,RETRY_LATER,True,ALLOWED,0.705481,1,5924.0,CHECKOUT_ABANDONMENT,2026-08-29 07:26:37,CUS_001192,MER_00064,5924.0,INR,UPI,MOBILE,AT_RISK,,0,8.13,292,True,False,0,0,0,0.755481,438,54,49,5,0.9074,4999.23,0.9125,70,UPI,TRAVEL,SMALL,4568.4,0.9534,0.0466,7,5,8
EVT_00002387,HUMAN_ESCALATION,True,ALLOWED,0.33132,1,4066.22,PAYMENT_FAILURE,2026-08-24 16:00:54,CUS_000857,MER_00046,4066.22,INR,UPI,MOBILE,FAILED,BANK_TECHNICAL_ERROR,3,32.54,0,False,False,0,0,0,0.43132,389,45,42,3,0.9333,5451.1,0.753,24,UPI,SAAS,MEDIUM,17647.99,0.9849,0.0151,16,0,8
EVT_00002396,RETRY_LATER,True,ALLOWED,0.293252,1,8670.58,SUBSCRIPTION_FAILURE,2026-08-02 10:53:46,CUS_001196,MER_00062,8670.58,INR,NETBANKING,DESKTOP,AT_RISK,,0,63.91,0,False,False,128,8,3,0.343252,961,14,13,1,0.9286,9486.0,0.8203,48,WALLET,SAAS,SMALL,1825.36,0.9707,0.0293,10,6,8
EVT_00002398,RETRY_LATER,True,ALLOWED,0.596767,1,5596.72,PAYMENT_FAILURE,2026-08-09 09:12:13,CUS_000549,MER_00002,5596.72,INR,UPI,DESKTOP,FAILED,TIMEOUT,1,42.13,0,False,False,0,0,0,0.576767,788,38,37,1,0.9737,6708.92,0.2221,28,CARD,E_COMMERCE,LARGE,9205.47,0.8725,0.1275,9,6,8
EVT_00002413,RETRY_LATER,True,ALLOWED,0.298829,1,1656.78,PAYMENT_FAILURE,2026-08-02 22:33:39,CUS_000853,MER_00065,1656.78,INR,UPI,DESKTOP,FAILED,INSUFFICIENT_BALANCE,0,22.58,0,False,False,0,0,0,0.348829,1445,10,9,1,0.9,2165.21,0.8516,64,UPI,DIGITAL_SERVICES,MEDIUM,5883.79,0.7053,0.2947,22,6,8
EVT_00002416,RETRY_LATER,True,ALLOWED,0.682333,1,1509.38,CHECKOUT_ABANDONMENT,2026-08-29 08:14:12,CUS_001823,MER_00054,1509.38,INR,UPI,TABLET,AT_RISK,,0,20.05,816,True,True,0,0,0,0.732333,473,44,39,5,0.8864,1130.85,0.7282,79,NETBANKING,SAAS,SMALL,6765.64,0.896,0.104,8,5,8
EVT_00002421,RETRY_LATER,True,ALLOWED,0.504444,0,0.0,SUBSCRIPTION_FAILURE,2026-08-03 01:15:33,CUS_001622,MER_00180,4874.13,INR,UPI,MOBILE,AT_RISK,,0,12.34,0,False,False,65,22,0,0.554444,35,18,13,5,0.7222,7503.54,0.6684,45,WALLET,EDUCATION,SMALL,8065.97,0.802,0.198,1,0,8
EVT_00002426,ALTERNATIVE_PAYMENT,True,ALLOWED,0.639235,1,6820.92,PAYMENT_FAILURE,2026-08-23 11:29:06,CUS_001347,MER_00199,6820.92,INR,UPI,MOBILE,FAILED,BANK_TECHNICAL_ERROR,1,60.2,0,False,False,0,0,0,0.609235,1287,48,46,2,0.9583,6482.02,0.418,38,WALLET,SAAS,SMALL,1416.06,0.9293,0.0707,11,6,8
EVT_00002432,HUMAN_ESCALATION,True,ALLOWED,0.616575,1,25708.46,PAYMENT_FAILURE,2026-08-21 12:31:51,CUS_001338,MER_00065,25708.46,INR,CARD,MOBILE,FAILED,TIMEOUT,2,63.48,0,False,False,0,0,0,0.516575,465,4,4,0,1.0,13277.06,0.756,21,UPI,DIGITAL_SERVICES,MEDIUM,5883.79,0.7053,0.2947,12,4,8
EVT_00002433,RETRY_LATER,True,ALLOWED,0.324364,1,1958.79,PAYMENT_FAILURE,2026-08-30 23:55:48,CUS_001436,MER_00074,1958.79,INR,NETBANKING,MOBILE,FAILED,INSUFFICIENT_BALANCE,0,69.22,0,False,False,0,0,0,0.374364,179,48,40,8,0.8333,5208.34,0.8945,76,CARD,FOOD_DELIVERY,MEDIUM,5401.12,0.9649,0.0351,23,6,8
EVT_00002434,RETRY_LATER,True,ALLOWED,0.509995,1,11244.21,CHECKOUT_ABANDONMENT,2026-08-06 21:14:48,CUS_000172,MER_00024,11244.21,INR,UPI,MOBILE,AT_RISK,,0,35.47,303,False,False,0,0,0,0.559995,162,59,52,7,0.8814,6381.4,0.7667,40,UPI,DIGITAL_SERVICES,SMALL,6952.02,0.952,0.048,21,3,8
EVT_00002436,RETRY_LATER,True,ALLOWED,0.373504,1,4167.77,PAYMENT_FAILURE,2026-08-03 15:58:37,CUS_000867,MER_00077,4167.77,INR,CARD,MOBILE,FAILED,BANK_TECHNICAL_ERROR,2,67.92,0,False,False,0,0,0,0.453504,1235,25,19,6,0.76,3070.08,0.6663,63,NETBANKING,TRAVEL,MEDIUM,2007.39,0.9835,0.0165,15,0,8
EVT_00002450,ALTERNATIVE_PAYMENT,True,ALLOWED,0.74853,1,3295.16,CHECKOUT_ABANDONMENT,2026-08-08 16:10:57,CUS_002000,MER_00177,3295.16,INR,CARD,MOBILE,AT_RISK,,0,45.79,326,True,False,0,0,0,0.71853,442,42,35,7,0.8333,3400.94,0.9563,46,CARD,SAAS,SMALL,9080.37,0.8866,0.1134,16,5,8
EVT_00002454,RETRY_LATER,True,ALLOWED,0.59605,1,6665.21,CHECKOUT_ABANDONMENT,2026-08-23 15:25:26,CUS_000534,MER_00121,6665.21,INR,CARD,DESKTOP,AT_RISK,,0,34.71,86,True,False,0,0,0,0.64605,448,14,11,3,0.7857,3917.23,0.4541,36,CARD,SAAS,SMALL,4761.05,0.8269,0.1731,15,6,8
EVT_00002456,RETRY_LATER,True,ALLOWED,0.567014,1,1794.51,PAYMENT_FAILURE,2026-08-08 06:30:39,CUS_000475,MER_00123,1794.51,INR,CARD,DESKTOP,FAILED,TIMEOUT,1,23.3,0,False,False,0,0,0,0.547014,962,9,8,1,0.8889,2088.77,0.7432,17,CARD,EDUCATION,SMALL,1684.78,0.9279,0.0721,6,5,8
EVT_00002477,RETRY_LATER,True,ALLOWED,0.770061,1,11877.76,PAYMENT_FAILURE,2026-08-11 13:43:41,CUS_001475,MER_00052,11877.76,INR,CARD,MOBILE,FAILED,NETWORK_ERROR,0,53.11,0,False,False,0,0,0,0.650061,1466,24,22,2,0.9167,8450.39,0.7959,51,CARD,RETAIL,LARGE,8899.2,0.9756,0.0244,13,1,8
EVT_00002483,ALTERNATIVE_PAYMENT,True,ALLOWED,0.579664,1,22571.35,PAYMENT_FAILURE,2026-08-04 02:03:43,CUS_000444,MER_00054,22571.35,INR,UPI,MOBILE,FAILED,BANK_TECHNICAL_ERROR,2,56.68,0,False,False,0,0,0,0.549664,748,17,16,1,0.9412,5043.52,0.9032,1,UPI,SAAS,SMALL,6765.64,0.896,0.104,2,1,8
EVT_00002495,ALTERNATIVE_PAYMENT,True,ALLOWED,0.343655,1,2994.13,PAYMENT_FAILURE,2026-08-20 18:15:21,CUS_000913,MER_00118,2994.13,INR,UPI,MOBILE,FAILED,INSUFFICIENT_BALANCE,1,26.03,0,False,False,0,0,0,0.313655,583,38,34,4,0.8947,2984.35,0.8988,15,UPI,E_COMMERCE,MEDIUM,1563.87,0.9374,0.0626,18,3,8
EVT_00002499,RECOVERY_REMINDER,True,ALLOWED,0.889444,1,12937.09,CHECKOUT_ABANDONMENT,2026-08-08 19:37:08,CUS_000367,MER_00070,12937.09,INR,UPI,DESKTOP,AT_RISK,,0,54.77,247,True,True,0,0,0,0.739444,720,27,24,3,0.8889,8749.36,0.5481,10,UPI,DIGITAL_SERVICES,SMALL,32979.79,0.7942,0.2058,19,5,8
EVT_00002507,RETRY_LATER,True,ALLOWED,0.480151,1,4834.08,SUBSCRIPTION_FAILURE,2026-08-07 05:06:20,CUS_001083,MER_00162,4834.08,INR,CARD,MOBILE,AT_RISK,,0,0.44,0,False,False,527,10,1,0.530151,1438,22,20,2,0.9091,4483.67,0.4705,76,CARD,DIGITAL_SERVICES,LARGE,1610.3,0.8922,0.1078,5,4,8
EVT_00002511,RETRY_LATER,True,ALLOWED,0.763443,1,5180.09,PAYMENT_FAILURE,2026-08-23 09:53:59,CUS_000905,MER_00149,5180.09,INR,UPI,DESKTOP,FAILED,TIMEOUT,0,7.08,0,False,False,0,0,0,0.643443,704,52,47,5,0.9038,7682.66,0.6044,76,NETBANKING,EDUCATION,SMALL,3023.4,0.9223,0.0777,9,6,8
EVT_00002514,RETRY_LATER,False,RETRY_LIMIT_REACHED,0.0,0,0.0,PAYMENT_FAILURE,2026-08-29 01:44:13,CUS_000262,MER_00033,5653.52,INR,UPI,MOBILE,FAILED,ISSUER_DECLINE,3,10.95,0,False,False,0,0,0,0.151849,280,79,77,2,0.9747,6371.56,0.6944,11,NETBANKING,RETAIL,SMALL,1741.31,0.8328,0.1672,1,5,8
EVT_00002518,RETRY_LATER,True,ALLOWED,0.778453,1,6927.6,PAYMENT_FAILURE,2026-08-22 21:39:25,CUS_001916,MER_00096,6927.6,INR,UPI,MOBILE,FAILED,BANK_TECHNICAL_ERROR,0,7.57,0,False,False,0,0,0,0.658453,790,7,6,1,0.8571,4650.91,0.3053,87,NETBANKING,TRAVEL,MEDIUM,3014.41,0.9456,0.0544,21,5,8
EVT_00002519,ALTERNATIVE_PAYMENT,True,ALLOWED,0.346951,1,11526.8,PAYMENT_FAILURE,2026-08-05 13:04:25,CUS_000323,MER_00149,11526.8,INR,CARD,MOBILE,FAILED,ISSUER_DECLINE,3,43.81,0,False,False,0,0,0,0.166951,933,27,26,1,0.963,12565.52,0.6465,37,UPI,EDUCATION,SMALL,3023.4,0.9223,0.0777,13,2,8
EVT_00002526,RETRY_LATER,False,RETRY_LIMIT_REACHED,0.0,0,0.0,PAYMENT_FAILURE,2026-08-10 20:17:55,CUS_000683,MER_00077,7021.81,INR,UPI,DESKTOP,FAILED,NETWORK_ERROR,3,57.33,0,False,False,0,0,0,0.367843,1441,31,27,4,0.871,5807.51,0.8567,9,UPI,TRAVEL,MEDIUM,2007.39,0.9835,0.0165,20,0,8
EVT_00002530,RETRY_LATER,True,ALLOWED,0.357033,1,10187.94,PAYMENT_FAILURE,2026-08-10 02:01:56,CUS_000827,MER_00162,10187.94,INR,NETBANKING,MOBILE,FAILED,BANK_TECHNICAL_ERROR,2,27.81,0,False,False,0,0,0,0.437033,1030,29,21,8,0.7241,8284.37,0.4549,81,UPI,DIGITAL_SERVICES,LARGE,1610.3,0.8922,0.1078,2,0,8
EVT_00002534,RETRY_LATER,False,RETRY_LIMIT_REACHED,0.0,0,0.0,PAYMENT_FAILURE,2026-08-05 17:24:00,CUS_001664,MER_00008,3769.86,INR,UPI,MOBILE,FAILED,ISSUER_DECLINE,3,2.48,0,False,False,0,0,0,0.152124,843,77,74,3,0.961,3758.46,0.7355,44,UPI,DIGITAL_SERVICES,MEDIUM,6017.04,0.8847,0.1153,17,2,8
EVT_00002537,RECOVERY_REMINDER,True,ALLOWED,0.386136,1,416.98,SUBSCRIPTION_FAILURE,2026-08-09 17:56:06,CUS_000687,MER_00093,416.98,INR,UPI,MOBILE,AT_RISK,,0,37.38,0,False,False,843,3,1,0.366136,627,20,18,2,0.9,702.79,0.5097,70,WALLET,RETAIL,MEDIUM,968.76,0.94,0.06,17,6,8
EVT_00002538,ALTERNATIVE_PAYMENT,True,ALLOWED,0.413909,1,2469.97,PAYMENT_FAILURE,2026-08-05 20:56:11,CUS_000139,MER_00020,2469.97,INR,UPI,MOBILE,FAILED,TIMEOUT,3,40.85,0,False,False,0,0,0,0.383909,540,43,38,5,0.8837,3801.23,0.6823,68,NETBANKING,FOOD_DELIVERY,LARGE,3635.97,0.9772,0.0228,20,2,8
EVT_00002550,RETRY_LATER,True,ALLOWED,0.01,0,0.0,PAYMENT_FAILURE,2026-08-22 06:03:31,CUS_001203,MER_00035,912.31,INR,CARD,MOBILE,FAILED,INSUFFICIENT_BALANCE,2,7.57,0,False,False,0,0,0,0.23879,1477,61,53,8,0.8689,1530.88,0.633,66,CARD,DIGITAL_SERVICES,SMALL,1661.67,0.979,0.021,6,5,8
EVT_00002557,RETRY_LATER,True,ALLOWED,0.397673,0,0.0,PAYMENT_FAILURE,2026-08-14 10:27:47,CUS_001993,MER_00193,6057.3,INR,NETBANKING,TABLET,FAILED,EXPIRED_PAYMENT_METHOD,0,3.74,0,False,False,0,0,0,0.447673,452,12,10,2,0.8333,5126.62,0.8534,56,WALLET,DIGITAL_SERVICES,MEDIUM,8184.15,0.9805,0.0195,10,4,8
EVT_00002558,RETRY_LATER,True,ALLOWED,0.082884,0,0.0,PAYMENT_FAILURE,2026-08-23 04:00:04,CUS_000485,MER_00136,5019.24,INR,CARD,DESKTOP,FAILED,ISSUER_DECLINE,1,23.26,0,False,False,0,0,0,0.232884,710,28,22,6,0.7857,7984.19,0.437,18,UPI,TRAVEL,MEDIUM,1391.97,0.9802,0.0198,4,6,8
EVT_00002560,ALTERNATIVE_PAYMENT,True,ALLOWED,0.480972,1,721.5,PAYMENT_FAILURE,2026-08-23 10:58:20,CUS_000582,MER_00008,721.5,INR,CARD,MOBILE,FAILED,ISSUER_DECLINE,0,0.44,0,False,False,0,0,0,0.300972,1255,37,32,5,0.8649,2021.65,0.9008,43,UPI,DIGITAL_SERVICES,MEDIUM,6017.04,0.8847,0.1153,10,6,8
EVT_00002564,HUMAN_ESCALATION,True,ALLOWED,0.288785,1,5598.96,PAYMENT_FAILURE,2026-08-30 01:36:05,CUS_000284,MER_00101,5598.96,INR,UPI,MOBILE,FAILED,TIMEOUT,3,42.87,0,False,False,0,0,0,0.388785,751,63,59,4,0.9365,4222.72,0.4478,32,UPI,FOOD_DELIVERY,SMALL,3940.25,0.8648,0.1352,1,6,8
EVT_00002577,ALTERNATIVE_PAYMENT,True,ALLOWED,0.666666,1,8356.26,PAYMENT_FAILURE,2026-08-29 16:53:32,CUS_001245,MER_00048,8356.26,INR,CARD,MOBILE,FAILED,EXPIRED_PAYMENT_METHOD,0,10.14,0,False,False,0,0,0,0.486666,1316,58,56,2,0.9655,8292.2,0.7816,6,CARD,EDUCATION,MEDIUM,7641.54,0.8998,0.1002,16,5,8
EVT_00002579,RETRY_LATER,True,ALLOWED,0.775407,1,17462.04,PAYMENT_FAILURE,2026-08-24 06:13:50,CUS_001517,MER_00107,17462.04,INR,CARD,DESKTOP,FAILED,BANK_TECHNICAL_ERROR,0,10.06,0,False,False,0,0,0,0.655407,739,14,11,3,0.7857,9327.6,0.7336,44,CARD,E_COMMERCE,SMALL,15795.0,0.9309,0.0691,6,0,8
EVT_00002612,RETRY_LATER,True,ALLOWED,0.330867,1,6401.98,PAYMENT_FAILURE,2026-08-01 16:02:28,CUS_000077,MER_00008,6401.98,INR,UPI,DESKTOP,FAILED,INSUFFICIENT_BALANCE,0,55.44,0,False,False,0,0,0,0.380867,515,37,32,5,0.8649,12258.28,0.6231,52,UPI,DIGITAL_SERVICES,MEDIUM,6017.04,0.8847,0.1153,16,5,8
EVT_00002618,RECOVERY_REMINDER,True,ALLOWED,0.512474,1,1754.29,SUBSCRIPTION_FAILURE,2026-08-12 02:50:11,CUS_000248,MER_00004,1754.29,INR,UPI,DESKTOP,AT_RISK,,0,39.04,0,False,False,325,10,1,0.492474,641,14,11,3,0.7857,1216.78,0.6496,70,UPI,EDUCATION,MEDIUM,2207.0,0.9735,0.0265,2,2,8
EVT_00002621,ALTERNATIVE_PAYMENT,True,ALLOWED,0.599419,1,7120.14,SUBSCRIPTION_FAILURE,2026-08-14 10:05:24,CUS_001885,MER_00088,7120.14,INR,UPI,DESKTOP,AT_RISK,,0,68.36,0,False,False,382,16,1,0.569419,938,13,13,0,1.0,5592.8,0.6162,39,UPI,SAAS,MEDIUM,2014.49,0.8916,0.1084,10,4,8
EVT_00002624,RETRY_LATER,True,ALLOWED,0.71613,1,3609.65,CHECKOUT_ABANDONMENT,2026-08-27 17:08:14,CUS_001158,MER_00199,3609.65,INR,UPI,DESKTOP,AT_RISK,,0,54.04,194,True,False,0,0,0,0.76613,1279,79,77,2,0.9747,6367.46,0.7912,71,NETBANKING,SAAS,SMALL,1416.06,0.9293,0.0707,17,3,8
EVT_00002632,ALTERNATIVE_PAYMENT,True,ALLOWED,0.22528,1,8083.2,SUBSCRIPTION_FAILURE,2026-08-04 18:56:39,CUS_000806,MER_00075,8083.2,INR,NETBANKING,MOBILE,AT_RISK,,0,60.29,0,False,False,380,1,3,0.19528,1178,77,67,10,0.8701,5947.99,0.2686,61,NETBANKING,EDUCATION,SMALL,18185.27,0.9412,0.0588,18,1,8
EVT_00002634,ALTERNATIVE_PAYMENT,True,ALLOWED,0.353537,1,1351.61,PAYMENT_FAILURE,2026-08-04 17:45:45,CUS_001276,MER_00071,1351.61,INR,CARD,MOBILE,FAILED,TIMEOUT,3,18.35,0,False,False,0,0,0,0.323537,1078,73,57,16,0.7808,5052.46,0.5922,23,CARD,TRAVEL,MEDIUM,1476.19,0.8534,0.1466,17,1,8
EVT_00002650,RETRY_LATER,True,ALLOWED,0.51085,1,1842.21,SUBSCRIPTION_FAILURE,2026-08-11 16:00:10,CUS_001159,MER_00065,1842.21,INR,NETBANKING,MOBILE,AT_RISK,,0,29.02,0,False,False,467,22,0,0.56085,594,53,43,10,0.8113,3518.85,0.9299,62,CARD,DIGITAL_SERVICES,MEDIUM,5883.79,0.7053,0.2947,16,1,8
EVT_00002656,RETRY_LATER,True,ALLOWED,0.69135,1,2393.47,CHECKOUT_ABANDONMENT,2026-08-24 19:44:56,CUS_000254,MER_00138,2393.47,INR,UPI,DESKTOP,AT_RISK,,0,46.64,888,True,True,0,0,0,0.74135,514,40,37,3,0.925,1034.9,0.6769,27,CARD,E_COMMERCE,MEDIUM,9578.85,0.8707,0.1293,19,0,8
EVT_00002657,RECOVERY_REMINDER,True,ALLOWED,0.340697,1,3192.96,PAYMENT_FAILURE,2026-08-03 03:11:36,CUS_000491,MER_00103,3192.96,INR,WALLET,MOBILE,FAILED,PAYMENT_LIMIT,1,63.0,0,False,False,0,0,0,0.320697,1401,28,23,5,0.8214,3710.87,0.7755,16,CARD,FOOD_DELIVERY,SMALL,12886.43,0.9255,0.0745,3,0,8
EVT_00002662,HUMAN_ESCALATION,True,ALLOWED,0.106674,1,5725.61,SUBSCRIPTION_FAILURE,2026-08-21 10:23:02,CUS_000677,MER_00005,5725.61,INR,UPI,DESKTOP,AT_RISK,,0,27.85,0,False,False,36,2,3,0.206674,883,77,72,5,0.9351,5488.34,0.6921,14,UPI,EDUCATION,SMALL,832.59,0.9375,0.0625,10,4,8
EVT_00002671,RETRY_LATER,True,ALLOWED,0.684699,1,565.47,CHECKOUT_ABANDONMENT,2026-08-28 14:38:33,CUS_001931,MER_00014,565.47,INR,NETBANKING,MOBILE,AT_RISK,,0,34.68,178,True,True,0,0,0,0.734699,161,56,52,4,0.9286,2283.61,0.7932,78,CARD,FOOD_DELIVERY,SMALL,3627.04,0.8438,0.1562,14,4,8
EVT_00002679,ALTERNATIVE_PAYMENT,True,ALLOWED,0.719773,1,4566.87,CHECKOUT_ABANDONMENT,2026-08-26 09:09:28,CUS_001159,MER_00051,4566.87,INR,CARD,MOBILE,AT_RISK,,0,46.77,198,True,True,0,0,0,0.689773,594,53,43,10,0.8113,3518.85,0.9299,62,CARD,EDUCATION,MEDIUM,3095.23,0.7393,0.2607,9,2,8
EVT_00002685,ALTERNATIVE_PAYMENT,True,ALLOWED,0.773482,1,13393.48,CHECKOUT_ABANDONMENT,2026-08-04 08:28:11,CUS_000758,MER_00037,13393.48,INR,CARD,MOBILE,AT_RISK,,0,22.37,319,True,False,0,0,0,0.743482,593,51,41,10,0.8039,11338.35,0.8664,32,CARD,E_COMMERCE,SMALL,979.69,0.9742,0.0258,8,1,8
EVT_00002687,ALTERNATIVE_PAYMENT,True,ALLOWED,0.768024,1,16435.23,CHECKOUT_ABANDONMENT,2026-08-04 01:52:02,CUS_000165,MER_00187,16435.23,INR,UPI,MOBILE,AT_RISK,,0,41.91,496,True,False,0,0,0,0.738024,644,76,59,17,0.7763,12067.62,0.8304,18,CARD,FOOD_DELIVERY,LARGE,11630.69,0.9524,0.0476,1,1,8
EVT_00002691,RETRY_LATER,True,ALLOWED,0.688681,1,4397.35,CHECKOUT_ABANDONMENT,2026-08-21 10:10:48,CUS_000634,MER_00054,4397.35,INR,CARD,MOBILE,AT_RISK,,0,27.71,139,True,False,0,0,0,0.738681,587,45,40,5,0.8889,3980.61,0.2874,75,UPI,SAAS,SMALL,6765.64,0.896,0.104,10,4,8
EVT_00002701,ALTERNATIVE_PAYMENT,True,ALLOWED,0.359845,1,3898.4,SUBSCRIPTION_FAILURE,2026-08-12 16:02:16,CUS_001648,MER_00145,3898.4,INR,CARD,MOBILE,AT_RISK,,0,34.95,0,False,False,90,10,3,0.329845,1005,48,45,3,0.9375,3549.38,0.7651,28,UPI,DIGITAL_SERVICES,SMALL,22876.16,0.9386,0.0614,16,2,8
EVT_00002710,RETRY_LATER,True,ALLOWED,0.700743,1,2909.83,CHECKOUT_ABANDONMENT,2026-08-07 11:33:59,CUS_000953,MER_00164,2909.83,INR,CARD,MOBILE,AT_RISK,,0,71.26,614,True,False,0,0,0,0.750743,933,75,72,3,0.96,4065.84,0.6427,59,CARD,EDUCATION,LARGE,10820.21,0.8606,0.1394,11,4,8
EVT_00002717,ALTERNATIVE_PAYMENT,True,ALLOWED,0.353927,1,5077.4,PAYMENT_FAILURE,2026-08-11 20:14:30,CUS_000136,MER_00142,5077.4,INR,CARD,MOBILE,FAILED,ISSUER_DECLINE,2,8.03,0,False,False,0,0,0,0.173927,476,55,45,10,0.8182,2864.77,0.6047,86,UPI,RETAIL,MEDIUM,2317.11,0.8986,0.1014,20,1,8
EVT_00002721,RETRY_LATER,True,ALLOWED,0.01,0,0.0,PAYMENT_FAILURE,2026-08-22 17:58:39,CUS_000752,MER_00049,2255.53,INR,UPI,DESKTOP,FAILED,PAYMENT_LIMIT,2,24.28,0,False,False,0,0,0,0.243749,247,7,6,1,0.8571,5110.67,0.8638,24,WALLET,EDUCATION,SMALL,8781.92,0.8307,0.1693,17,5,8
EVT_00002728,ALTERNATIVE_PAYMENT,True,ALLOWED,0.75991,1,3808.84,CHECKOUT_ABANDONMENT,2026-08-01 22:07:02,CUS_000647,MER_00040,3808.84,INR,NETBANKING,MOBILE,AT_RISK,,0,58.1,391,True,False,0,0,0,0.72991,706,45,38,7,0.8444,3675.81,0.804,48,UPI,FOOD_DELIVERY,SMALL,7435.86,0.9306,0.0694,22,5,8
EVT_00002739,ALTERNATIVE_PAYMENT,True,ALLOWED,0.2303,1,4894.72,PAYMENT_FAILURE,2026-08-21 06:37:50,CUS_000796,MER_00152,4894.72,INR,UPI,TABLET,FAILED,INSUFFICIENT_BALANCE,3,58.56,0,False,False,0,0,0,0.2003,464,73,70,3,0.9589,4782.27,0.8408,54,UPI,DIGITAL_SERVICES,SMALL,4325.9,0.9166,0.0834,6,4,8
EVT_00002744,RETRY_LATER,True,ALLOWED,0.594585,0,0.0,CHECKOUT_ABANDONMENT,2026-08-09 15:22:19,CUS_000576,MER_00155,3152.0,INR,UPI,DESKTOP,AT_RISK,,0,10.54,290,True,True,0,0,0,0.644585,579,27,17,10,0.6296,2604.04,0.8345,39,UPI,SAAS,SMALL,2912.27,0.843,0.157,15,6,8
EVT_00002746,ALTERNATIVE_PAYMENT,True,ALLOWED,0.256429,1,2670.2,PAYMENT_FAILURE,2026-08-05 12:04:31,CUS_001413,MER_00106,2670.2,INR,CARD,MOBILE,FAILED,INSUFFICIENT_BALANCE,2,22.69,0,False,False,0,0,0,0.226429,398,18,15,3,0.8333,2733.14,0.807,23,NETBANKING,SAAS,SMALL,2564.56,0.9372,0.0628,12,2,8
EVT_00002755,RETRY_LATER,True,ALLOWED,0.622963,1,18107.92,SUBSCRIPTION_FAILURE,2026-08-18 15:08:12,CUS_000113,MER_00133,18107.92,INR,CARD,DESKTOP,AT_RISK,,0,12.54,0,False,False,380,15,0,0.672963,846,73,71,2,0.9726,17956.94,0.6754,61,UPI,TRAVEL,SMALL,4316.96,0.7958,0.2042,15,1,8
EVT_00002756,RETRY_LATER,True,ALLOWED,0.594846,1,4341.03,SUBSCRIPTION_FAILURE,2026-08-10 11:00:00,CUS_001547,MER_00186,4341.03,INR,CARD,MOBILE,AT_RISK,,0,71.89,0,False,False,592,10,0,0.644846,1040,33,30,3,0.9091,5756.73,0.9126,24,UPI,SAAS,LARGE,6624.61,0.9305,0.0695,11,0,8
EVT_00002760,RETRY_LATER,True,ALLOWED,0.385749,0,0.0,PAYMENT_FAILURE,2026-08-10 02:26:31,CUS_000895,MER_00154,2253.99,INR,CARD,DESKTOP,FAILED,NETWORK_ERROR,2,0.03,0,False,False,0,0,0,0.465749,1131,21,20,1,0.9524,1809.01,0.9605,86,UPI,E_COMMERCE,SMALL,7670.89,0.9583,0.0417,2,0,8
