event_id,event_type,failure_type,payment_method,retry_count,amount,customer_id,merchant_id,checkout_duration_seconds,payment_page_reached,payment_attempted,chosen_action,revenue_recovered,success,oracle_action,oracle_recovered,regret,action_match
EVT_00002685,CHECKOUT_ABANDONMENT,,CARD,0,13393.48,CUS_000758,MER_00037,319,True,False,RECOVERY_REMINDER,13393.48,1.0,ALTERNATIVE_PAYMENT,13393.48,0.0,False
EVT_00002687,CHECKOUT_ABANDONMENT,,UPI,0,16435.23,CUS_000165,MER_00187,496,True,False,RECOVERY_REMINDER,16435.23,1.0,ALTERNATIVE_PAYMENT,16435.23,0.0,False
EVT_00002691,CHECKOUT_ABANDONMENT,,CARD,0,4397.35,CUS_000634,MER_00054,139,True,False,RECOVERY_REMINDER,4397.35,1.0,ALTERNATIVE_PAYMENT,4397.35,0.0,False
EVT_00002701,SUBSCRIPTION_FAILURE,,CARD,0,3898.4,CUS_001648,MER_00145,0,False,False,ALTERNATIVE_PAYMENT,3898.4,1.0,ALTERNATIVE_PAYMENT,3898.4,0.0,True
EVT_00002710,CHECKOUT_ABANDONMENT,,CARD,0,2909.83,CUS_000953,MER_00164,614,True,False,RECOVERY_REMINDER,2909.83,1.0,ALTERNATIVE_PAYMENT,2909.83,0.0,False
EVT_00002717,PAYMENT_FAILURE,ISSUER_DECLINE,CARD,2,5077.4,CUS_000136,MER_00142,0,False,False,ALTERNATIVE_PAYMENT,5077.4,1.0,ALTERNATIVE_PAYMENT,5077.4,0.0,True
EVT_00002721,PAYMENT_FAILURE,PAYMENT_LIMIT,UPI,2,2255.53,CUS_000752,MER_00049,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00002728,CHECKOUT_ABANDONMENT,,NETBANKING,0,3808.84,CUS_000647,MER_00040,391,True,False,RECOVERY_REMINDER,3808.84,1.0,ALTERNATIVE_PAYMENT,3808.84,0.0,False
EVT_00002739,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,UPI,3,4894.72,CUS_000796,MER_00152,0,False,False,ALTERNATIVE_PAYMENT,4894.72,1.0,ALTERNATIVE_PAYMENT,4894.72,0.0,True
EVT_00002744,CHECKOUT_ABANDONMENT,,UPI,0,3152.0,CUS_000576,MER_00155,290,True,True,RECOVERY_REMINDER,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,False
EVT_00002746,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,CARD,2,2670.2,CUS_001413,MER_00106,0,False,False,ALTERNATIVE_PAYMENT,2670.2,1.0,ALTERNATIVE_PAYMENT,2670.2,0.0,True
EVT_00002755,SUBSCRIPTION_FAILURE,,CARD,0,18107.92,CUS_000113,MER_00133,0,False,False,ALTERNATIVE_PAYMENT,18107.92,1.0,ALTERNATIVE_PAYMENT,18107.92,0.0,True
EVT_00002756,SUBSCRIPTION_FAILURE,,CARD,0,4341.03,CUS_001547,MER_00186,0,False,False,ALTERNATIVE_PAYMENT,4341.03,1.0,ALTERNATIVE_PAYMENT,4341.03,0.0,True
EVT_00002760,PAYMENT_FAILURE,NETWORK_ERROR,CARD,2,2253.99,CUS_000895,MER_00154,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00002766,PAYMENT_FAILURE,TIMEOUT,WALLET,1,1799.06,CUS_001429,MER_00118,0,False,False,ALTERNATIVE_PAYMENT,1799.06,1.0,ALTERNATIVE_PAYMENT,1799.06,0.0,True
EVT_00002769,CHECKOUT_ABANDONMENT,,CARD,0,11226.1,CUS_000478,MER_00001,667,True,False,RECOVERY_REMINDER,11226.1,1.0,RECOVERY_REMINDER,11226.1,0.0,True
EVT_00002772,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,NETBANKING,3,26009.0,CUS_001649,MER_00052,0,False,False,ALTERNATIVE_PAYMENT,26009.0,1.0,ALTERNATIVE_PAYMENT,26009.0,0.0,True
EVT_00002775,PAYMENT_FAILURE,ISSUER_DECLINE,UPI,2,4934.87,CUS_001385,MER_00183,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,HUMAN_ESCALATION,4934.87,4934.87,False
EVT_00002780,PAYMENT_FAILURE,NETWORK_ERROR,CARD,2,2163.99,CUS_001743,MER_00197,0,False,False,ALTERNATIVE_PAYMENT,2163.99,1.0,ALTERNATIVE_PAYMENT,2163.99,0.0,True
EVT_00002782,PAYMENT_FAILURE,TIMEOUT,CARD,0,34173.78,CUS_000294,MER_00123,0,False,False,ALTERNATIVE_PAYMENT,34173.78,1.0,ALTERNATIVE_PAYMENT,34173.78,0.0,True
EVT_00002783,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,NETBANKING,3,2300.23,CUS_000585,MER_00096,0,False,False,ALTERNATIVE_PAYMENT,2300.23,1.0,ALTERNATIVE_PAYMENT,2300.23,0.0,True
EVT_00002784,CHECKOUT_ABANDONMENT,,CARD,0,1325.04,CUS_001992,MER_00032,408,True,False,RECOVERY_REMINDER,1325.04,1.0,ALTERNATIVE_PAYMENT,1325.04,0.0,False
EVT_00002798,CHECKOUT_ABANDONMENT,,NETBANKING,0,3186.35,CUS_000772,MER_00056,170,True,False,RECOVERY_REMINDER,3186.35,1.0,ALTERNATIVE_PAYMENT,3186.35,0.0,False
EVT_00002803,PAYMENT_FAILURE,ISSUER_DECLINE,UPI,2,10750.52,CUS_001563,MER_00141,0,False,False,ALTERNATIVE_PAYMENT,10750.52,1.0,ALTERNATIVE_PAYMENT,10750.52,0.0,True
EVT_00002808,SUBSCRIPTION_FAILURE,,NETBANKING,0,11823.76,CUS_001775,MER_00075,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00002810,CHECKOUT_ABANDONMENT,,UPI,0,1791.06,CUS_000837,MER_00123,466,True,False,RECOVERY_REMINDER,1791.06,1.0,ALTERNATIVE_PAYMENT,1791.06,0.0,False
EVT_00002811,PAYMENT_FAILURE,PAYMENT_LIMIT,NETBANKING,1,1422.88,CUS_000362,MER_00101,0,False,False,ALTERNATIVE_PAYMENT,1422.88,1.0,ALTERNATIVE_PAYMENT,1422.88,0.0,True
EVT_00002826,PAYMENT_FAILURE,NETWORK_ERROR,UPI,3,4030.65,CUS_000897,MER_00079,0,False,False,ALTERNATIVE_PAYMENT,4030.65,1.0,ALTERNATIVE_PAYMENT,4030.65,0.0,True
EVT_00002838,SUBSCRIPTION_FAILURE,,CARD,0,1501.66,CUS_000110,MER_00013,0,False,False,ALTERNATIVE_PAYMENT,1501.66,1.0,ALTERNATIVE_PAYMENT,1501.66,0.0,True
EVT_00002840,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,UPI,1,5884.69,CUS_001799,MER_00077,0,False,False,ALTERNATIVE_PAYMENT,5884.69,1.0,ALTERNATIVE_PAYMENT,5884.69,0.0,True
EVT_00002844,CHECKOUT_ABANDONMENT,,UPI,0,11102.7,CUS_001909,MER_00077,392,True,True,RECOVERY_REMINDER,11102.7,1.0,ALTERNATIVE_PAYMENT,11102.7,0.0,False
EVT_00002849,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,CARD,1,9005.19,CUS_001179,MER_00175,0,False,False,ALTERNATIVE_PAYMENT,9005.19,1.0,ALTERNATIVE_PAYMENT,9005.19,0.0,True
EVT_00002857,CHECKOUT_ABANDONMENT,,WALLET,0,1722.95,CUS_001658,MER_00088,311,False,True,RECOVERY_REMINDER,1722.95,1.0,RECOVERY_REMINDER,1722.95,0.0,True
EVT_00002859,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,UPI,3,16006.07,CUS_001937,MER_00140,0,False,False,ALTERNATIVE_PAYMENT,16006.07,1.0,ALTERNATIVE_PAYMENT,16006.07,0.0,True
EVT_00002863,CHECKOUT_ABANDONMENT,,CARD,0,2786.74,CUS_001077,MER_00052,503,True,False,RECOVERY_REMINDER,2786.74,1.0,ALTERNATIVE_PAYMENT,2786.74,0.0,False
EVT_00002864,PAYMENT_FAILURE,TIMEOUT,UPI,3,1913.42,CUS_000365,MER_00125,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00002869,PAYMENT_FAILURE,ISSUER_DECLINE,CARD,0,834.73,CUS_001275,MER_00048,0,False,False,ALTERNATIVE_PAYMENT,834.73,1.0,ALTERNATIVE_PAYMENT,834.73,0.0,True
EVT_00002871,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,UPI,1,3360.17,CUS_001287,MER_00159,0,False,False,ALTERNATIVE_PAYMENT,3360.17,1.0,ALTERNATIVE_PAYMENT,3360.17,0.0,True
EVT_00002874,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,UPI,3,1863.78,CUS_000492,MER_00013,0,False,False,ALTERNATIVE_PAYMENT,1863.78,1.0,ALTERNATIVE_PAYMENT,1863.78,0.0,True
EVT_00002875,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,NETBANKING,0,2067.2,CUS_001650,MER_00161,0,False,False,ALTERNATIVE_PAYMENT,2067.2,1.0,ALTERNATIVE_PAYMENT,2067.2,0.0,True
EVT_00002897,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,UPI,3,8219.27,CUS_000426,MER_00137,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00002900,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,WALLET,1,20734.69,CUS_000350,MER_00033,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,HUMAN_ESCALATION,20734.69,20734.69,False
EVT_00002901,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,CARD,3,10886.67,CUS_001319,MER_00098,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00002916,PAYMENT_FAILURE,NETWORK_ERROR,CARD,1,2497.4,CUS_001840,MER_00175,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RECOVERY_REMINDER,2497.4,2497.4,False
EVT_00002926,PAYMENT_FAILURE,ISSUER_DECLINE,UPI,3,28760.3,CUS_001569,MER_00118,0,False,False,ALTERNATIVE_PAYMENT,28760.3,1.0,ALTERNATIVE_PAYMENT,28760.3,0.0,True
EVT_00002930,PAYMENT_FAILURE,ISSUER_DECLINE,CARD,2,6137.69,CUS_001778,MER_00155,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00002931,CHECKOUT_ABANDONMENT,,NETBANKING,0,20421.33,CUS_001207,MER_00135,105,True,False,RECOVERY_REMINDER,0.0,0.0,ALTERNATIVE_PAYMENT,20421.33,20421.33,False
EVT_00002948,PAYMENT_FAILURE,PAYMENT_LIMIT,UPI,0,2779.26,CUS_000333,MER_00199,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00002949,CHECKOUT_ABANDONMENT,,NETBANKING,0,8763.56,CUS_000442,MER_00027,75,True,False,RECOVERY_REMINDER,8763.56,1.0,RECOVERY_REMINDER,8763.56,0.0,True
EVT_00002958,CHECKOUT_ABANDONMENT,,WALLET,0,8382.84,CUS_001688,MER_00040,844,True,False,RECOVERY_REMINDER,8382.84,1.0,RECOVERY_REMINDER,8382.84,0.0,True
EVT_00002963,CHECKOUT_ABANDONMENT,,NETBANKING,0,4390.64,CUS_000194,MER_00124,871,True,False,RECOVERY_REMINDER,4390.64,1.0,RECOVERY_REMINDER,4390.64,0.0,True
EVT_00002970,PAYMENT_FAILURE,ISSUER_DECLINE,NETBANKING,1,1749.03,CUS_000340,MER_00187,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RECOVERY_REMINDER,1749.03,1749.03,False
EVT_00002979,PAYMENT_FAILURE,TIMEOUT,CARD,3,750.14,CUS_000216,MER_00146,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00002982,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,WALLET,0,14082.79,CUS_000524,MER_00066,0,False,False,ALTERNATIVE_PAYMENT,14082.79,1.0,ALTERNATIVE_PAYMENT,14082.79,0.0,True
EVT_00002992,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,UPI,3,6159.35,CUS_001521,MER_00029,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00002994,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,UPI,3,1974.41,CUS_000658,MER_00013,0,False,False,ALTERNATIVE_PAYMENT,1974.41,1.0,ALTERNATIVE_PAYMENT,1974.41,0.0,True
EVT_00003004,PAYMENT_FAILURE,NETWORK_ERROR,CARD,0,617.88,CUS_000725,MER_00196,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RECOVERY_REMINDER,617.88,617.88,False
EVT_00003005,PAYMENT_FAILURE,ISSUER_DECLINE,CARD,3,9247.72,CUS_001180,MER_00116,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00003018,SUBSCRIPTION_FAILURE,,CARD,0,2705.85,CUS_001444,MER_00178,0,False,False,ALTERNATIVE_PAYMENT,2705.85,1.0,ALTERNATIVE_PAYMENT,2705.85,0.0,True
EVT_00003021,PAYMENT_FAILURE,TIMEOUT,UPI,2,9527.92,CUS_000268,MER_00016,0,False,False,ALTERNATIVE_PAYMENT,9527.92,1.0,ALTERNATIVE_PAYMENT,9527.92,0.0,True
EVT_00003039,SUBSCRIPTION_FAILURE,,CARD,0,2467.95,CUS_000708,MER_00057,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00003042,SUBSCRIPTION_FAILURE,,CARD,0,29010.29,CUS_000496,MER_00189,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RECOVERY_REMINDER,29010.29,29010.29,False
EVT_00003067,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,WALLET,0,4028.92,CUS_000199,MER_00140,0,False,False,ALTERNATIVE_PAYMENT,4028.92,1.0,ALTERNATIVE_PAYMENT,4028.92,0.0,True
EVT_00003069,PAYMENT_FAILURE,TIMEOUT,WALLET,0,6394.68,CUS_001602,MER_00131,0,False,False,ALTERNATIVE_PAYMENT,6394.68,1.0,ALTERNATIVE_PAYMENT,6394.68,0.0,True
EVT_00003076,PAYMENT_FAILURE,ISSUER_DECLINE,CARD,1,4428.21,CUS_000805,MER_00162,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00003080,PAYMENT_FAILURE,TIMEOUT,UPI,0,6000.74,CUS_000642,MER_00032,0,False,False,ALTERNATIVE_PAYMENT,6000.74,1.0,ALTERNATIVE_PAYMENT,6000.74,0.0,True
EVT_00003089,CHECKOUT_ABANDONMENT,,WALLET,0,29473.8,CUS_001312,MER_00126,232,True,True,RECOVERY_REMINDER,29473.8,1.0,ALTERNATIVE_PAYMENT,29473.8,0.0,False
EVT_00003093,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,UPI,0,3468.47,CUS_000302,MER_00010,0,False,False,ALTERNATIVE_PAYMENT,3468.47,1.0,ALTERNATIVE_PAYMENT,3468.47,0.0,True
EVT_00003102,PAYMENT_FAILURE,TIMEOUT,UPI,2,851.91,CUS_000459,MER_00067,0,False,False,ALTERNATIVE_PAYMENT,851.91,1.0,ALTERNATIVE_PAYMENT,851.91,0.0,True
EVT_00003104,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,CARD,1,2780.86,CUS_000632,MER_00023,0,False,False,ALTERNATIVE_PAYMENT,2780.86,1.0,ALTERNATIVE_PAYMENT,2780.86,0.0,True
EVT_00003105,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,UPI,3,15981.97,CUS_001796,MER_00174,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,HUMAN_ESCALATION,15981.97,15981.97,False
EVT_00003106,CHECKOUT_ABANDONMENT,,NETBANKING,0,4726.14,CUS_000097,MER_00128,537,True,True,RECOVERY_REMINDER,4726.14,1.0,ALTERNATIVE_PAYMENT,4726.14,0.0,False
EVT_00003109,SUBSCRIPTION_FAILURE,,UPI,0,4022.23,CUS_000156,MER_00186,0,False,False,ALTERNATIVE_PAYMENT,4022.23,1.0,ALTERNATIVE_PAYMENT,4022.23,0.0,True
EVT_00003112,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,UPI,3,70703.08,CUS_001135,MER_00184,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,HUMAN_ESCALATION,70703.08,70703.08,False
EVT_00003124,PAYMENT_FAILURE,ISSUER_DECLINE,CARD,2,1339.47,CUS_001295,MER_00107,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00003126,CHECKOUT_ABANDONMENT,,UPI,0,542.11,CUS_000461,MER_00178,479,True,False,RECOVERY_REMINDER,542.11,1.0,ALTERNATIVE_PAYMENT,542.11,0.0,False
EVT_00003127,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,UPI,3,1204.73,CUS_001301,MER_00139,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00003132,SUBSCRIPTION_FAILURE,,UPI,0,1422.87,CUS_000127,MER_00028,0,False,False,ALTERNATIVE_PAYMENT,1422.87,1.0,ALTERNATIVE_PAYMENT,1422.87,0.0,True
EVT_00003133,PAYMENT_FAILURE,NETWORK_ERROR,UPI,2,7286.38,CUS_000614,MER_00116,0,False,False,ALTERNATIVE_PAYMENT,7286.38,1.0,ALTERNATIVE_PAYMENT,7286.38,0.0,True
EVT_00003136,PAYMENT_FAILURE,TIMEOUT,UPI,1,3932.33,CUS_000362,MER_00184,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,HUMAN_ESCALATION,3932.33,3932.33,False
EVT_00003138,SUBSCRIPTION_FAILURE,,WALLET,0,2304.3,CUS_001647,MER_00037,0,False,False,ALTERNATIVE_PAYMENT,2304.3,1.0,ALTERNATIVE_PAYMENT,2304.3,0.0,True
EVT_00003146,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,CARD,2,794.6,CUS_000480,MER_00116,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00003149,PAYMENT_FAILURE,NETWORK_ERROR,WALLET,1,6531.85,CUS_000947,MER_00023,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RETRY_LATER,6531.85,6531.85,False
EVT_00003156,PAYMENT_FAILURE,ISSUER_DECLINE,UPI,0,21612.68,CUS_000805,MER_00169,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RETRY_LATER,21612.68,21612.68,False
EVT_00003165,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,UPI,0,23670.6,CUS_000749,MER_00013,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RECOVERY_REMINDER,23670.6,23670.6,False
EVT_00003175,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,NETBANKING,0,6697.0,CUS_001514,MER_00138,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RECOVERY_REMINDER,6697.0,6697.0,False
EVT_00003177,CHECKOUT_ABANDONMENT,,UPI,0,1641.22,CUS_000883,MER_00076,74,True,False,RECOVERY_REMINDER,0.0,0.0,RETRY_LATER,1641.22,1641.22,False
EVT_00003188,CHECKOUT_ABANDONMENT,,UPI,0,1903.41,CUS_000661,MER_00179,306,True,False,RECOVERY_REMINDER,1903.41,1.0,ALTERNATIVE_PAYMENT,1903.41,0.0,False
EVT_00003191,CHECKOUT_ABANDONMENT,,UPI,0,7378.0,CUS_000710,MER_00144,656,True,False,RECOVERY_REMINDER,7378.0,1.0,ALTERNATIVE_PAYMENT,7378.0,0.0,False
EVT_00003208,SUBSCRIPTION_FAILURE,,CARD,0,1076.02,CUS_001742,MER_00189,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RECOVERY_REMINDER,1076.02,1076.02,False
EVT_00003210,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,NETBANKING,1,17573.93,CUS_000758,MER_00077,0,False,False,ALTERNATIVE_PAYMENT,17573.93,1.0,ALTERNATIVE_PAYMENT,17573.93,0.0,True
EVT_00003216,SUBSCRIPTION_FAILURE,,NETBANKING,0,4335.57,CUS_000304,MER_00140,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00003217,PAYMENT_FAILURE,ISSUER_DECLINE,UPI,0,9285.13,CUS_001253,MER_00144,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,HUMAN_ESCALATION,9285.13,9285.13,False
EVT_00003218,PAYMENT_FAILURE,BANK_TECHNICAL_ERROR,UPI,2,1349.32,CUS_000136,MER_00030,0,False,False,ALTERNATIVE_PAYMENT,1349.32,1.0,ALTERNATIVE_PAYMENT,1349.32,0.0,True
EVT_00003219,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,CARD,0,2596.16,CUS_000148,MER_00096,0,False,False,ALTERNATIVE_PAYMENT,2596.16,1.0,ALTERNATIVE_PAYMENT,2596.16,0.0,True
EVT_00003239,SUBSCRIPTION_FAILURE,,CARD,0,2737.7,CUS_000432,MER_00034,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RECOVERY_REMINDER,2737.7,2737.7,False
EVT_00003243,SUBSCRIPTION_FAILURE,,UPI,0,10147.03,CUS_000514,MER_00057,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,HUMAN_ESCALATION,10147.03,10147.03,False
EVT_00003261,SUBSCRIPTION_FAILURE,,UPI,0,12563.06,CUS_000255,MER_00088,0,False,False,ALTERNATIVE_PAYMENT,12563.06,1.0,ALTERNATIVE_PAYMENT,12563.06,0.0,True
EVT_00003271,SUBSCRIPTION_FAILURE,,UPI,0,2909.1,CUS_001264,MER_00154,0,False,False,ALTERNATIVE_PAYMENT,2909.1,1.0,ALTERNATIVE_PAYMENT,2909.1,0.0,True
EVT_00003278,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,UPI,2,3929.66,CUS_001124,MER_00093,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RECOVERY_REMINDER,3929.66,3929.66,False
EVT_00003285,SUBSCRIPTION_FAILURE,,UPI,0,6083.08,CUS_000528,MER_00032,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RECOVERY_REMINDER,6083.08,6083.08,False
EVT_00003295,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,UPI,1,788.21,CUS_000265,MER_00128,0,False,False,ALTERNATIVE_PAYMENT,788.21,1.0,ALTERNATIVE_PAYMENT,788.21,0.0,True
EVT_00003296,SUBSCRIPTION_FAILURE,,CARD,0,3249.17,CUS_000152,MER_00019,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RECOVERY_REMINDER,3249.17,3249.17,False
EVT_00003313,PAYMENT_FAILURE,TIMEOUT,CARD,2,2038.26,CUS_001366,MER_00030,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RECOVERY_REMINDER,2038.26,2038.26,False
EVT_00003326,CHECKOUT_ABANDONMENT,,CARD,0,2308.07,CUS_000857,MER_00103,595,True,False,RECOVERY_REMINDER,2308.07,1.0,ALTERNATIVE_PAYMENT,2308.07,0.0,False
EVT_00003338,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,CARD,0,604.33,CUS_001947,MER_00146,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00003342,CHECKOUT_ABANDONMENT,,CARD,0,3425.96,CUS_001499,MER_00116,372,True,False,RECOVERY_REMINDER,3425.96,1.0,ALTERNATIVE_PAYMENT,3425.96,0.0,False
EVT_00003348,PAYMENT_FAILURE,TIMEOUT,CARD,2,14993.71,CUS_000663,MER_00118,0,False,False,ALTERNATIVE_PAYMENT,14993.71,1.0,ALTERNATIVE_PAYMENT,14993.71,0.0,True
EVT_00003360,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,UPI,0,2629.3,CUS_001250,MER_00070,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00003371,PAYMENT_FAILURE,ISSUER_DECLINE,CARD,1,5865.74,CUS_000058,MER_00054,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RECOVERY_REMINDER,5865.74,5865.74,False
EVT_00003376,PAYMENT_FAILURE,ISSUER_DECLINE,NETBANKING,1,1512.18,CUS_001127,MER_00048,0,False,False,ALTERNATIVE_PAYMENT,1512.18,1.0,ALTERNATIVE_PAYMENT,1512.18,0.0,True
EVT_00003381,PAYMENT_FAILURE,TIMEOUT,NETBANKING,0,4490.77,CUS_000476,MER_00045,0,False,False,ALTERNATIVE_PAYMENT,4490.77,1.0,ALTERNATIVE_PAYMENT,4490.77,0.0,True
EVT_00003384,CHECKOUT_ABANDONMENT,,NETBANKING,0,4497.42,CUS_001417,MER_00138,585,True,False,RECOVERY_REMINDER,4497.42,1.0,ALTERNATIVE_PAYMENT,4497.42,0.0,False
EVT_00003388,CHECKOUT_ABANDONMENT,,WALLET,0,9290.19,CUS_001710,MER_00153,366,True,False,RECOVERY_REMINDER,0.0,0.0,RETRY_LATER,9290.19,9290.19,False
EVT_00003408,PAYMENT_FAILURE,NETWORK_ERROR,NETBANKING,2,733.05,CUS_001224,MER_00126,0,False,False,ALTERNATIVE_PAYMENT,733.05,1.0,ALTERNATIVE_PAYMENT,733.05,0.0,True
EVT_00003414,PAYMENT_FAILURE,INSUFFICIENT_BALANCE,WALLET,2,1940.63,CUS_000210,MER_00062,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,HUMAN_ESCALATION,1940.63,1940.63,False
EVT_00003423,PAYMENT_FAILURE,EXPIRED_PAYMENT_METHOD,UPI,3,879.23,CUS_001151,MER_00031,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,ALTERNATIVE_PAYMENT,0.0,0.0,True
EVT_00003426,PAYMENT_FAILURE,PAYMENT_LIMIT,CARD,0,6837.56,CUS_000172,MER_00064,0,False,False,ALTERNATIVE_PAYMENT,6837.56,1.0,ALTERNATIVE_PAYMENT,6837.56,0.0,True
EVT_00003433,SUBSCRIPTION_FAILURE,,UPI,0,10985.9,CUS_000961,MER_00174,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RECOVERY_REMINDER,10985.9,10985.9,False
EVT_00003437,PAYMENT_FAILURE,NETWORK_ERROR,UPI,0,1971.75,CUS_000828,MER_00184,0,False,False,ALTERNATIVE_PAYMENT,1971.75,1.0,ALTERNATIVE_PAYMENT,1971.75,0.0,True
EVT_00003451,CHECKOUT_ABANDONMENT,,UPI,0,11262.33,CUS_000747,MER_00104,393,True,False,RECOVERY_REMINDER,11262.33,1.0,ALTERNATIVE_PAYMENT,11262.33,0.0,False
EVT_00003452,PAYMENT_FAILURE,TIMEOUT,WALLET,1,1661.78,CUS_000073,MER_00119,0,False,False,ALTERNATIVE_PAYMENT,0.0,0.0,RECOVERY_REMINDER,1661.78,1661.78,False
