event_id,action,allowed,policy_reason,simulated_success_probability,recovery_success,revenue_recovered,event_type,timestamp,customer_id,merchant_id,amount,currency,payment_method,device_type,payment_status,failure_type,retry_count,previous_attempt_hours,checkout_duration_seconds,payment_page_reached,payment_attempted,subscription_age_days,successful_cycles,failed_cycles,true_recovery_probability,customer_tenure_days,total_transactions,successful_transactions,failed_transactions,historical_success_rate,avg_transaction_amount,previous_recovery_success_rate,days_since_last_success,preferred_payment_method,merchant_category,merchant_size,avg_transaction_amount_merchant,historical_success_rate_merchant,historical_failure_rate,event_hour,day_of_week,month,log_amount,customer_success_rate,customer_avg_transaction_amount,merchant_success_rate,amount_per_customer_transaction,high_value,strong_customer_history,repeated_failure,chosen_action,chosen_probability,chosen_net_value,decision_explanation,actual_recovered
EVT_00006692,ALTERNATIVE_PAYMENT,True,ALLOWED,0.377573,0,0.0,PAYMENT_FAILURE,2026-08-09 06:43:43,CUS_000234,MER_00149,5197.65,INR,CARD,MOBILE,FAILED,ISSUER_DECLINE,2,54.69,0,False,False,0,0,0,0.197573,1145,11,10,1,0.9091,2811.47,0.7682,53,NETBANKING,EDUCATION,SMALL,3023.4,0.9223,0.0777,6,6,8,8.556154255478996,0.9091,2811.47,0.9223,472.51363636363635,0,1,1,ALTERNATIVE_PAYMENT,0.4553688323932479,2361.8478116887645,alternative payment has strongest net expected value; multiple previous attempts reduce retry priority; strong customer payment history,0.0
EVT_00002398,ALTERNATIVE_PAYMENT,True,ALLOWED,0.606767,1,5596.72,PAYMENT_FAILURE,2026-08-09 09:12:13,CUS_000549,MER_00002,5596.72,INR,UPI,DESKTOP,FAILED,TIMEOUT,1,42.13,0,False,False,0,0,0,0.576767,788,38,37,1,0.9737,6708.92,0.2221,28,CARD,E_COMMERCE,LARGE,9205.47,0.8725,0.1275,9,6,8,8.630114650960941,0.9737,6708.92,0.8725,147.2821052631579,0,1,0,RETRY_LATER,0.5812541958981491,3252.116983267089,delayed retry has strong predicted recovery value; strong customer payment history; decision margin is narrow,5596.72
EVT_00006635,ALTERNATIVE_PAYMENT,True,ALLOWED,0.616497,1,5484.45,PAYMENT_FAILURE,2026-08-23 02:18:43,CUS_000039,MER_00138,5484.45,INR,CARD,MOBILE,FAILED,NETWORK_ERROR,0,2.23,0,False,False,0,0,0,0.586497,436,79,66,13,0.8354,1385.78,0.7168,76,UPI,E_COMMERCE,MEDIUM,9578.85,0.8707,0.1293,2,6,8,8.609854411276618,0.8354,1385.78,0.8707,69.42341772151899,0,0,0,ALTERNATIVE_PAYMENT,0.5879002067163435,3219.3092887254497,alternative payment has strongest net expected value,5484.45
EVT_00005896,ALTERNATIVE_PAYMENT,True,ALLOWED,0.677691,1,5135.34,CHECKOUT_ABANDONMENT,2026-08-09 08:58:26,CUS_000250,MER_00110,5135.34,INR,UPI,DESKTOP,AT_RISK,,0,19.67,99,True,False,0,0,0,0.647691,91,34,25,9,0.7353,6015.41,0.836,32,UPI,FOOD_DELIVERY,MEDIUM,25287.45,0.9495,0.0505,8,6,8,8.544096042555662,0.7353,6015.41,0.9495,151.03941176470587,0,0,0,RECOVERY_REMINDER,0.7758043060583228,3982.0188850735476,reminder has strong predicted recovery value; decision margin is narrow,0.0
EVT_00004626,ALTERNATIVE_PAYMENT,True,ALLOWED,0.482429,0,0.0,PAYMENT_FAILURE,2026-08-27 08:39:17,CUS_001429,MER_00072,3825.97,INR,UPI,DESKTOP,FAILED,TIMEOUT,1,59.26,0,False,False,0,0,0,0.452429,422,62,40,22,0.6452,2766.17,0.9164,85,WALLET,TRAVEL,MEDIUM,4974.21,0.8851,0.1149,8,3,8,8.249828646356566,0.6452,2766.17,0.8851,61.70919354838709,0,0,0,RETRY_LATER,0.5701880579677252,2180.5224041427773,delayed retry has strong predicted recovery value,0.0
EVT_00004769,ALTERNATIVE_PAYMENT,True,ALLOWED,0.524114,1,7146.35,PAYMENT_FAILURE,2026-08-17 17:35:19,CUS_000096,MER_00085,7146.35,INR,CARD,MOBILE,FAILED,BANK_TECHNICAL_ERROR,1,4.38,0,False,False,0,0,0,0.494114,453,62,44,18,0.7097,6159.18,0.4147,66,UPI,EDUCATION,SMALL,4896.74,0.8068,0.1932,17,0,8,8.874496937617383,0.7097,6159.18,0.8068,115.26370967741936,0,0,0,ALTERNATIVE_PAYMENT,0.5746540286220303,4101.678817443047,alternative payment has strongest net expected value,7146.35
EVT_00006351,ALTERNATIVE_PAYMENT,True,ALLOWED,0.470243,1,6924.8,PAYMENT_FAILURE,2026-08-09 08:47:53,CUS_000693,MER_00098,6924.8,INR,UPI,MOBILE,FAILED,ISSUER_DECLINE,0,69.7,0,False,False,0,0,0,0.290243,1399,72,57,15,0.7917,6901.01,0.6562,65,WALLET,DIGITAL_SERVICES,SMALL,599.1,0.88,0.12,8,6,8,8.843008847848921,0.7917,6901.01,0.88,96.17777777777778,0,0,0,ALTERNATIVE_PAYMENT,0.4829424435567133,3339.2798331415283,alternative payment has strongest net expected value,6924.8
EVT_00005897,ALTERNATIVE_PAYMENT,True,ALLOWED,0.246063,0,0.0,PAYMENT_FAILURE,2026-08-09 08:39:24,CUS_001435,MER_00093,2999.11,INR,NETBANKING,MOBILE,FAILED,INSUFFICIENT_BALANCE,2,30.05,0,False,False,0,0,0,0.216063,499,19,15,4,0.7895,2138.05,0.4142,14,UPI,RETAIL,MEDIUM,968.76,0.94,0.06,8,6,8,8.006404233644707,0.7895,2138.05,0.94,157.8478947368421,0,0,1,ALTERNATIVE_PAYMENT,0.28709260085280125,856.0222901436448,alternative payment has strongest net expected value; multiple previous attempts reduce retry priority,0.0
EVT_00008965,ALTERNATIVE_PAYMENT,True,ALLOWED,0.790969,1,979.9,CHECKOUT_ABANDONMENT,2026-08-27 08:47:23,CUS_000654,MER_00011,979.9,INR,UPI,DESKTOP,AT_RISK,,0,58.45,152,True,False,0,0,0,0.760969,1212,30,30,0,1.0,2149.85,0.7865,50,CARD,DIGITAL_SERVICES,SMALL,11685.15,0.879,0.121,8,3,8,6.88847051757027,1.0,2149.85,0.879,32.663333333333334,0,1,0,RECOVERY_REMINDER,0.8817887368600227,862.0647832491362,reminder has strong predicted recovery value; strong customer payment history,979.9
EVT_00005952,ALTERNATIVE_PAYMENT,True,ALLOWED,0.744574,1,3035.14,CHECKOUT_ABANDONMENT,2026-08-17 17:44:54,CUS_001670,MER_00147,3035.14,INR,WALLET,MOBILE,AT_RISK,,0,40.44,335,True,False,0,0,0,0.714574,1096,18,15,3,0.8333,5184.43,0.913,70,UPI,TRAVEL,MEDIUM,6423.31,0.8655,0.1345,17,0,8,8.018342250759318,0.8333,5184.43,0.8655,168.61888888888888,0,0,0,RECOVERY_REMINDER,0.9100500462925936,2760.129297504502,reminder has strong predicted recovery value,3035.14
EVT_00000983,ALTERNATIVE_PAYMENT,True,ALLOWED,0.457462,0,0.0,PAYMENT_FAILURE,2026-08-09 08:19:17,CUS_001409,MER_00179,1565.45,INR,CARD,MOBILE,FAILED,TIMEOUT,1,18.95,0,False,False,0,0,0,0.427462,32,53,34,19,0.6415,1572.93,0.73,47,CARD,DIGITAL_SERVICES,SMALL,4183.78,0.7936,0.2064,8,6,8,7.356567191593667,0.6415,1572.93,0.7936,29.53679245283019,0,0,0,ALTERNATIVE_PAYMENT,0.47369464527944355,736.5452824527049,alternative payment has strongest net expected value,0.0
EVT_00004125,ALTERNATIVE_PAYMENT,True,ALLOWED,0.406328,0,0.0,SUBSCRIPTION_FAILURE,2026-08-09 08:18:22,CUS_000569,MER_00065,13554.49,INR,CARD,DESKTOP,AT_RISK,,0,6.53,0,False,False,618,3,1,0.376328,974,30,29,1,0.9667,17881.35,0.8227,60,CARD,DIGITAL_SERVICES,MEDIUM,5883.79,0.7053,0.2947,8,6,8,9.514546910301906,0.9667,17881.35,0.7053,451.8163333333333,1,1,0,ALTERNATIVE_PAYMENT,0.48451235511132396,6562.317872232889,alternative payment has strongest net expected value; strong customer payment history; high-value transaction,0.0
EVT_00004120,ALTERNATIVE_PAYMENT,True,ALLOWED,0.252419,0,0.0,PAYMENT_FAILURE,2026-08-27 09:41:39,CUS_001788,MER_00123,11105.63,INR,UPI,MOBILE,FAILED,INSUFFICIENT_BALANCE,3,7.9,0,False,False,0,0,0,0.222419,175,2,2,0,1.0,5027.01,0.9242,48,CARD,EDUCATION,SMALL,1684.78,0.9279,0.0721,9,3,8,9.315297506286692,1.0,5027.01,0.9279,5552.815,1,1,1,ALTERNATIVE_PAYMENT,0.3332782731374664,3696.2651885036407,alternative payment has strongest net expected value; multiple previous attempts reduce retry priority; strong customer payment history; high-value transaction,0.0
EVT_00008566,ALTERNATIVE_PAYMENT,True,ALLOWED,0.495381,0,0.0,PAYMENT_FAILURE,2026-08-27 08:53:58,CUS_000604,MER_00127,10026.1,INR,UPI,DESKTOP,FAILED,EXPIRED_PAYMENT_METHOD,2,61.13,0,False,False,0,0,0,0.315381,227,45,44,1,0.9778,18139.82,0.9792,88,UPI,SAAS,MEDIUM,11305.04,0.8287,0.1713,8,3,8,9.213046706546898,0.9778,18139.82,0.8287,222.80222222222224,1,1,1,ALTERNATIVE_PAYMENT,0.5191342187333458,5199.891590442398,alternative payment has strongest net expected value; multiple previous attempts reduce retry priority; strong customer payment history; high-value transaction,0.0
EVT_00003426,ALTERNATIVE_PAYMENT,True,ALLOWED,0.617379,1,6837.56,PAYMENT_FAILURE,2026-08-17 18:33:09,CUS_000172,MER_00064,6837.56,INR,CARD,DESKTOP,FAILED,PAYMENT_LIMIT,0,52.29,0,False,False,0,0,0,0.437379,162,59,52,7,0.8814,6381.4,0.7667,40,UPI,TRAVEL,SMALL,4568.4,0.9534,0.0466,18,0,8,8.830332462137031,0.8814,6381.4,0.9534,115.89084745762713,0,0,0,ALTERNATIVE_PAYMENT,0.49348215948024726,3369.2138743757596,alternative payment has strongest net expected value,6837.56
EVT_00008594,ALTERNATIVE_PAYMENT,True,ALLOWED,0.296323,0,0.0,PAYMENT_FAILURE,2026-08-09 08:09:38,CUS_000668,MER_00128,983.97,INR,UPI,MOBILE,FAILED,INSUFFICIENT_BALANCE,2,71.13,0,False,False,0,0,0,0.266323,1295,77,75,2,0.974,1401.91,0.716,42,WALLET,TRAVEL,LARGE,637.62,0.9635,0.0365,8,6,8,6.892611183855478,0.974,1401.91,0.9635,12.77883116883117,0,1,1,RECOVERY_REMINDER,0.2767404061348538,270.3042574245121,reminder has strong predicted recovery value; multiple previous attempts reduce retry priority; strong customer payment history,0.0
EVT_00003936,ALTERNATIVE_PAYMENT,True,ALLOWED,0.80531,1,14618.31,CHECKOUT_ABANDONMENT,2026-08-09 07:56:24,CUS_001010,MER_00181,14618.31,INR,CARD,TABLET,AT_RISK,,0,14.12,890,True,False,0,0,0,0.77531,794,65,65,0,1.0,14946.54,0.6519,24,WALLET,TRAVEL,SMALL,3734.39,0.8092,0.1908,7,6,8,9.590098536567586,1.0,14946.54,0.8092,224.89707692307692,1,1,0,RECOVERY_REMINDER,0.9091018880306428,13287.533220817226,reminder has strong predicted recovery value; strong customer payment history; high-value transaction,14618.31
EVT_00007472,ALTERNATIVE_PAYMENT,True,ALLOWED,0.199234,0,0.0,PAYMENT_FAILURE,2026-08-27 09:13:47,CUS_000154,MER_00165,1345.25,INR,CARD,DESKTOP,FAILED,INSUFFICIENT_BALANCE,3,58.88,0,False,False,0,0,0,0.169234,461,44,39,5,0.8864,3045.4,0.9114,76,UPI,SAAS,SMALL,10559.09,0.8386,0.1614,9,3,8,7.205078228470598,0.8864,3045.4,0.8386,30.573863636363637,0,0,1,ALTERNATIVE_PAYMENT,0.22603998127165664,299.0802848056961,alternative payment has strongest net expected value; multiple previous attempts reduce retry priority,0.0
EVT_00000708,ALTERNATIVE_PAYMENT,True,ALLOWED,0.739959,0,0.0,CHECKOUT_ABANDONMENT,2026-08-17 18:48:01,CUS_001738,MER_00082,11292.61,INR,UPI,MOBILE,AT_RISK,,0,44.5,77,True,False,0,0,0,0.709959,176,42,37,5,0.881,16455.98,0.5136,57,CARD,DIGITAL_SERVICES,SMALL,5119.5,0.9572,0.0428,18,0,8,9.331992358026849,0.881,16455.98,0.9572,268.87166666666667,1,0,0,RECOVERY_REMINDER,0.8497572427372678,9593.977136907299,reminder has strong predicted recovery value; high-value transaction,11292.61
EVT_00000215,ALTERNATIVE_PAYMENT,True,ALLOWED,0.405885,1,8106.52,PAYMENT_FAILURE,2026-08-09 07:39:41,CUS_001342,MER_00169,8106.52,INR,UPI,MOBILE,FAILED,PAYMENT_LIMIT,3,29.07,0,False,False,0,0,0,0.225885,231,25,23,2,0.92,6527.18,0.9126,1,NETBANKING,FOOD_DELIVERY,SMALL,4115.41,0.9528,0.0472,7,6,8,9.00054730503011,0.92,6527.18,0.9528,324.2608,0,1,1,ALTERNATIVE_PAYMENT,0.44903704678602285,3635.12780051183,alternative payment has strongest net expected value; multiple previous attempts reduce retry priority; strong customer payment history,8106.52
EVT_00001652,ALTERNATIVE_PAYMENT,True,ALLOWED,0.443595,1,10712.75,PAYMENT_FAILURE,2026-08-09 07:35:00,CUS_000354,MER_00089,10712.75,INR,UPI,DESKTOP,FAILED,INSUFFICIENT_BALANCE,0,41.1,0,False,False,0,0,0,0.413595,669,37,34,3,0.9189,4781.23,0.6105,6,UPI,SAAS,MEDIUM,416.38,0.9005,0.0995,7,6,8,9.279283242213092,0.9189,4781.23,0.9005,289.5337837837838,1,1,0,ALTERNATIVE_PAYMENT,0.42443683715433794,4541.885727225133,alternative payment has strongest net expected value; strong customer payment history; high-value transaction; decision margin is narrow,10712.75
EVT_00002864,ALTERNATIVE_PAYMENT,True,ALLOWED,0.349273,0,0.0,PAYMENT_FAILURE,2026-08-27 09:27:07,CUS_000365,MER_00125,1913.42,INR,UPI,MOBILE,FAILED,TIMEOUT,3,12.81,0,False,False,0,0,0,0.319273,200,61,48,13,0.7869,2459.74,0.8209,32,CARD,E_COMMERCE,MEDIUM,4606.05,0.8105,0.1895,9,3,8,7.557169983677077,0.7869,2459.74,0.8105,31.36754098360656,0,0,1,ALTERNATIVE_PAYMENT,0.4419076624912302,840.5549595639698,alternative payment has strongest net expected value; multiple previous attempts reduce retry priority,0.0
EVT_00006674,ALTERNATIVE_PAYMENT,True,ALLOWED,0.632202,1,17457.77,SUBSCRIPTION_FAILURE,2026-08-23 01:13:28,CUS_000851,MER_00055,17457.77,INR,CARD,MOBILE,AT_RISK,,0,49.16,0,False,False,853,19,0,0.602202,1470,16,13,3,0.8125,24542.93,0.771,21,NETBANKING,DIGITAL_SERVICES,LARGE,4613.21,0.7204,0.2796,1,6,8,9.76759738017671,0.8125,24542.93,0.7204,1091.110625,1,0,0,ALTERNATIVE_PAYMENT,0.5294140458418332,9237.388647076179,alternative payment has strongest net expected value; high-value transaction,17457.77
EVT_00008886,ALTERNATIVE_PAYMENT,True,ALLOWED,0.53406,0,0.0,PAYMENT_FAILURE,2026-08-09 06:54:38,CUS_001199,MER_00024,2888.9,INR,CARD,MOBILE,FAILED,NETWORK_ERROR,1,60.83,0,False,False,0,0,0,0.50406,1210,78,64,14,0.8205,2163.96,0.9118,74,UPI,DIGITAL_SERVICES,SMALL,6952.02,0.952,0.048,6,6,8,7.968977178431688,0.8205,2163.96,0.952,37.037179487179486,0,0,0,ALTERNATIVE_PAYMENT,0.552500623404725,1591.1190509539103,alternative payment has strongest net expected value,0.0
EVT_00007262,ALTERNATIVE_PAYMENT,True,ALLOWED,0.658096,0,0.0,SUBSCRIPTION_FAILURE,2026-08-17 18:48:34,CUS_001144,MER_00102,6623.83,INR,NETBANKING,DESKTOP,AT_RISK,,0,3.77,0,False,False,862,13,0,0.628096,1271,45,37,8,0.8222,4084.25,0.8791,89,CARD,DIGITAL_SERVICES,MEDIUM,1989.33,0.9744,0.0256,18,0,8,8.79857999014783,0.8222,4084.25,0.9744,147.19622222222222,0,0,0,ALTERNATIVE_PAYMENT,0.5922467575427887,3917.9418400146496,alternative payment has strongest net expected value,0.0
EVT_00000105,ALTERNATIVE_PAYMENT,True,ALLOWED,0.344094,1,17395.38,PAYMENT_FAILURE,2026-08-23 02:07:43,CUS_001935,MER_00005,17395.38,INR,UPI,MOBILE,FAILED,INSUFFICIENT_BALANCE,1,37.64,0,False,False,0,0,0,0.314094,245,15,12,3,0.8,10881.09,0.8536,39,WALLET,EDUCATION,SMALL,832.59,0.9375,0.0625,2,6,8,9.764017417581043,0.8,10881.09,0.9375,1159.692,1,0,0,ALTERNATIVE_PAYMENT,0.43280422856859585,7523.794021557581,alternative payment has strongest net expected value; high-value transaction,17395.38
EVT_00000869,ALTERNATIVE_PAYMENT,True,ALLOWED,0.551297,0,0.0,CHECKOUT_ABANDONMENT,2026-08-07 20:16:01,CUS_001489,MER_00108,1737.04,INR,UPI,MOBILE,AT_RISK,,0,26.47,371,False,False,0,0,0,0.521297,193,35,31,4,0.8857,2383.74,0.7848,2,CARD,RETAIL,SMALL,3048.05,0.8679,0.1321,20,4,8,7.460513320520221,0.8857,2383.74,0.8679,49.629714285714286,0,0,0,RECOVERY_REMINDER,0.6877124446813395,1192.584024909274,reminder has strong predicted recovery value,0.0
EVT_00003633,ALTERNATIVE_PAYMENT,True,ALLOWED,0.200411,0,0.0,PAYMENT_FAILURE,2026-08-07 19:38:04,CUS_000150,MER_00139,1915.97,INR,UPI,DESKTOP,FAILED,INSUFFICIENT_BALANCE,3,35.84,0,False,False,0,0,0,0.170411,115,68,55,13,0.8088,2522.05,0.8067,43,NETBANKING,FOOD_DELIVERY,SMALL,4070.36,0.9874,0.0126,19,4,8,7.558501093470921,0.8088,2522.05,0.9874,28.176029411764706,0,0,1,ALTERNATIVE_PAYMENT,0.23013117860064433,435.92443426347654,alternative payment has strongest net expected value; multiple previous attempts reduce retry priority,0.0
EVT_00003877,ALTERNATIVE_PAYMENT,True,ALLOWED,0.257817,0,0.0,PAYMENT_FAILURE,2026-08-28 02:49:17,CUS_001375,MER_00141,2982.38,INR,UPI,MOBILE,FAILED,INSUFFICIENT_BALANCE,2,36.91,0,False,False,0,0,0,0.227817,1334,54,52,2,0.963,3808.36,0.7547,13,UPI,E_COMMERCE,MEDIUM,5168.9,0.7,0.3,2,4,8,8.00081216493655,0.963,3808.36,0.7,55.22925925925926,0,1,1,RECOVERY_REMINDER,0.3887342583652235,1157.3532774632754,reminder has strong predicted recovery value; multiple previous attempts reduce retry priority; strong customer payment history,0.0
EVT_00001639,ALTERNATIVE_PAYMENT,True,ALLOWED,0.428154,1,5791.74,PAYMENT_FAILURE,2026-08-19 03:57:50,CUS_001625,MER_00089,5791.74,INR,CARD,MOBILE,FAILED,ISSUER_DECLINE,1,24.81,0,False,False,0,0,0,0.248154,843,66,58,8,0.8788,13674.78,0.7891,38,UPI,SAAS,MEDIUM,416.38,0.9005,0.0995,3,2,8,8.664360688335567,0.8788,13674.78,0.9005,87.75363636363636,0,0,0,ALTERNATIVE_PAYMENT,0.4793311250853861,2771.161250402034,alternative payment has strongest net expected value,5791.74
EVT_00001343,ALTERNATIVE_PAYMENT,True,ALLOWED,0.530337,1,2049.94,CHECKOUT_ABANDONMENT,2026-08-06 05:59:48,CUS_001512,MER_00156,2049.94,INR,NETBANKING,MOBILE,AT_RISK,,0,67.4,70,False,False,0,0,0,0.500337,365,46,45,1,0.9783,3721.86,0.8675,48,UPI,FOOD_DELIVERY,MEDIUM,16696.36,0.898,0.102,5,3,8,7.626053503622045,0.9783,3721.86,0.898,44.56391304347826,0,1,0,RECOVERY_REMINDER,0.7421063808161427,1519.2735542902435,reminder has strong predicted recovery value; strong customer payment history,0.0
EVT_00008884,ALTERNATIVE_PAYMENT,True,ALLOWED,0.513782,1,16149.91,PAYMENT_FAILURE,2026-08-28 20:18:38,CUS_000155,MER_00126,16149.91,INR,UPI,MOBILE,FAILED,EXPIRED_PAYMENT_METHOD,2,62.88,0,False,False,0,0,0,0.333782,668,56,54,2,0.9643,27208.45,0.8072,16,UPI,DIGITAL_SERVICES,SMALL,2499.99,0.8824,0.1176,20,4,8,9.68973167381261,0.9643,27208.45,0.8824,288.39125,1,1,1,ALTERNATIVE_PAYMENT,0.5468902969738042,8827.22907600021,alternative payment has strongest net expected value; multiple previous attempts reduce retry priority; strong customer payment history; high-value transaction,16149.91
EVT_00003914,ALTERNATIVE_PAYMENT,True,ALLOWED,0.716094,1,1432.19,CHECKOUT_ABANDONMENT,2026-08-06 04:11:34,CUS_001250,MER_00186,1432.19,INR,UPI,TABLET,AT_RISK,,0,67.48,561,True,False,0,0,0,0.686094,1467,32,23,9,0.7188,3535.52,0.9006,6,NETBANKING,SAAS,LARGE,6624.61,0.9305,0.0695,4,3,8,7.2676580080132105,0.7188,3535.52,0.9305,44.7559375,0,0,0,RECOVERY_REMINDER,0.816064354847899,1166.7592083696125,reminder has strong predicted recovery value,1432.19
EVT_00003664,ALTERNATIVE_PAYMENT,True,ALLOWED,0.779323,0,0.0,CHECKOUT_ABANDONMENT,2026-08-22 12:55:22,CUS_000285,MER_00197,3290.55,INR,UPI,MOBILE,AT_RISK,,0,19.02,882,True,False,0,0,0,0.749323,678,54,49,5,0.9074,1502.12,0.6401,6,NETBANKING,E_COMMERCE,SMALL,1239.03,0.945,0.055,12,5,8,8.09911385743512,0.9074,1502.12,0.945,60.93611111111112,0,1,0,RECOVERY_REMINDER,0.8910483731384407,2930.039224230696,reminder has strong predicted recovery value; strong customer payment history,3290.55
EVT_00008538,ALTERNATIVE_PAYMENT,True,ALLOWED,0.640994,1,2988.06,PAYMENT_FAILURE,2026-08-06 04:05:03,CUS_000236,MER_00045,2988.06,INR,NETBANKING,DESKTOP,FAILED,BANK_TECHNICAL_ERROR,1,33.1,0,False,False,0,0,0,0.610994,1087,63,61,2,0.9683,2198.67,0.5842,52,WALLET,FOOD_DELIVERY,MEDIUM,1683.01,0.9677,0.0323,4,3,8,8.002714235685678,0.9683,2198.67,0.9677,47.42952380952381,0,1,0,RETRY_LATER,0.6914891898719654,2065.2111886888247,delayed retry has strong predicted recovery value; strong customer payment history,0.0
EVT_00000049,ALTERNATIVE_PAYMENT,True,ALLOWED,0.567531,0,0.0,SUBSCRIPTION_FAILURE,2026-08-28 20:51:19,CUS_000955,MER_00101,3181.77,INR,CARD,TABLET,AT_RISK,,0,11.5,0,False,False,574,17,1,0.537531,1184,22,21,1,0.9545,2211.99,0.45,2,UPI,FOOD_DELIVERY,SMALL,3940.25,0.8648,0.1352,20,4,8,8.065507165796019,0.9545,2211.99,0.8648,144.6259090909091,0,1,0,ALTERNATIVE_PAYMENT,0.537547255780223,1705.3517320238402,alternative payment has strongest net expected value; strong customer payment history,0.0
EVT_00001098,ALTERNATIVE_PAYMENT,True,ALLOWED,0.641967,0,0.0,PAYMENT_FAILURE,2026-08-19 04:12:47,CUS_000643,MER_00036,12698.63,INR,WALLET,MOBILE,FAILED,TIMEOUT,0,63.51,0,False,False,0,0,0,0.611967,1285,17,15,2,0.8824,9801.92,0.9254,9,NETBANKING,SAAS,MEDIUM,1103.05,0.7,0.3,4,2,8,9.449328138164017,0.8824,9801.92,0.7,746.9782352941176,1,0,0,RETRY_LATER,0.569562389386426,7231.66204473415,delayed retry has strong predicted recovery value; high-value transaction,12698.63
EVT_00006434,ALTERNATIVE_PAYMENT,True,ALLOWED,0.64164,0,0.0,SUBSCRIPTION_FAILURE,2026-08-06 03:31:10,CUS_000274,MER_00117,3498.08,INR,CARD,MOBILE,AT_RISK,,0,43.76,0,False,False,319,19,0,0.61164,1439,37,32,5,0.8649,11819.32,0.7243,13,WALLET,TRAVEL,SMALL,11500.96,0.8461,0.1539,3,3,8,8.160255355781654,0.8649,11819.32,0.8461,94.5427027027027,0,0,0,ALTERNATIVE_PAYMENT,0.5521614927560592,1926.5050745801154,alternative payment has strongest net expected value,0.0
EVT_00000497,ALTERNATIVE_PAYMENT,True,ALLOWED,0.207823,0,0.0,SUBSCRIPTION_FAILURE,2026-08-06 02:19:04,CUS_000403,MER_00135,3533.28,INR,CARD,MOBILE,AT_RISK,,0,53.84,0,False,False,774,1,3,0.177823,501,59,52,7,0.8814,4659.44,0.7415,32,UPI,FOOD_DELIVERY,SMALL,9749.43,0.833,0.167,2,3,8,8.170264880074983,0.8814,4659.44,0.833,59.886101694915254,0,0,0,RECOVERY_REMINDER,0.3820459298677635,1347.8752430831714,reminder has strong predicted recovery value,0.0
EVT_00000482,ALTERNATIVE_PAYMENT,True,ALLOWED,0.564485,0,0.0,CHECKOUT_ABANDONMENT,2026-08-28 20:52:05,CUS_000778,MER_00079,5449.91,INR,UPI,MOBILE,AT_RISK,,0,62.85,863,False,False,0,0,0,0.534485,204,72,63,9,0.875,3888.84,0.8504,80,CARD,FOOD_DELIVERY,LARGE,412.23,0.9077,0.0923,20,4,8,8.603537846196001,0.875,3888.84,0.9077,75.69319444444444,0,0,0,RECOVERY_REMINDER,0.729073846643214,3971.386847559318,reminder has strong predicted recovery value,5449.91
EVT_00005199,ALTERNATIVE_PAYMENT,True,ALLOWED,0.625651,1,1816.57,PAYMENT_FAILURE,2026-08-06 06:06:06,CUS_001049,MER_00039,1816.57,INR,UPI,MOBILE,FAILED,TIMEOUT,0,57.57,0,False,False,0,0,0,0.595651,1012,14,12,2,0.8571,2265.92,0.3675,54,CARD,DIGITAL_SERVICES,SMALL,6776.92,0.7982,0.2018,6,3,8,7.505255723108928,0.8571,2265.92,0.7982,129.755,0,0,0,RETRY_LATER,0.5977424904861727,1084.8410759424667,delayed retry has strong predicted recovery value; decision margin is narrow,1816.57
EVT_00006098,ALTERNATIVE_PAYMENT,True,ALLOWED,0.62034,1,2313.17,SUBSCRIPTION_FAILURE,2026-08-19 04:43:53,CUS_001221,MER_00101,2313.17,INR,UPI,MOBILE,AT_RISK,,0,12.2,0,False,False,482,13,0,0.59034,985,56,45,11,0.8036,3614.13,0.9565,48,UPI,FOOD_DELIVERY,SMALL,3940.25,0.8648,0.1352,4,2,8,7.74680637091512,0.8036,3614.13,0.8648,41.306607142857146,0,0,0,RECOVERY_REMINDER,0.5011801085397865,1157.314791670978,reminder has strong predicted recovery value,2313.17
EVT_00007240,ALTERNATIVE_PAYMENT,True,ALLOWED,0.192354,0,0.0,PAYMENT_FAILURE,2026-08-06 01:10:09,CUS_000829,MER_00169,3194.54,INR,CARD,MOBILE,FAILED,INSUFFICIENT_BALANCE,3,3.21,0,False,False,0,0,0,0.162354,1299,50,39,11,0.78,4767.17,0.3192,44,UPI,FOOD_DELIVERY,SMALL,4115.41,0.9528,0.0472,1,3,8,8.06951136661487,0.78,4767.17,0.9528,63.8908,0,0,1,ALTERNATIVE_PAYMENT,0.18445625562300091,584.2528868379013,alternative payment has strongest net expected value; multiple previous attempts reduce retry priority,0.0
EVT_00004082,ALTERNATIVE_PAYMENT,True,ALLOWED,0.307969,0,0.0,PAYMENT_FAILURE,2026-08-28 21:29:17,CUS_001124,MER_00122,2679.25,INR,NETBANKING,MOBILE,FAILED,INSUFFICIENT_BALANCE,1,45.02,0,False,False,0,0,0,0.277969,388,49,42,7,0.8571,2513.45,0.8455,83,UPI,TRAVEL,LARGE,1261.74,0.7975,0.2025,21,4,8,7.893665352736349,0.8571,2513.45,0.7975,54.67857142857143,0,0,0,ALTERNATIVE_PAYMENT,0.3727105029282464,993.5846149705043,alternative payment has strongest net expected value,0.0
