customer_id,customer_tenure_days,total_transactions,successful_transactions,failed_transactions,historical_success_rate,avg_transaction_amount,previous_recovery_success_rate,days_since_last_success,preferred_payment_method
CUS_000380,415,52,51,1,0.9808,1464.75,0.8311,47,CARD
CUS_000381,37,15,14,1,0.9333,3894.29,0.6679,10,UPI
CUS_000382,1407,36,31,5,0.8611,2570.49,0.9145,76,WALLET
CUS_000383,1423,73,66,7,0.9041,2062.13,0.7134,15,CARD
CUS_000384,384,32,28,4,0.875,3048.49,0.8242,89,UPI
CUS_000385,76,15,13,2,0.8667,18551.14,0.6715,1,UPI
CUS_000386,210,70,63,7,0.9,5046.9,0.6703,56,CARD
CUS_000387,129,76,68,8,0.8947,2388.61,0.8286,28,CARD
CUS_000388,1251,78,66,12,0.8462,1042.03,0.7074,48,NETBANKING
CUS_000389,1341,76,72,4,0.9474,1135.4,0.8755,75,CARD
CUS_000390,255,69,60,9,0.8696,2929.72,0.654,70,WALLET
CUS_000391,1127,36,34,2,0.9444,2710.48,0.7254,25,CARD
CUS_000392,293,16,15,1,0.9375,3761.57,0.7054,5,WALLET
CUS_000393,569,49,48,1,0.9796,730.76,0.7356,25,CARD
CUS_000394,911,18,15,3,0.8333,4181.76,0.8053,72,CARD
CUS_000395,1088,38,32,6,0.8421,10239.59,0.847,46,CARD
CUS_000396,1315,52,47,5,0.9038,16483.34,0.5779,68,CARD
CUS_000397,95,75,68,7,0.9067,988.59,0.4855,44,UPI
CUS_000398,318,23,22,1,0.9565,2370.17,0.8442,47,UPI
CUS_000399,442,20,15,5,0.75,2272.07,0.543,5,UPI
CUS_000400,486,59,55,4,0.9322,5056.4,0.8614,2,UPI
CUS_000401,1497,1,1,0,1.0,1695.98,0.6042,63,NETBANKING
CUS_000402,1172,45,31,14,0.6889,17285.85,0.7847,18,CARD
CUS_000403,501,59,52,7,0.8814,4659.44,0.7415,32,UPI
CUS_000404,1458,44,39,5,0.8864,4077.81,0.9587,33,UPI
CUS_000405,763,31,27,4,0.871,16090.81,0.7807,56,UPI
CUS_000406,766,66,40,26,0.6061,4442.6,0.5778,84,NETBANKING
CUS_000407,667,30,21,9,0.7,6198.58,0.924,68,NETBANKING
CUS_000408,241,57,53,4,0.9298,2468.08,0.8049,57,UPI
CUS_000409,1403,37,33,4,0.8919,1503.32,0.8489,75,UPI
CUS_000410,50,3,3,0,1.0,2761.54,0.7743,45,WALLET
CUS_000411,286,42,34,8,0.8095,25884.86,0.9012,13,CARD
CUS_000412,367,4,3,1,0.75,7467.01,0.7935,43,NETBANKING
CUS_000413,440,74,70,4,0.9459,5605.26,0.6024,88,UPI
CUS_000414,223,48,42,6,0.875,2060.56,0.9304,70,UPI
CUS_000415,56,30,28,2,0.9333,9328.54,0.8468,31,CARD
CUS_000416,1026,39,36,3,0.9231,1518.8,0.7892,29,UPI
CUS_000417,1454,49,37,12,0.7551,1284.58,0.628,82,NETBANKING
CUS_000418,209,21,17,4,0.8095,2877.63,0.5336,8,CARD
CUS_000419,465,23,21,2,0.913,21491.77,0.6585,83,UPI
CUS_000420,774,34,24,10,0.7059,20540.38,0.5829,60,CARD
CUS_000421,1393,21,14,7,0.6667,3136.44,0.7474,72,CARD
CUS_000422,1050,60,58,2,0.9667,2624.05,0.7763,29,WALLET
CUS_000423,1156,9,8,1,0.8889,1211.41,0.9192,58,UPI
CUS_000424,884,66,55,11,0.8333,4789.86,0.8859,29,CARD
CUS_000425,643,28,20,8,0.7143,5122.73,0.6583,1,UPI
CUS_000426,323,45,39,6,0.8667,8463.16,0.4627,40,NETBANKING
CUS_000427,1300,13,13,0,1.0,9324.48,0.8557,88,CARD
CUS_000428,1212,31,26,5,0.8387,3842.56,0.6869,21,UPI
CUS_000429,66,60,59,1,0.9833,7020.96,0.3151,14,CARD
CUS_000430,1081,22,20,2,0.9091,2569.13,0.6695,82,CARD
CUS_000431,154,11,9,2,0.8182,6915.13,0.9631,81,CARD
CUS_000432,1116,42,36,6,0.8571,2999.04,0.6811,76,UPI
CUS_000433,1244,13,10,3,0.7692,6498.97,0.8171,87,CARD
CUS_000434,222,25,24,1,0.96,6091.4,0.2611,89,NETBANKING
CUS_000435,667,36,32,4,0.8889,4754.64,0.6907,82,UPI
CUS_000436,211,45,42,3,0.9333,8496.97,0.354,86,UPI
CUS_000437,863,51,45,6,0.8824,1281.15,0.8053,67,NETBANKING
CUS_000438,1393,54,50,4,0.9259,1919.65,0.9399,28,CARD
CUS_000439,148,67,60,7,0.8955,3625.64,0.861,41,CARD
CUS_000440,614,6,5,1,0.8333,1418.31,0.6753,34,NETBANKING
CUS_000441,1460,29,24,5,0.8276,3249.78,0.4816,45,UPI
CUS_000442,472,1,1,0,1.0,3334.67,0.4603,62,NETBANKING
CUS_000443,224,1,1,0,1.0,12830.49,0.8062,21,CARD
CUS_000444,748,17,16,1,0.9412,5043.52,0.9032,1,UPI
CUS_000445,777,48,35,13,0.7292,10253.52,0.8818,54,WALLET
CUS_000446,1004,71,66,5,0.9296,5728.29,0.486,89,CARD
CUS_000447,491,62,58,4,0.9355,2931.59,0.9145,77,UPI
CUS_000448,1434,52,42,10,0.8077,5008.07,0.6911,0,WALLET
CUS_000449,795,62,50,12,0.8065,8065.68,0.6895,53,WALLET
CUS_000450,451,14,12,2,0.8571,11690.76,0.7205,47,NETBANKING
CUS_000451,1441,67,62,5,0.9254,4048.03,0.6938,38,UPI
CUS_000452,1389,71,64,7,0.9014,1204.51,0.5874,60,UPI
CUS_000453,763,8,7,1,0.875,1138.64,0.6336,38,CARD
CUS_000454,66,38,32,6,0.8421,3465.81,0.8792,82,NETBANKING
CUS_000455,907,66,63,3,0.9545,693.33,0.6101,81,UPI
CUS_000456,846,38,33,5,0.8684,18918.89,0.7955,57,CARD
CUS_000457,247,67,60,7,0.8955,7254.51,0.8222,41,UPI
CUS_000458,961,74,70,4,0.9459,2706.2,0.947,53,CARD
CUS_000459,1265,38,31,7,0.8158,1852.17,0.7041,81,CARD
CUS_000460,185,5,4,1,0.8,10242.78,0.4242,27,UPI
CUS_000461,1093,27,23,4,0.8519,1846.27,0.359,78,CARD
CUS_000462,236,17,13,4,0.7647,1992.71,0.8734,53,CARD
CUS_000463,1130,38,35,3,0.9211,2438.35,0.7922,5,CARD
CUS_000464,646,47,43,4,0.9149,4930.04,0.6277,67,NETBANKING
CUS_000465,39,37,28,9,0.7568,7394.34,0.5383,18,UPI
CUS_000466,1450,16,15,1,0.9375,11683.94,0.8934,46,UPI
CUS_000467,273,24,19,5,0.7917,10381.8,0.6002,85,CARD
CUS_000468,906,54,52,2,0.963,4502.79,0.7776,70,CARD
CUS_000469,296,3,2,1,0.6667,10180.71,0.6156,62,UPI
CUS_000470,1401,17,16,1,0.9412,2630.77,0.8678,6,WALLET
CUS_000471,1115,71,58,13,0.8169,1048.53,0.9294,77,UPI
CUS_000472,1212,8,7,1,0.875,2630.5,0.8628,30,UPI
CUS_000473,665,33,29,4,0.8788,2360.96,0.5448,4,NETBANKING
CUS_000474,717,17,14,3,0.8235,2714.17,0.6997,86,WALLET
CUS_000475,962,9,8,1,0.8889,2088.77,0.7432,17,CARD
CUS_000476,1183,34,32,2,0.9412,3111.76,0.7167,29,UPI
CUS_000477,1275,42,33,9,0.7857,7389.73,0.7642,12,UPI
CUS_000478,56,14,13,1,0.9286,17748.18,0.8056,55,UPI
CUS_000479,1005,7,7,0,1.0,1131.79,0.5413,78,CARD
CUS_000480,190,11,9,2,0.8182,1606.23,0.5945,46,CARD
CUS_000481,453,52,40,12,0.7692,2389.11,0.6748,78,UPI
CUS_000482,1249,68,62,6,0.9118,8303.45,0.6414,84,CARD
CUS_000483,398,15,14,1,0.9333,3819.5,0.6073,78,CARD
CUS_000484,1201,26,24,2,0.9231,2521.34,0.8336,14,UPI
CUS_000485,710,28,22,6,0.7857,7984.19,0.437,18,UPI
CUS_000486,371,29,27,2,0.931,9671.56,0.9319,26,NETBANKING
CUS_000487,521,20,19,1,0.95,4432.97,0.4535,57,UPI
CUS_000488,810,5,3,2,0.6,2342.23,0.7736,77,UPI
CUS_000489,1154,42,37,5,0.881,5586.21,0.8016,28,UPI
CUS_000490,920,29,24,5,0.8276,3733.94,0.8944,59,CARD
CUS_000491,1401,28,23,5,0.8214,3710.87,0.7755,16,CARD
CUS_000492,1305,21,20,1,0.9524,2986.66,0.7823,48,CARD
CUS_000493,1137,74,59,15,0.7973,9431.58,0.6381,70,UPI
CUS_000494,916,49,44,5,0.898,5495.79,0.5861,35,CARD
CUS_000495,456,34,26,8,0.7647,10305.09,0.798,14,UPI
CUS_000496,636,17,15,2,0.8824,13106.89,0.9168,37,NETBANKING
CUS_000497,204,64,53,11,0.8281,6496.49,0.9144,68,WALLET
CUS_000498,580,71,67,4,0.9437,3000.85,0.7067,84,CARD
CUS_000499,1391,3,3,0,1.0,10343.29,0.9195,55,UPI
CUS_000500,656,74,68,6,0.9189,6531.32,0.8568,60,CARD
CUS_000501,197,56,50,6,0.8929,36117.29,0.6398,37,UPI
CUS_000502,988,8,8,0,1.0,5767.04,0.8283,83,UPI
CUS_000503,1445,60,58,2,0.9667,7863.47,0.4292,78,WALLET
CUS_000504,1305,9,8,1,0.8889,5676.96,0.9505,87,UPI
CUS_000505,432,5,4,1,0.8,4157.02,0.9678,77,UPI
CUS_000506,697,10,9,1,0.9,3658.47,0.9497,49,CARD
CUS_000507,810,37,35,2,0.9459,5694.34,0.7892,86,CARD
CUS_000508,394,49,44,5,0.898,6827.91,0.4875,54,CARD
CUS_000509,424,33,27,6,0.8182,11331.51,0.5378,54,UPI
CUS_000510,377,10,9,1,0.9,5761.27,0.7464,59,CARD
CUS_000511,1492,16,14,2,0.875,3107.34,0.7945,16,UPI
CUS_000512,1126,68,64,4,0.9412,3464.59,0.6468,75,WALLET
CUS_000513,1266,77,64,13,0.8312,1561.63,0.6929,32,UPI
CUS_000514,1230,60,54,6,0.9,16997.2,0.628,59,UPI
CUS_000515,1439,9,8,1,0.8889,2918.7,0.7266,75,CARD
CUS_000516,184,65,63,2,0.9692,9757.44,0.7886,10,UPI
CUS_000517,1325,55,50,5,0.9091,5614.31,0.54,27,CARD
CUS_000518,127,42,40,2,0.9524,5737.73,0.8018,84,UPI
CUS_000519,728,12,11,1,0.9167,4096.44,0.9102,32,UPI
CUS_000520,903,79,76,3,0.962,2396.09,0.8656,59,UPI
CUS_000521,556,35,31,4,0.8857,2073.52,0.7227,50,UPI
CUS_000522,244,4,4,0,1.0,17936.71,0.8567,78,UPI
CUS_000523,312,17,14,3,0.8235,4929.54,0.8355,45,UPI
CUS_000524,1242,32,27,5,0.8438,11070.59,0.7233,38,UPI
CUS_000525,498,5,4,1,0.8,13626.32,0.6934,1,NETBANKING
CUS_000526,486,26,24,2,0.9231,3239.44,0.8632,42,CARD
CUS_000527,1387,38,36,2,0.9474,6314.71,0.8624,52,UPI
CUS_000528,241,75,68,7,0.9067,4664.99,0.3789,61,UPI
CUS_000529,1375,7,7,0,1.0,1783.02,0.8108,70,UPI
CUS_000530,1383,46,38,8,0.8261,3879.45,0.8685,69,UPI
CUS_000531,909,73,67,6,0.9178,7200.01,0.8568,41,CARD
CUS_000532,273,64,61,3,0.9531,3018.78,0.8433,7,UPI
CUS_000533,259,74,48,26,0.6486,3470.17,0.4122,22,WALLET
CUS_000534,448,14,11,3,0.7857,3917.23,0.4541,36,CARD
CUS_000535,878,64,56,8,0.875,24368.73,0.3159,88,UPI
CUS_000536,255,78,74,4,0.9487,1037.53,0.4898,69,UPI
CUS_000537,699,26,26,0,1.0,6722.04,0.9495,80,UPI
CUS_000538,199,40,36,4,0.9,3674.46,0.8378,89,UPI
CUS_000539,824,42,39,3,0.9286,2695.42,0.8559,11,CARD
CUS_000540,61,40,38,2,0.95,3603.04,0.7833,1,UPI
CUS_000541,1072,23,22,1,0.9565,7675.08,0.689,51,UPI
CUS_000542,111,77,64,13,0.8312,8034.11,0.774,23,UPI
CUS_000543,316,76,60,16,0.7895,5222.06,0.8445,78,CARD
CUS_000544,286,31,30,1,0.9677,10786.23,0.4869,41,UPI
CUS_000545,1251,64,62,2,0.9688,12417.96,0.6254,0,WALLET
CUS_000546,108,32,29,3,0.9062,8646.7,0.6047,20,UPI
CUS_000547,661,63,62,1,0.9841,2907.01,0.774,30,UPI
CUS_000548,898,47,46,1,0.9787,6683.43,0.7146,2,CARD
CUS_000549,788,38,37,1,0.9737,6708.92,0.2221,28,CARD
CUS_000550,1030,11,8,3,0.7273,2343.33,0.7237,48,UPI
CUS_000551,1210,52,50,2,0.9615,1282.13,0.7712,80,CARD
CUS_000552,608,26,21,5,0.8077,892.13,0.7572,58,UPI
CUS_000553,1247,18,15,3,0.8333,4758.64,0.5389,8,UPI
CUS_000554,497,16,15,1,0.9375,5711.66,0.7739,37,UPI
CUS_000555,1477,78,66,12,0.8462,1748.31,0.6435,69,CARD
CUS_000556,771,9,8,1,0.8889,10390.62,0.5584,33,CARD
CUS_000557,1111,64,59,5,0.9219,5082.75,0.9018,50,CARD
CUS_000558,1316,69,46,23,0.6667,13245.26,0.5199,88,WALLET
CUS_000559,1195,3,3,0,1.0,6052.71,0.6149,12,CARD
CUS_000560,1281,47,46,1,0.9787,1917.48,0.7015,42,NETBANKING
CUS_000561,818,46,45,1,0.9783,6492.86,0.7863,54,UPI
CUS_000562,93,29,27,2,0.931,7691.89,0.9309,71,CARD
CUS_000563,754,53,49,4,0.9245,2903.68,0.6377,75,CARD
CUS_000564,296,33,30,3,0.9091,1419.64,0.7344,25,UPI
CUS_000565,1337,35,28,7,0.8,4875.95,0.7463,42,UPI
CUS_000566,378,35,29,6,0.8286,2020.61,0.5374,74,CARD
CUS_000567,365,64,62,2,0.9688,11031.86,0.8736,75,UPI
CUS_000568,396,51,48,3,0.9412,3248.96,0.7235,74,UPI
CUS_000569,974,30,29,1,0.9667,17881.35,0.8227,60,CARD
CUS_000570,869,74,67,7,0.9054,822.63,0.4292,24,CARD
CUS_000571,1424,64,57,7,0.8906,5012.4,0.6284,33,UPI
CUS_000572,641,74,69,5,0.9324,14119.99,0.9561,59,UPI
CUS_000573,444,58,51,7,0.8793,2207.44,0.935,22,NETBANKING
CUS_000574,102,31,28,3,0.9032,3961.87,0.6617,61,WALLET
CUS_000575,40,62,59,3,0.9516,3259.74,0.4433,46,CARD
CUS_000576,579,27,17,10,0.6296,2604.04,0.8345,39,UPI
CUS_000577,1390,22,20,2,0.9091,5472.72,0.4944,31,UPI
CUS_000578,799,36,34,2,0.9444,1596.38,0.6265,69,UPI
CUS_000579,1343,77,75,2,0.974,4117.73,0.8635,41,CARD
CUS_000580,179,45,39,6,0.8667,6799.66,0.9215,27,CARD
CUS_000581,167,31,29,2,0.9355,3788.62,0.7368,34,CARD
CUS_000582,1255,37,32,5,0.8649,2021.65,0.9008,43,UPI
CUS_000583,186,24,22,2,0.9167,10259.72,0.9033,55,NETBANKING
CUS_000584,106,53,49,4,0.9245,8071.05,0.4778,89,UPI
CUS_000585,624,28,24,4,0.8571,1956.44,0.9754,30,UPI
CUS_000586,1389,44,32,12,0.7273,1598.06,0.4786,16,CARD
CUS_000587,1043,30,28,2,0.9333,2101.26,0.9003,88,CARD
CUS_000588,175,26,23,3,0.8846,6960.81,0.4726,13,NETBANKING
CUS_000589,1260,77,67,10,0.8701,5609.92,0.5021,81,CARD
CUS_000590,1270,28,25,3,0.8929,8466.72,0.8523,12,WALLET
CUS_000591,1207,6,6,0,1.0,3466.54,0.8816,32,UPI
CUS_000592,1356,30,29,1,0.9667,2147.47,0.8275,89,UPI
CUS_000593,382,43,32,11,0.7442,9385.39,0.7114,14,UPI
CUS_000594,1469,8,6,2,0.75,2890.18,0.4928,14,UPI
CUS_000595,501,25,22,3,0.88,5224.27,0.8852,54,NETBANKING
CUS_000596,1208,14,13,1,0.9286,1302.31,0.5532,17,UPI
CUS_000597,881,40,33,7,0.825,2852.59,0.8062,2,UPI
CUS_000598,1175,58,54,4,0.931,10090.5,0.8036,62,UPI
CUS_000599,952,77,70,7,0.9091,2537.19,0.6955,86,CARD
CUS_000600,974,31,30,1,0.9677,8633.76,0.9256,68,WALLET
CUS_000601,935,69,65,4,0.942,697.16,0.8929,86,NETBANKING
CUS_000602,1175,17,16,1,0.9412,2876.47,0.9067,47,UPI
CUS_000603,1116,62,47,15,0.7581,3923.54,0.9304,55,CARD
CUS_000604,227,45,44,1,0.9778,18139.82,0.9792,88,UPI
CUS_000605,1244,60,46,14,0.7667,1766.19,0.5598,45,WALLET
CUS_000606,818,60,53,7,0.8833,7697.32,0.8487,3,UPI
CUS_000607,504,43,39,4,0.907,10481.62,0.8123,21,WALLET
CUS_000608,785,21,19,2,0.9048,2526.63,0.9026,55,NETBANKING
CUS_000609,1451,42,34,8,0.8095,3337.62,0.7225,77,CARD
CUS_000610,1290,66,62,4,0.9394,5039.87,0.671,54,CARD
CUS_000611,1255,77,73,4,0.9481,1375.6,0.6146,36,UPI
CUS_000612,710,74,69,5,0.9324,3126.75,0.5477,28,UPI
CUS_000613,1182,15,14,1,0.9333,12490.48,0.5801,61,UPI
CUS_000614,596,48,36,12,0.75,6835.99,0.8335,80,UPI
CUS_000615,1038,9,8,1,0.8889,3969.64,0.7963,25,CARD
CUS_000616,970,53,47,6,0.8868,4926.04,0.616,49,CARD
CUS_000617,397,79,77,2,0.9747,7162.09,0.7793,38,NETBANKING
CUS_000618,421,5,4,1,0.8,8347.86,0.6644,22,NETBANKING
CUS_000619,119,52,46,6,0.8846,2883.33,0.9399,36,UPI
CUS_000620,235,75,67,8,0.8933,15361.34,0.6469,7,UPI
CUS_000621,667,67,57,10,0.8507,12899.08,0.3697,47,UPI
CUS_000622,732,32,32,0,1.0,7735.99,0.8207,9,UPI
CUS_000623,272,9,8,1,0.8889,2292.65,0.3893,42,CARD
CUS_000624,642,73,65,8,0.8904,1989.53,0.5995,80,CARD
CUS_000625,918,73,62,11,0.8493,3465.28,0.6569,13,CARD
CUS_000626,371,46,44,2,0.9565,4724.16,0.4873,22,CARD
CUS_000627,527,78,70,8,0.8974,1093.39,0.7062,64,NETBANKING
CUS_000628,570,1,1,0,1.0,6684.77,0.6354,81,CARD
CUS_000629,772,49,46,3,0.9388,12604.42,0.5253,86,WALLET
CUS_000630,568,4,3,1,0.75,7136.74,0.8234,10,NETBANKING
CUS_000631,1113,74,69,5,0.9324,2620.16,0.5423,21,CARD
CUS_000632,511,54,49,5,0.9074,2383.46,0.6475,88,UPI
CUS_000633,667,73,68,5,0.9315,5719.95,0.3102,45,NETBANKING
CUS_000634,587,45,40,5,0.8889,3980.61,0.2874,75,UPI
CUS_000635,298,7,7,0,1.0,6414.17,0.8837,1,UPI
CUS_000636,1038,3,3,0,1.0,7282.36,0.8549,10,CARD
CUS_000637,376,27,21,6,0.7778,10778.89,0.8137,18,UPI
CUS_000638,466,59,46,13,0.7797,1819.17,0.5042,7,UPI
CUS_000639,1195,12,10,2,0.8333,5372.93,0.6655,80,UPI
CUS_000640,1424,68,64,4,0.9412,3364.56,0.6091,72,NETBANKING
CUS_000641,1016,19,18,1,0.9474,4158.56,0.617,35,CARD
CUS_000642,1377,40,30,10,0.75,8985.43,0.5651,7,WALLET
CUS_000643,1285,17,15,2,0.8824,9801.92,0.9254,9,NETBANKING
CUS_000644,736,37,31,6,0.8378,13774.68,0.8499,23,UPI
CUS_000645,1162,36,33,3,0.9167,6325.25,0.7119,65,CARD
CUS_000646,512,1,1,0,1.0,4120.87,0.6648,72,CARD
CUS_000647,706,45,38,7,0.8444,3675.81,0.804,48,UPI
CUS_000648,817,63,60,3,0.9524,1123.3,0.4293,81,WALLET
CUS_000649,1441,74,68,6,0.9189,13142.69,0.7317,83,WALLET
CUS_000650,1277,27,22,5,0.8148,3478.35,0.9269,69,UPI
CUS_000651,749,70,48,22,0.6857,6744.96,0.633,7,NETBANKING
CUS_000652,989,70,59,11,0.8429,7746.76,0.4168,80,UPI
CUS_000653,327,79,70,9,0.8861,1661.67,0.6217,81,WALLET
CUS_000654,1212,30,30,0,1.0,2149.85,0.7865,50,CARD
CUS_000655,842,68,65,3,0.9559,15513.23,0.6568,53,UPI
CUS_000656,813,45,39,6,0.8667,5677.02,0.8337,70,NETBANKING
CUS_000657,1156,5,5,0,1.0,2828.11,0.4295,53,CARD
CUS_000658,960,22,20,2,0.9091,4067.38,0.7147,30,UPI
CUS_000659,136,54,49,5,0.9074,10730.25,0.8052,62,CARD
CUS_000660,453,13,13,0,1.0,9502.25,0.58,70,CARD
CUS_000661,289,35,26,9,0.7429,1392.65,0.7647,12,CARD
CUS_000662,1110,62,53,9,0.8548,16634.93,0.8028,61,CARD
CUS_000663,81,12,11,1,0.9167,9747.35,0.5107,15,UPI
CUS_000664,327,40,37,3,0.925,3983.25,0.7722,51,UPI
CUS_000665,908,17,15,2,0.8824,1734.47,0.7642,9,CARD
CUS_000666,1051,43,41,2,0.9535,10457.13,0.6602,89,UPI
CUS_000667,769,20,19,1,0.95,6587.8,0.9696,60,CARD
CUS_000668,1295,77,75,2,0.974,1401.91,0.716,42,WALLET
CUS_000669,1380,7,6,1,0.8571,3737.49,0.6753,45,NETBANKING
CUS_000670,224,77,68,9,0.8831,54872.69,0.6093,55,CARD
CUS_000671,1430,63,61,2,0.9683,4559.8,0.5121,11,CARD
CUS_000672,933,68,64,4,0.9412,2485.57,0.8228,45,NETBANKING
CUS_000673,965,68,64,4,0.9412,2008.28,0.8641,64,NETBANKING
CUS_000674,169,15,14,1,0.9333,18573.89,0.6778,23,UPI
CUS_000675,944,74,70,4,0.9459,8866.54,0.496,43,CARD
CUS_000676,1096,47,42,5,0.8936,13874.17,0.8593,29,UPI
CUS_000677,883,77,72,5,0.9351,5488.34,0.6921,14,UPI
CUS_000678,154,70,62,8,0.8857,12271.66,0.8795,88,UPI
CUS_000679,799,46,41,5,0.8913,2282.84,0.9667,53,CARD
CUS_000680,1405,30,24,6,0.8,5125.1,0.882,35,CARD
CUS_000681,1093,10,10,0,1.0,5661.68,0.7586,30,NETBANKING
CUS_000682,231,8,7,1,0.875,13599.53,0.7927,61,UPI
CUS_000683,1441,31,27,4,0.871,5807.51,0.8567,9,UPI
CUS_000684,1439,65,45,20,0.6923,2728.27,0.923,51,UPI
CUS_000685,279,40,37,3,0.925,4736.68,0.6227,20,UPI
CUS_000686,1207,39,34,5,0.8718,1176.97,0.7841,80,UPI
CUS_000687,627,20,18,2,0.9,702.79,0.5097,70,WALLET
CUS_000688,902,45,37,8,0.8222,8750.85,0.7928,68,UPI
CUS_000689,684,51,44,7,0.8627,3334.37,0.961,13,CARD
CUS_000690,1180,78,58,20,0.7436,3650.79,0.9831,7,UPI
CUS_000691,1495,58,55,3,0.9483,8748.08,0.6623,41,CARD
CUS_000692,1198,48,39,9,0.8125,13758.9,0.8116,31,NETBANKING
CUS_000693,1399,72,57,15,0.7917,6901.01,0.6562,65,WALLET
CUS_000694,1420,34,34,0,1.0,21042.32,0.5336,64,UPI
CUS_000695,162,74,64,10,0.8649,6727.67,0.6682,35,NETBANKING
CUS_000696,402,30,26,4,0.8667,5730.76,0.6896,14,UPI
CUS_000697,1091,11,7,4,0.6364,5454.21,0.5094,29,NETBANKING
CUS_000698,897,33,31,2,0.9394,1609.11,0.7404,45,UPI
CUS_000699,103,11,10,1,0.9091,9668.53,0.8766,22,CARD
CUS_000700,169,10,9,1,0.9,636.17,0.7032,28,CARD
CUS_000701,795,70,67,3,0.9571,2815.32,0.4372,21,NETBANKING
CUS_000702,935,63,55,8,0.873,4583.31,0.7397,5,NETBANKING
CUS_000703,276,18,17,1,0.9444,2392.33,0.8432,54,UPI
CUS_000704,281,67,57,10,0.8507,3135.14,0.6094,89,NETBANKING
CUS_000705,220,6,5,1,0.8333,19600.95,0.6977,85,UPI
CUS_000706,860,23,22,1,0.9565,10884.03,0.8253,83,UPI
CUS_000707,41,56,41,15,0.7321,2599.75,0.4976,59,UPI
CUS_000708,871,24,21,3,0.875,3090.78,0.4063,67,UPI
CUS_000709,729,58,49,9,0.8448,1620.08,0.7837,5,UPI
CUS_000710,714,70,63,7,0.9,7909.56,0.6615,18,CARD
CUS_000711,1028,6,5,1,0.8333,3685.05,0.8692,63,UPI
CUS_000712,798,2,2,0,1.0,933.24,0.785,88,CARD
CUS_000713,1099,75,58,17,0.7733,4877.85,0.7617,81,UPI
CUS_000714,1152,42,35,7,0.8333,6393.36,0.5134,56,CARD
CUS_000715,1382,41,38,3,0.9268,9723.93,0.4818,9,UPI
CUS_000716,1204,37,35,2,0.9459,4243.52,0.8811,86,UPI
CUS_000717,791,35,31,4,0.8857,3339.9,0.8949,28,CARD
CUS_000718,753,55,40,15,0.7273,22045.07,0.8783,3,WALLET
CUS_000719,376,46,43,3,0.9348,4523.77,0.8854,69,WALLET
CUS_000720,911,13,11,2,0.8462,8002.28,0.8739,15,UPI
CUS_000721,234,50,38,12,0.76,2922.52,0.6364,27,WALLET
CUS_000722,1398,53,50,3,0.9434,7814.69,0.8685,60,CARD
CUS_000723,1272,9,9,0,1.0,1404.35,0.7121,86,NETBANKING
CUS_000724,206,30,27,3,0.9,3109.38,0.7067,81,UPI
CUS_000725,1185,63,53,10,0.8413,1711.65,0.6092,14,UPI
CUS_000726,202,49,47,2,0.9592,2773.47,0.769,15,UPI
CUS_000727,1090,11,7,4,0.6364,12236.87,0.8192,72,NETBANKING
CUS_000728,158,4,4,0,1.0,2757.2,0.8697,28,UPI
CUS_000729,747,46,45,1,0.9783,7993.93,0.8019,7,UPI
CUS_000730,997,37,35,2,0.9459,15148.32,0.8622,52,CARD
CUS_000731,1101,76,48,28,0.6316,4401.81,0.8009,59,WALLET
CUS_000732,645,42,40,2,0.9524,9965.12,0.9649,89,CARD
CUS_000733,1384,74,56,18,0.7568,6882.25,0.8272,43,CARD
CUS_000734,1168,17,16,1,0.9412,4939.32,0.9172,71,UPI
CUS_000735,336,36,30,6,0.8333,8201.61,0.5063,48,NETBANKING
CUS_000736,1016,12,11,1,0.9167,19609.77,0.4678,83,UPI
CUS_000737,1103,46,44,2,0.9565,2702.73,0.9113,43,UPI
CUS_000738,520,15,12,3,0.8,2089.07,0.9149,60,CARD
CUS_000739,1115,39,35,4,0.8974,1993.21,0.6132,86,UPI
CUS_000740,1350,28,25,3,0.8929,9970.39,0.8259,78,CARD
CUS_000741,1231,15,14,1,0.9333,11106.96,0.3228,36,CARD
CUS_000742,1150,8,6,2,0.75,2928.38,0.491,45,UPI
CUS_000743,962,41,33,8,0.8049,814.86,0.5292,53,UPI
CUS_000744,427,75,65,10,0.8667,2622.88,0.781,11,UPI
CUS_000745,1198,16,11,5,0.6875,6975.2,0.8462,21,UPI
CUS_000746,565,32,28,4,0.875,4266.09,0.6754,63,NETBANKING
CUS_000747,812,18,17,1,0.9444,5198.42,0.9146,6,CARD
CUS_000748,492,64,54,10,0.8438,2960.63,0.7242,54,UPI
CUS_000749,490,33,30,3,0.9091,10128.45,0.7286,43,UPI
CUS_000750,261,77,58,19,0.7532,5921.74,0.8826,43,NETBANKING
CUS_000751,1443,20,16,4,0.8,7194.01,0.6907,76,NETBANKING
CUS_000752,247,7,6,1,0.8571,5110.67,0.8638,24,WALLET
CUS_000753,156,47,40,7,0.8511,6845.37,0.7257,71,UPI
CUS_000754,1406,52,44,8,0.8462,6494.36,0.4461,70,CARD
CUS_000755,845,79,72,7,0.9114,2141.74,0.8231,89,UPI
CUS_000756,673,69,62,7,0.8986,6064.96,0.4891,73,CARD
CUS_000757,1114,70,66,4,0.9429,8476.38,0.884,45,UPI
CUS_000758,593,51,41,10,0.8039,11338.35,0.8664,32,CARD
CUS_000759,218,29,28,1,0.9655,6277.45,0.6089,70,UPI
CUS_000760,1102,34,27,7,0.7941,2078.98,0.9129,83,CARD
