event_id,event_type,timestamp,customer_id,merchant_id,amount,currency,payment_method,device_type,payment_status,failure_type,retry_count,previous_attempt_hours,checkout_duration_seconds,payment_page_reached,payment_attempted,subscription_age_days,successful_cycles,failed_cycles,true_recovery_probability
EVT_00062835,PAYMENT_FAILURE,2026-01-22 02:34:24,CUS_000326,MER_00051,7024.01,INR,UPI,MOBILE,FAILED,TIMEOUT,2,12.54,0,False,False,0,0,0,0.454075
EVT_00006718,PAYMENT_FAILURE,2026-01-22 02:38:20,CUS_000415,MER_00084,6445.82,INR,CARD,MOBILE,FAILED,INSUFFICIENT_BALANCE,3,68.71,0,False,False,0,0,0,0.183641
EVT_00000046,PAYMENT_FAILURE,2026-01-22 02:41:46,CUS_001545,MER_00078,1744.29,INR,CARD,MOBILE,FAILED,ISSUER_DECLINE,2,15.1,0,False,False,0,0,0,0.214549
EVT_00061117,PAYMENT_FAILURE,2026-01-22 02:42:00,CUS_000266,MER_00051,13709.58,INR,CARD,MOBILE,FAILED,ISSUER_DECLINE,0,0.15,0,False,False,0,0,0,0.268654
EVT_00087689,CHECKOUT_ABANDONMENT,2026-01-22 02:44:24,CUS_001641,MER_00098,2130.24,INR,UPI,MOBILE,AT_RISK,,0,69.01,435,True,True,0,0,0,0.706988
EVT_00082327,CHECKOUT_ABANDONMENT,2026-01-22 02:45:01,CUS_001530,MER_00143,1550.65,INR,UPI,MOBILE,AT_RISK,,0,42.17,887,True,False,0,0,0,0.686564
EVT_00059878,PAYMENT_FAILURE,2026-01-22 02:49:59,CUS_000624,MER_00016,4973.67,INR,CARD,DESKTOP,FAILED,TIMEOUT,1,31.53,0,False,False,0,0,0,0.556976
EVT_00015841,PAYMENT_FAILURE,2026-01-22 02:50:18,CUS_001465,MER_00055,1911.03,INR,UPI,MOBILE,FAILED,BANK_TECHNICAL_ERROR,1,9.32,0,False,False,0,0,0,0.49502
EVT_00043628,PAYMENT_FAILURE,2026-01-22 02:50:24,CUS_001014,MER_00105,4350.58,INR,NETBANKING,MOBILE,FAILED,ISSUER_DECLINE,1,26.02,0,False,False,0,0,0,0.24776
EVT_00000434,PAYMENT_FAILURE,2026-01-22 02:54:07,CUS_000134,MER_00022,3782.02,INR,UPI,MOBILE,FAILED,BANK_TECHNICAL_ERROR,3,37.63,0,False,False,0,0,0,0.364763
EVT_00019642,SUBSCRIPTION_FAILURE,2026-01-22 02:59:48,CUS_001218,MER_00041,2266.12,INR,CARD,MOBILE,AT_RISK,,0,33.14,0,False,False,859,18,1,0.521247
EVT_00064581,CHECKOUT_ABANDONMENT,2026-01-22 03:02:13,CUS_001801,MER_00111,1754.15,INR,CARD,MOBILE,AT_RISK,,0,6.8,130,True,True,0,0,0,0.689172
EVT_00073219,PAYMENT_FAILURE,2026-01-22 03:19:00,CUS_000081,MER_00152,5463.25,INR,CARD,DESKTOP,FAILED,NETWORK_ERROR,2,36.97,0,False,False,0,0,0,0.426942
EVT_00022727,CHECKOUT_ABANDONMENT,2026-01-22 03:19:54,CUS_000236,MER_00116,2979.14,INR,UPI,MOBILE,AT_RISK,,0,67.08,547,True,True,0,0,0,0.762168
EVT_00055913,SUBSCRIPTION_FAILURE,2026-01-22 03:20:31,CUS_000715,MER_00121,9826.04,INR,CARD,DESKTOP,AT_RISK,,0,10.02,0,False,False,666,6,3,0.319729
EVT_00030945,CHECKOUT_ABANDONMENT,2026-01-22 03:21:33,CUS_001467,MER_00040,327.41,INR,CARD,MOBILE,AT_RISK,,0,70.37,602,True,False,0,0,0,0.706574
EVT_00069390,SUBSCRIPTION_FAILURE,2026-01-22 03:26:19,CUS_000954,MER_00185,6844.55,INR,WALLET,MOBILE,AT_RISK,,0,64.59,0,False,False,105,21,0,0.623179
EVT_00044282,CHECKOUT_ABANDONMENT,2026-01-22 03:29:45,CUS_001914,MER_00079,1254.65,INR,WALLET,MOBILE,AT_RISK,,0,67.98,125,True,False,0,0,0,0.740267
EVT_00022378,PAYMENT_FAILURE,2026-01-22 03:37:18,CUS_000847,MER_00092,12778.96,INR,CARD,MOBILE,FAILED,INSUFFICIENT_BALANCE,1,63.2,0,False,False,0,0,0,0.315662
EVT_00032375,PAYMENT_FAILURE,2026-01-22 03:46:16,CUS_001527,MER_00049,8645.16,INR,CARD,MOBILE,FAILED,EXPIRED_PAYMENT_METHOD,1,43.32,0,False,False,0,0,0,0.368109
EVT_00086251,CHECKOUT_ABANDONMENT,2026-01-22 03:46:58,CUS_001000,MER_00138,27155.06,INR,UPI,MOBILE,AT_RISK,,0,62.58,142,True,False,0,0,0,0.739845
EVT_00057353,CHECKOUT_ABANDONMENT,2026-01-22 03:51:04,CUS_001869,MER_00168,14907.79,INR,WALLET,MOBILE,AT_RISK,,0,70.5,128,True,True,0,0,0,0.767819
EVT_00040448,PAYMENT_FAILURE,2026-01-22 03:52:46,CUS_001022,MER_00157,21648.9,INR,NETBANKING,MOBILE,FAILED,BANK_TECHNICAL_ERROR,1,43.92,0,False,False,0,0,0,0.614422
EVT_00046110,PAYMENT_FAILURE,2026-01-22 03:54:22,CUS_001433,MER_00087,3333.83,INR,CARD,MOBILE,FAILED,ISSUER_DECLINE,1,18.25,0,False,False,0,0,0,0.252278
EVT_00017369,PAYMENT_FAILURE,2026-01-22 03:54:55,CUS_000690,MER_00101,1459.24,INR,UPI,MOBILE,FAILED,TIMEOUT,1,25.04,0,False,False,0,0,0,0.47922
EVT_00002371,SUBSCRIPTION_FAILURE,2026-01-22 03:56:58,CUS_001266,MER_00166,1246.69,INR,UPI,MOBILE,AT_RISK,,0,54.84,0,False,False,484,22,2,0.412245
EVT_00074873,PAYMENT_FAILURE,2026-01-22 04:04:57,CUS_000981,MER_00072,1407.3,INR,UPI,DESKTOP,FAILED,EXPIRED_PAYMENT_METHOD,0,52.21,0,False,False,0,0,0,0.453102
EVT_00084629,CHECKOUT_ABANDONMENT,2026-01-22 04:05:38,CUS_000068,MER_00040,9511.63,INR,WALLET,DESKTOP,AT_RISK,,0,11.4,193,True,True,0,0,0,0.69555
EVT_00051128,PAYMENT_FAILURE,2026-01-22 04:11:53,CUS_000157,MER_00128,3624.24,INR,CARD,MOBILE,FAILED,ISSUER_DECLINE,2,45.33,0,False,False,0,0,0,0.181672
EVT_00088261,CHECKOUT_ABANDONMENT,2026-01-22 04:14:48,CUS_001571,MER_00162,1917.07,INR,UPI,DESKTOP,AT_RISK,,0,59.93,340,False,False,0,0,0,0.557527
EVT_00093551,PAYMENT_FAILURE,2026-01-22 04:18:38,CUS_000726,MER_00199,5066.04,INR,CARD,DESKTOP,FAILED,PAYMENT_LIMIT,3,70.3,0,False,False,0,0,0,0.227567
EVT_00094823,SUBSCRIPTION_FAILURE,2026-01-22 04:24:41,CUS_001082,MER_00180,10802.86,INR,UPI,MOBILE,AT_RISK,,0,15.55,0,False,False,708,7,1,0.509219
EVT_00051385,CHECKOUT_ABANDONMENT,2026-01-22 04:27:02,CUS_001124,MER_00046,1384.97,INR,UPI,MOBILE,AT_RISK,,0,11.8,386,True,False,0,0,0,0.737385
EVT_00000443,PAYMENT_FAILURE,2026-01-22 04:27:52,CUS_000631,MER_00091,3398.09,INR,CARD,TABLET,FAILED,PAYMENT_LIMIT,3,61.58,0,False,False,0,0,0,0.226192
EVT_00073893,SUBSCRIPTION_FAILURE,2026-01-22 04:30:42,CUS_000661,MER_00166,2475.44,INR,NETBANKING,DESKTOP,AT_RISK,,0,29.05,0,False,False,178,11,1,0.474608
EVT_00070393,PAYMENT_FAILURE,2026-01-22 04:31:42,CUS_000143,MER_00030,10035.1,INR,UPI,MOBILE,FAILED,TIMEOUT,3,45.08,0,False,False,0,0,0,0.372289
EVT_00057838,PAYMENT_FAILURE,2026-01-22 04:31:53,CUS_001562,MER_00117,12724.08,INR,UPI,MOBILE,FAILED,ISSUER_DECLINE,0,2.06,0,False,False,0,0,0,0.29477
EVT_00063907,PAYMENT_FAILURE,2026-01-22 04:33:58,CUS_000562,MER_00071,14988.7,INR,UPI,DESKTOP,FAILED,TIMEOUT,2,39.5,0,False,False,0,0,0,0.493527
EVT_00063094,PAYMENT_FAILURE,2026-01-22 04:37:42,CUS_000296,MER_00175,7944.82,INR,UPI,MOBILE,FAILED,TIMEOUT,0,8.26,0,False,False,0,0,0,0.59269
EVT_00074242,PAYMENT_FAILURE,2026-01-22 04:40:22,CUS_000164,MER_00034,5351.23,INR,CARD,MOBILE,FAILED,BANK_TECHNICAL_ERROR,1,40.82,0,False,False,0,0,0,0.597304
EVT_00058789,CHECKOUT_ABANDONMENT,2026-01-22 04:40:25,CUS_000938,MER_00183,8838.84,INR,CARD,MOBILE,AT_RISK,,0,12.54,210,True,True,0,0,0,0.724974
EVT_00000263,PAYMENT_FAILURE,2026-01-22 04:41:11,CUS_000114,MER_00197,41203.36,INR,WALLET,MOBILE,FAILED,ISSUER_DECLINE,3,16.46,0,False,False,0,0,0,0.214246
EVT_00006068,SUBSCRIPTION_FAILURE,2026-01-22 04:44:39,CUS_000904,MER_00077,208.16,INR,UPI,MOBILE,AT_RISK,,0,49.54,0,False,False,345,19,0,0.655224
EVT_00071369,CHECKOUT_ABANDONMENT,2026-01-22 04:45:16,CUS_001519,MER_00141,5736.05,INR,UPI,DESKTOP,AT_RISK,,0,26.53,224,True,False,0,0,0,0.710067
EVT_00062700,PAYMENT_FAILURE,2026-01-22 04:47:06,CUS_001870,MER_00091,2073.04,INR,UPI,DESKTOP,FAILED,ISSUER_DECLINE,3,35.17,0,False,False,0,0,0,0.14156
EVT_00076730,CHECKOUT_ABANDONMENT,2026-01-22 04:55:18,CUS_001751,MER_00172,4562.96,INR,NETBANKING,DESKTOP,AT_RISK,,0,6.85,28,True,False,0,0,0,0.676204
EVT_00008701,PAYMENT_FAILURE,2026-01-22 04:57:07,CUS_001048,MER_00131,16233.01,INR,NETBANKING,DESKTOP,FAILED,BANK_TECHNICAL_ERROR,0,10.02,0,False,False,0,0,0,0.64551
EVT_00020889,PAYMENT_FAILURE,2026-01-22 04:57:20,CUS_000554,MER_00039,9202.25,INR,CARD,MOBILE,FAILED,INSUFFICIENT_BALANCE,2,20.15,0,False,False,0,0,0,0.246351
EVT_00025673,PAYMENT_FAILURE,2026-01-22 04:59:02,CUS_000281,MER_00185,10204.72,INR,CARD,MOBILE,FAILED,PAYMENT_LIMIT,0,25.57,0,False,False,0,0,0,0.473666
EVT_00026852,PAYMENT_FAILURE,2026-01-22 04:59:06,CUS_000727,MER_00065,22000.54,INR,UPI,MOBILE,FAILED,PAYMENT_LIMIT,1,45.75,0,False,False,0,0,0,0.265777
EVT_00044640,SUBSCRIPTION_FAILURE,2026-01-22 05:00:16,CUS_001669,MER_00138,1584.42,INR,UPI,MOBILE,AT_RISK,,0,59.51,0,False,False,83,11,3,0.314148
EVT_00018203,PAYMENT_FAILURE,2026-01-22 05:00:24,CUS_000314,MER_00057,3206.44,INR,CARD,TABLET,FAILED,ISSUER_DECLINE,1,11.44,0,False,False,0,0,0,0.279663
EVT_00020360,PAYMENT_FAILURE,2026-01-22 05:01:06,CUS_001873,MER_00062,1181.02,INR,UPI,MOBILE,FAILED,EXPIRED_PAYMENT_METHOD,1,8.08,0,False,False,0,0,0,0.368076
EVT_00030978,PAYMENT_FAILURE,2026-01-22 05:04:16,CUS_001985,MER_00083,2014.79,INR,WALLET,TABLET,FAILED,BANK_TECHNICAL_ERROR,0,27.96,0,False,False,0,0,0,0.651434
EVT_00037573,PAYMENT_FAILURE,2026-01-22 05:11:26,CUS_001247,MER_00154,8659.01,INR,NETBANKING,MOBILE,FAILED,INSUFFICIENT_BALANCE,3,35.12,0,False,False,0,0,0,0.168539
EVT_00096767,PAYMENT_FAILURE,2026-01-22 05:11:43,CUS_001932,MER_00112,3110.57,INR,CARD,MOBILE,FAILED,NETWORK_ERROR,2,71.16,0,False,False,0,0,0,0.461145
EVT_00068470,PAYMENT_FAILURE,2026-01-22 05:14:24,CUS_001777,MER_00110,9106.51,INR,CARD,MOBILE,FAILED,TIMEOUT,3,24.9,0,False,False,0,0,0,0.394417
EVT_00019406,PAYMENT_FAILURE,2026-01-22 05:19:00,CUS_000194,MER_00135,5312.78,INR,CARD,DESKTOP,FAILED,INSUFFICIENT_BALANCE,1,29.38,0,False,False,0,0,0,0.298988
EVT_00088486,PAYMENT_FAILURE,2026-01-22 05:25:12,CUS_001052,MER_00173,4597.25,INR,UPI,MOBILE,FAILED,INSUFFICIENT_BALANCE,2,54.2,0,False,False,0,0,0,0.237112
EVT_00053572,CHECKOUT_ABANDONMENT,2026-01-22 05:26:39,CUS_000757,MER_00089,16202.94,INR,UPI,TABLET,AT_RISK,,0,68.2,495,True,False,0,0,0,0.775874
EVT_00027940,SUBSCRIPTION_FAILURE,2026-01-22 05:29:25,CUS_001832,MER_00125,9226.69,INR,CARD,MOBILE,AT_RISK,,0,43.11,0,False,False,284,14,0,0.645077
EVT_00057760,PAYMENT_FAILURE,2026-01-22 05:33:46,CUS_001737,MER_00053,3108.81,INR,UPI,MOBILE,FAILED,EXPIRED_PAYMENT_METHOD,3,52.98,0,False,False,0,0,0,0.243302
EVT_00068007,CHECKOUT_ABANDONMENT,2026-01-22 05:35:14,CUS_001363,MER_00191,4764.97,INR,UPI,MOBILE,AT_RISK,,0,17.08,620,False,True,0,0,0,0.491173
EVT_00076609,CHECKOUT_ABANDONMENT,2026-01-22 05:48:09,CUS_001623,MER_00068,1458.5,INR,CARD,MOBILE,AT_RISK,,0,40.57,129,True,False,0,0,0,0.701243
EVT_00077703,CHECKOUT_ABANDONMENT,2026-01-22 05:52:06,CUS_001270,MER_00166,4288.0,INR,UPI,MOBILE,AT_RISK,,0,14.2,191,True,True,0,0,0,0.753538
EVT_00054197,PAYMENT_FAILURE,2026-01-22 05:52:45,CUS_001839,MER_00140,1072.44,INR,WALLET,DESKTOP,FAILED,PAYMENT_LIMIT,1,61.14,0,False,False,0,0,0,0.339394
EVT_00054787,CHECKOUT_ABANDONMENT,2026-01-22 05:55:17,CUS_001806,MER_00121,6331.66,INR,UPI,MOBILE,AT_RISK,,0,66.07,470,True,False,0,0,0,0.720952
EVT_00045139,PAYMENT_FAILURE,2026-01-22 05:56:50,CUS_001931,MER_00017,1248.21,INR,CARD,MOBILE,FAILED,ISSUER_DECLINE,2,45.77,0,False,False,0,0,0,0.202036
EVT_00078142,PAYMENT_FAILURE,2026-01-22 05:57:33,CUS_000133,MER_00194,8111.9,INR,CARD,MOBILE,FAILED,NETWORK_ERROR,3,60.87,0,False,False,0,0,0,0.320714
EVT_00036019,CHECKOUT_ABANDONMENT,2026-01-22 06:04:37,CUS_000622,MER_00136,11982.34,INR,CARD,DESKTOP,AT_RISK,,0,42.44,46,True,False,0,0,0,0.75007
EVT_00042907,CHECKOUT_ABANDONMENT,2026-01-22 06:13:00,CUS_000008,MER_00155,7079.92,INR,CARD,DESKTOP,AT_RISK,,0,10.18,739,True,False,0,0,0,0.745518
EVT_00004962,PAYMENT_FAILURE,2026-01-22 06:15:12,CUS_000040,MER_00062,3127.53,INR,CARD,MOBILE,FAILED,BANK_TECHNICAL_ERROR,0,9.24,0,False,False,0,0,0,0.665118
EVT_00074862,PAYMENT_FAILURE,2026-01-22 06:16:30,CUS_001050,MER_00177,2662.56,INR,UPI,MOBILE,FAILED,INSUFFICIENT_BALANCE,3,6.41,0,False,False,0,0,0,0.155704
EVT_00017210,PAYMENT_FAILURE,2026-01-22 06:16:39,CUS_001629,MER_00058,8284.45,INR,CARD,MOBILE,FAILED,EXPIRED_PAYMENT_METHOD,2,52.07,0,False,False,0,0,0,0.287769
EVT_00023351,PAYMENT_FAILURE,2026-01-22 06:22:28,CUS_001914,MER_00102,1206.17,INR,UPI,DESKTOP,FAILED,NETWORK_ERROR,3,41.63,0,False,False,0,0,0,0.365918
EVT_00076703,PAYMENT_FAILURE,2026-01-22 06:28:27,CUS_001440,MER_00196,5783.31,INR,UPI,MOBILE,FAILED,TIMEOUT,1,58.59,0,False,False,0,0,0,0.578121
EVT_00036460,PAYMENT_FAILURE,2026-01-22 06:30:55,CUS_001199,MER_00101,711.35,INR,NETBANKING,DESKTOP,FAILED,PAYMENT_LIMIT,2,59.67,0,False,False,0,0,0,0.235899
EVT_00065582,SUBSCRIPTION_FAILURE,2026-01-22 06:36:04,CUS_000002,MER_00186,4831.43,INR,CARD,MOBILE,AT_RISK,,0,59.6,0,False,False,348,5,0,0.521915
EVT_00077466,CHECKOUT_ABANDONMENT,2026-01-22 06:47:26,CUS_001482,MER_00116,8120.47,INR,NETBANKING,MOBILE,AT_RISK,,0,65.4,842,True,False,0,0,0,0.779639
EVT_00078148,SUBSCRIPTION_FAILURE,2026-01-22 06:52:17,CUS_001378,MER_00085,11126.09,INR,UPI,MOBILE,AT_RISK,,0,51.55,0,False,False,511,9,0,0.647028
EVT_00086750,PAYMENT_FAILURE,2026-01-22 06:55:32,CUS_001326,MER_00009,728.91,INR,CARD,DESKTOP,FAILED,NETWORK_ERROR,3,0.95,0,False,False,0,0,0,0.33039
EVT_00039037,SUBSCRIPTION_FAILURE,2026-01-22 06:57:44,CUS_000722,MER_00076,7132.84,INR,WALLET,MOBILE,AT_RISK,,0,32.36,0,False,False,501,19,0,0.6378
EVT_00033954,PAYMENT_FAILURE,2026-01-22 06:58:16,CUS_001840,MER_00124,14277.41,INR,CARD,MOBILE,FAILED,INSUFFICIENT_BALANCE,0,26.61,0,False,False,0,0,0,0.41324
EVT_00045396,PAYMENT_FAILURE,2026-01-22 07:02:36,CUS_001020,MER_00054,3184.54,INR,UPI,MOBILE,FAILED,EXPIRED_PAYMENT_METHOD,0,31.23,0,False,False,0,0,0,0.429203
EVT_00034434,PAYMENT_FAILURE,2026-01-22 07:04:13,CUS_001955,MER_00198,1918.32,INR,UPI,MOBILE,FAILED,INSUFFICIENT_BALANCE,2,23.32,0,False,False,0,0,0,0.267621
EVT_00063780,PAYMENT_FAILURE,2026-01-22 07:09:59,CUS_000836,MER_00081,19273.54,INR,UPI,MOBILE,FAILED,INSUFFICIENT_BALANCE,2,9.61,0,False,False,0,0,0,0.232636
EVT_00093692,CHECKOUT_ABANDONMENT,2026-01-22 07:13:48,CUS_001192,MER_00193,4467.28,INR,UPI,MOBILE,AT_RISK,,0,65.46,472,True,False,0,0,0,0.756792
EVT_00003098,PAYMENT_FAILURE,2026-01-22 07:14:06,CUS_001484,MER_00101,1517.91,INR,NETBANKING,MOBILE,FAILED,INSUFFICIENT_BALANCE,2,12.52,0,False,False,0,0,0,0.244737
EVT_00010252,PAYMENT_FAILURE,2026-01-22 07:15:50,CUS_000776,MER_00142,1139.61,INR,WALLET,DESKTOP,FAILED,TIMEOUT,2,42.05,0,False,False,0,0,0,0.447142
EVT_00021427,PAYMENT_FAILURE,2026-01-22 07:21:38,CUS_000838,MER_00189,2032.08,INR,NETBANKING,DESKTOP,FAILED,INSUFFICIENT_BALANCE,2,42.16,0,False,False,0,0,0,0.244279
EVT_00038648,PAYMENT_FAILURE,2026-01-22 07:25:01,CUS_000872,MER_00082,4208.0,INR,WALLET,TABLET,FAILED,NETWORK_ERROR,2,0.21,0,False,False,0,0,0,0.478623
EVT_00059066,PAYMENT_FAILURE,2026-01-22 07:29:10,CUS_000427,MER_00039,14334.2,INR,UPI,MOBILE,FAILED,TIMEOUT,1,62.8,0,False,False,0,0,0,0.593126
EVT_00020065,PAYMENT_FAILURE,2026-01-22 07:34:03,CUS_001495,MER_00145,15003.53,INR,UPI,MOBILE,FAILED,NETWORK_ERROR,3,65.25,0,False,False,0,0,0,0.366471
EVT_00020857,PAYMENT_FAILURE,2026-01-22 07:43:15,CUS_000778,MER_00049,9118.11,INR,CARD,MOBILE,FAILED,BANK_TECHNICAL_ERROR,3,47.61,0,False,False,0,0,0,0.392514
EVT_00062388,PAYMENT_FAILURE,2026-01-22 07:47:53,CUS_001295,MER_00160,5921.35,INR,UPI,MOBILE,FAILED,INSUFFICIENT_BALANCE,0,3.52,0,False,False,0,0,0,0.408943
EVT_00071944,PAYMENT_FAILURE,2026-01-22 07:53:20,CUS_001659,MER_00139,1969.02,INR,WALLET,TABLET,FAILED,PAYMENT_LIMIT,3,32.15,0,False,False,0,0,0,0.231317
EVT_00001603,CHECKOUT_ABANDONMENT,2026-01-22 07:56:19,CUS_000075,MER_00049,6182.71,INR,UPI,DESKTOP,AT_RISK,,0,19.81,877,True,True,0,0,0,0.733164
EVT_00047540,PAYMENT_FAILURE,2026-01-22 08:01:17,CUS_001707,MER_00025,3069.92,INR,UPI,MOBILE,FAILED,TIMEOUT,2,19.69,0,False,False,0,0,0,0.452712
EVT_00042335,SUBSCRIPTION_FAILURE,2026-01-22 08:05:32,CUS_000184,MER_00016,92542.17,INR,NETBANKING,MOBILE,AT_RISK,,0,2.24,0,False,False,220,23,2,0.529257
EVT_00077900,PAYMENT_FAILURE,2026-01-22 08:17:21,CUS_001930,MER_00019,17161.45,INR,UPI,MOBILE,FAILED,TIMEOUT,1,33.5,0,False,False,0,0,0,0.553587
EVT_00095731,SUBSCRIPTION_FAILURE,2026-01-22 08:18:26,CUS_000478,MER_00030,13397.48,INR,UPI,MOBILE,AT_RISK,,0,61.45,0,False,False,312,16,3,0.34464
EVT_00072200,PAYMENT_FAILURE,2026-01-22 08:20:12,CUS_000607,MER_00180,6129.96,INR,UPI,TABLET,FAILED,INSUFFICIENT_BALANCE,3,26.22,0,False,False,0,0,0,0.176303
EVT_00094683,PAYMENT_FAILURE,2026-01-22 08:36:42,CUS_001839,MER_00083,1634.56,INR,UPI,MOBILE,FAILED,TIMEOUT,0,61.46,0,False,False,0,0,0,0.62779
EVT_00023530,CHECKOUT_ABANDONMENT,2026-01-22 08:37:00,CUS_001864,MER_00064,2735.83,INR,UPI,MOBILE,AT_RISK,,0,68.28,219,True,False,0,0,0,0.741059
EVT_00078570,PAYMENT_FAILURE,2026-01-22 08:40:28,CUS_001175,MER_00127,22352.26,INR,UPI,MOBILE,FAILED,EXPIRED_PAYMENT_METHOD,1,22.85,0,False,False,0,0,0,0.41012
EVT_00014808,PAYMENT_FAILURE,2026-01-22 08:41:08,CUS_001033,MER_00049,10701.67,INR,CARD,DESKTOP,FAILED,INSUFFICIENT_BALANCE,2,60.78,0,False,False,0,0,0,0.24661
EVT_00032785,PAYMENT_FAILURE,2026-01-22 08:41:22,CUS_001930,MER_00101,14001.6,INR,CARD,TABLET,FAILED,TIMEOUT,2,26.56,0,False,False,0,0,0,0.449487
EVT_00080183,CHECKOUT_ABANDONMENT,2026-01-22 08:48:13,CUS_001175,MER_00169,22077.09,INR,CARD,MOBILE,AT_RISK,,0,5.02,784,True,True,0,0,0,0.791346
EVT_00028041,CHECKOUT_ABANDONMENT,2026-01-22 08:49:16,CUS_001371,MER_00098,2551.1,INR,CARD,MOBILE,AT_RISK,,0,43.56,598,True,False,0,0,0,0.76048
EVT_00002729,PAYMENT_FAILURE,2026-01-22 08:56:08,CUS_001055,MER_00126,11996.88,INR,CARD,MOBILE,FAILED,INSUFFICIENT_BALANCE,1,14.43,0,False,False,0,0,0,0.321746
EVT_00090833,PAYMENT_FAILURE,2026-01-22 08:57:48,CUS_000654,MER_00074,4668.52,INR,CARD,MOBILE,FAILED,TIMEOUT,1,55.7,0,False,False,0,0,0,0.601952
EVT_00057689,PAYMENT_FAILURE,2026-01-22 09:00:53,CUS_001456,MER_00040,29361.27,INR,NETBANKING,DESKTOP,FAILED,TIMEOUT,0,0.29,0,False,False,0,0,0,0.710146
EVT_00001593,PAYMENT_FAILURE,2026-01-22 09:01:40,CUS_001702,MER_00023,3128.33,INR,CARD,MOBILE,FAILED,PAYMENT_LIMIT,3,5.71,0,False,False,0,0,0,0.185995
EVT_00065942,CHECKOUT_ABANDONMENT,2026-01-22 09:04:30,CUS_001378,MER_00190,10504.49,INR,UPI,TABLET,AT_RISK,,0,22.23,278,True,False,0,0,0,0.776875
EVT_00083640,PAYMENT_FAILURE,2026-01-22 09:06:57,CUS_000205,MER_00129,5630.35,INR,UPI,DESKTOP,FAILED,INSUFFICIENT_BALANCE,2,67.49,0,False,False,0,0,0,0.255994
EVT_00008715,CHECKOUT_ABANDONMENT,2026-01-22 09:07:00,CUS_000001,MER_00091,2988.83,INR,UPI,MOBILE,AT_RISK,,0,10.07,654,True,False,0,0,0,0.765257
EVT_00027976,CHECKOUT_ABANDONMENT,2026-01-22 09:09:36,CUS_000791,MER_00091,30739.29,INR,CARD,DESKTOP,AT_RISK,,0,23.69,782,False,True,0,0,0,0.618886
EVT_00010858,PAYMENT_FAILURE,2026-01-22 09:09:58,CUS_000926,MER_00167,13297.84,INR,UPI,MOBILE,FAILED,INSUFFICIENT_BALANCE,3,38.96,0,False,False,0,0,0,0.217125
EVT_00011948,PAYMENT_FAILURE,2026-01-22 09:13:25,CUS_000816,MER_00193,5808.53,INR,NETBANKING,MOBILE,FAILED,INSUFFICIENT_BALANCE,0,0.28,0,False,False,0,0,0,0.44707
EVT_00079240,SUBSCRIPTION_FAILURE,2026-01-22 09:13:49,CUS_000988,MER_00084,4640.93,INR,CARD,TABLET,AT_RISK,,0,58.55,0,False,False,113,15,0,0.621267
EVT_00009860,PAYMENT_FAILURE,2026-01-22 09:14:06,CUS_001689,MER_00021,2804.27,INR,UPI,DESKTOP,FAILED,INSUFFICIENT_BALANCE,0,48.43,0,False,False,0,0,0,0.400866
EVT_00053826,CHECKOUT_ABANDONMENT,2026-01-22 09:15:04,CUS_000958,MER_00168,5113.72,INR,UPI,MOBILE,AT_RISK,,0,32.92,895,True,False,0,0,0,0.655431
EVT_00047934,SUBSCRIPTION_FAILURE,2026-01-22 09:16:48,CUS_001731,MER_00088,2595.57,INR,CARD,MOBILE,AT_RISK,,0,50.9,0,False,False,252,19,3,0.32228
EVT_00021904,PAYMENT_FAILURE,2026-01-22 09:18:01,CUS_000432,MER_00107,2010.55,INR,UPI,MOBILE,FAILED,BANK_TECHNICAL_ERROR,3,26.35,0,False,False,0,0,0,0.388286
EVT_00007749,PAYMENT_FAILURE,2026-01-22 09:19:07,CUS_001723,MER_00068,3014.25,INR,CARD,TABLET,FAILED,INSUFFICIENT_BALANCE,2,22.9,0,False,False,0,0,0,0.213582
EVT_00025555,PAYMENT_FAILURE,2026-01-22 09:26:37,CUS_000674,MER_00129,34860.64,INR,UPI,MOBILE,FAILED,TIMEOUT,3,28.9,0,False,False,0,0,0,0.464748
EVT_00076941,SUBSCRIPTION_FAILURE,2026-01-22 09:30:20,CUS_000168,MER_00023,5886.53,INR,UPI,TABLET,AT_RISK,,0,14.64,0,False,False,665,11,3,0.315676
EVT_00047803,PAYMENT_FAILURE,2026-01-22 09:37:22,CUS_001882,MER_00075,3104.21,INR,UPI,MOBILE,FAILED,ISSUER_DECLINE,2,57.75,0,False,False,0,0,0,0.205152
EVT_00088828,CHECKOUT_ABANDONMENT,2026-01-22 09:39:54,CUS_000402,MER_00115,13251.91,INR,WALLET,DESKTOP,AT_RISK,,0,61.14,138,True,False,0,0,0,0.711982
EVT_00000007,PAYMENT_FAILURE,2026-01-22 09:43:55,CUS_001868,MER_00171,2806.34,INR,CARD,MOBILE,FAILED,ISSUER_DECLINE,1,53.69,0,False,False,0,0,0,0.266673
EVT_00032598,PAYMENT_FAILURE,2026-01-22 09:55:28,CUS_000112,MER_00079,425.85,INR,UPI,DESKTOP,FAILED,ISSUER_DECLINE,0,8.21,0,False,False,0,0,0,0.34874
EVT_00017988,PAYMENT_FAILURE,2026-01-22 09:57:35,CUS_000522,MER_00118,26979.46,INR,UPI,MOBILE,FAILED,INSUFFICIENT_BALANCE,3,6.73,0,False,False,0,0,0,0.252507
